data_date,source_url,table_idx,table_section,row,col,header_top,header_left,value
2024-10-28,https://mofe.go.kr/st/ecnmyidx/detailTbEconomyIndicatorView.do?bbsId=MOSFBBS_000000000045&searchNttId1=MOSF_000000000071131&menuNo=6010200,0,,0,0,,,일일경제지표 (24. 10. 28 월) 17:30 현재
2024-10-28,https://mofe.go.kr/st/ecnmyidx/detailTbEconomyIndicatorView.do?bbsId=MOSFBBS_000000000045&searchNttId1=MOSF_000000000071131&menuNo=6010200,1,금리,0,0,,,
2024-10-28,https://mofe.go.kr/st/ecnmyidx/detailTbEconomyIndicatorView.do?bbsId=MOSFBBS_000000000045&searchNttId1=MOSF_000000000071131&menuNo=6010200,1,금리,0,1,,,’ 22말
2024-10-28,https://mofe.go.kr/st/ecnmyidx/detailTbEconomyIndicatorView.do?bbsId=MOSFBBS_000000000045&searchNttId1=MOSF_000000000071131&menuNo=6010200,1,금리,0,2,,,’ 23말
2024-10-28,https://mofe.go.kr/st/ecnmyidx/detailTbEconomyIndicatorView.do?bbsId=MOSFBBS_000000000045&searchNttId1=MOSF_000000000071131&menuNo=6010200,1,금리,0,3,,,’ 24.9말
2024-10-28,https://mofe.go.kr/st/ecnmyidx/detailTbEconomyIndicatorView.do?bbsId=MOSFBBS_000000000045&searchNttId1=MOSF_000000000071131&menuNo=6010200,1,금리,0,4,,,10/24
2024-10-28,https://mofe.go.kr/st/ecnmyidx/detailTbEconomyIndicatorView.do?bbsId=MOSFBBS_000000000045&searchNttId1=MOSF_000000000071131&menuNo=6010200,1,금리,0,5,,,10/25
2024-10-28,https://mofe.go.kr/st/ecnmyidx/detailTbEconomyIndicatorView.do?bbsId=MOSFBBS_000000000045&searchNttId1=MOSF_000000000071131&menuNo=6010200,1,금리,0,6,,,10/28
2024-10-28,https://mofe.go.kr/st/ecnmyidx/detailTbEconomyIndicatorView.do?bbsId=MOSFBBS_000000000045&searchNttId1=MOSF_000000000071131&menuNo=6010200,1,금리,0,7,,,전일비
2024-10-28,https://mofe.go.kr/st/ecnmyidx/detailTbEconomyIndicatorView.do?bbsId=MOSFBBS_000000000045&searchNttId1=MOSF_000000000071131&menuNo=6010200,1,금리,0,8,,,23말비
2024-10-28,https://mofe.go.kr/st/ecnmyidx/detailTbEconomyIndicatorView.do?bbsId=MOSFBBS_000000000045&searchNttId1=MOSF_000000000071131&menuNo=6010200,1,금리,1,0,,,콜금리 (1일.%)
2024-10-28,https://mofe.go.kr/st/ecnmyidx/detailTbEconomyIndicatorView.do?bbsId=MOSFBBS_000000000045&searchNttId1=MOSF_000000000071131&menuNo=6010200,1,금리,1,1,’ 22말,콜금리 (1일.%),3.21
2024-10-28,https://mofe.go.kr/st/ecnmyidx/detailTbEconomyIndicatorView.do?bbsId=MOSFBBS_000000000045&searchNttId1=MOSF_000000000071131&menuNo=6010200,1,금리,1,2,’ 23말,콜금리 (1일.%),3.55
2024-10-28,https://mofe.go.kr/st/ecnmyidx/detailTbEconomyIndicatorView.do?bbsId=MOSFBBS_000000000045&searchNttId1=MOSF_000000000071131&menuNo=6010200,1,금리,1,3,’ 24.9말,콜금리 (1일.%),3.53
2024-10-28,https://mofe.go.kr/st/ecnmyidx/detailTbEconomyIndicatorView.do?bbsId=MOSFBBS_000000000045&searchNttId1=MOSF_000000000071131&menuNo=6010200,1,금리,1,4,10/24,콜금리 (1일.%),3.26
2024-10-28,https://mofe.go.kr/st/ecnmyidx/detailTbEconomyIndicatorView.do?bbsId=MOSFBBS_000000000045&searchNttId1=MOSF_000000000071131&menuNo=6010200,1,금리,1,5,10/25,콜금리 (1일.%),3.27
2024-10-28,https://mofe.go.kr/st/ecnmyidx/detailTbEconomyIndicatorView.do?bbsId=MOSFBBS_000000000045&searchNttId1=MOSF_000000000071131&menuNo=6010200,1,금리,1,6,10/28,콜금리 (1일.%),3.28
2024-10-28,https://mofe.go.kr/st/ecnmyidx/detailTbEconomyIndicatorView.do?bbsId=MOSFBBS_000000000045&searchNttId1=MOSF_000000000071131&menuNo=6010200,1,금리,1,7,전일비,콜금리 (1일.%),0.01
2024-10-28,https://mofe.go.kr/st/ecnmyidx/detailTbEconomyIndicatorView.do?bbsId=MOSFBBS_000000000045&searchNttId1=MOSF_000000000071131&menuNo=6010200,1,금리,1,8,23말비,콜금리 (1일.%),△0.27
2024-10-28,https://mofe.go.kr/st/ecnmyidx/detailTbEconomyIndicatorView.do?bbsId=MOSFBBS_000000000045&searchNttId1=MOSF_000000000071131&menuNo=6010200,1,금리,2,0,,,"CD (91 일, %)"
