일일경제지표('20.6.19)
"data_date,2020-06-19"

[표]
일일경제지표 (20. 6. 19. 금) 17:30 현재

[금리]
,‘18 말,‘19 말,‘20.5 말,6.17,6.18,6.19,전일비,19말비
콜금리 (1일),1.82,1.31,0.49,0.46,0.47,0.46,△0.01,△0.85
CD (91 일),1.93,1.53,0.81,0.79,0.79,0.79,0,△0.74
국고채 (3년),1.82,1.36,0.83,0.87,0.84,0.84,0.00,△0.52
"회사채 (3년, AA-)",2.29,1.94,2.16,2.24,2.23,2.23,0.00,0.29
"외국인 채권 순매수 * (상장 , 억원)","△1,422",100,744,"5,846","1,614","7,755","6,141",-

[주가]
,‘18 말,‘19 말,‘20.5 말,6.17,6.18,6.19,전일비,19말비
KOSPI,"2,041.04","2,197.67","2,029.60","2,141.05","2,133.48","2,141.32",0.37%,△2.56%
"- 거래대금 (억원, 일평균)","41,207","54,296","144,792","138,370","154,584","110,898",△28.26%,-
KOSDAQ,675.65,669.83,713.68,735.40,737.33,742.03,0.64%,10.78%
"외국인순매수 (억원, 기간 중 * )","2,730","△2,816",△313,"△1,649","△2,794",△142,△95,-

[환율]
,‘18 말,‘19 말,‘20.5 말,6.17,6.18,6.19,전일비,19말비
￦/ U$,"1,115.70","1,156.40","1,238.50","1,213.90","1,208.00","1,209.60",0.13,4.60
"선물환( NDF,1 월물)","1,114.90","1,155.40","1,237.70","1,213.90","1,208.30","1,209.80",0.12,4.71
￦/ CNY,162.79,165.50,173.13,171.35,170.81,170.88,0.04,3.25
￦/ Y100,"1,008.86","1,059.75","1,155.32","1,131.31","1,129.92","1,131.42",0.13,6.76
Y/U$,110.59,109.12,107.20,107.30,106.91,106.91,0,△2.03
U$/EUR,1.1455,1.1194,1.1095,1.1279,1.1249,1.1211,△0.34,0.15
CNY/U$,6.8522,6.9848,7.1492,7.0852,7.0755,7.0813,0.08,1.38

[국제금리·주가·가산금리]
,‘18 말,‘19 말,‘20.5 말,6.17,6.18,6.19,전일비,19말비
"LIBOR ($, 3 월, %)",2.81,1.94,0.36,0.30,0.31,0.32,0.01,△1.63
DOW,"23,062","28,645","25,401","26,290","26,120","26,080",△0.15%,△8.37%
NIKKEI,"20,015","23,657","21,878","22,456","22,355","22,479",0.55%,△4.98%
SHANGHAI COMP,"2,494","3,040","2,852","2,936","2,939","2,968",0.96%,△2.28%
"외평채가산금리(23년물, bp)",63,37,66,59,57,58,1.00,22.00
"CDS (5 년, bp)",40,22,30,30,30,30,△0.13,7.41
"CRS (1 년, %)",1.21,0.83,0.02,△0.17,△0.18,△0.20,△0.02,△1.02

[유가·곡물·원자재]
,‘18 말,‘19 말,‘20.5 말,6.16,6.17,6.18,전일비,19말비
Dubai ($/ 배럴),52.86,67.27,34.86,40.29,41.46,41.09,△0.89%,△38.92%
WTI 선물 ($/배럴),45.33,61.06,35.49,38.38,37.96,38.84,2.32%,△36.39%
밀 (센트/부셀),512,559,521,496,489,484,△1.02%,△13.42%
옥수수 (센트/부셀),376,388,326,329,330,331,0.30%,△14.69%
동 ($/톤),"6,018","6,156","5,333","5,760","5,734","5,799",1.13%,△5.80%
알루미늄 ($/톤),"1,881","1,800","1,515","1,546","1,578","1,587",0.57%,△11.83%

[반도체]
,‘18,‘19,‘20.3 월,4월,5월,6.16,6.17,6.18,6월 (~18)
"D 램(8 G) 현물가($, 기간평균)",8.14,3.93,3.54,3.51,3.17,2.90,2.88,2.86,2.98
"(%, YoY)",8.3,△51.7,△29.8,△17.5,△15.1,△13.6,△13.6,△12.9,△11.5
"낸드(128 G) 현물가($, 기간평균)",6.35,5.34,6.00,5.76,5.65,5.40,5.36,5.36,5.41
"(%, YoY)",△2.6,△15.9,21.8,16.0,11.4,7.1,6.4,6.4,7.2
