일일경제지표('19.4.24)
"data_date,2019-04-24"

[표]
일일경제지표 (19. 4. 24. 수) 17:30 현재

[금리]
,‘17 말,‘18 말,‘19.3 말,4.22,4.23,4.24,전일비,18말비
콜금리 (1일),1.55,1.82,1.90,1.75,1.74,1.75,0.01,△0.07
CD (91 일),1.66,1.93,1.90,1.85,1.85,1.85,0,△0.08
국고채 (3년),2.14,1.82,1.69,1.77,1.77,1.75,△0.02,△0.07
"회사채 (3년, AA-)",2.68,2.29,2.16,2.24,2.24,2.22,△0.02,△0.07
"외국인 채권 순매수 * (상장 , 억원)",△66,"△1,422",△473,"3,235","3,230","1,522","△1,708",-

[주가]
,‘17 말,‘18 말,‘19.3 말,4.22,4.23,4.24,전일비,18말비
KOSPI,"2,467.49","2,041.04","2,140.67","2,216.65","2,220.51","2,201.03",△0.88%,7.84%
"- 거래대금 (억원, 일평균)","42,744","41,207","44,039","49,656","46,399","49,229",6.10%,-
KOSDAQ,798.42,675.65,729.31,762.01,761.42,757.82,△0.47%,12.16%
"외국인순매수 (억원, 기간 중 * )","1,409","2,730","1,044",△338,209,133,△36,-

[환율]
,‘17 말,‘18 말,‘19.3 말,4.22,4.23,4.24,전일비,18말비
￦/ U$,"1,070.50","1,115.70","1,135.10","1,141.50","1,141.80","1,150.90",0.80,3.15
"선물환( NDF,1 월물)","1,070.00","1,114.90","1,134.40","1,140.60","1,140.50","1,149.40",0.78,3.09
￦/ CNY,163.90,162.79,168.94,170.07,169.97,171.33,0.80,5.25
￦/ Y100,949.28,"1,008.86","1,025.48","1,020.02","1,020.47","1,029.89",0.92,2.08
Y/U$,112.77,110.59,110.69,111.91,111.89,111.75,△0.13,1.05
U$/EUR,1.1927,1.1455,1.1232,1.1239,1.1245,1.1205,△0.36,△2.18
CNY/U$,6.5426,6.8522,6.7222,6.7113,6.7137,6.7219,0.12,△1.90

[국제금리·주가·가산금리]
,‘17 말,‘18 말,‘19.3 말,4.22,4.23,4.24,전일비,18말비
"LIBOR ($, 3 월, %)",1.69,2.81,2.60,2.58,2.58,2.58,△0.02,0.23
DOW,"24,719","23,062","25,717","26,560","26,511","26,656",2.68%,14.95%
NIKKEI,"22,765","20,015","21,251","22,218","22,260","22,200",△0.27%,10.92%
SHANGHAI COMP,"3,307","2,494","3,091","3,215","3,199","3,202",0.09%,28.38%
"외평채가산금리(23년물, bp)",76,63,41,33,33,33,14.00,△30.00
"CDS (5 년, bp)",56,40,35,33,32,32,0.73,△8.78
"CRS (1 년, %)",1.38,1.21,1.29,1.26,1.25,1.22,0.03,0.01

[유가·곡물·원자재]
,‘17 말,‘18 말,‘19.3 말,4.18,4.22,4.23,전일비,18말비
Dubai ($/ 배럴),64.33,52.86,67.23,71.07,73.36,73.77,0.56%,39.56%
WTI 선물 ($/배럴),60.42,45.33,60.14,64.00,65.70,66.30,0.91%,46.26%
밀 (센트/부셀),427,512,458,448,442,445,0.68%,△13.09%
옥수수 (센트/부셀),351,376,357,359,364,360,△1.10%,△4.26%
동 ($/톤),"7,157","6,018","6,485","6,448",-,"6,430",△0.28%,6.85%
알루미늄 ($/톤),"2,242","1,881","1,900","1,839",-,"1,855",0.87%,△1.38%

[반도체]
,‘17,‘18,19.1월,2월,3월,4.19,4.22,4.23,4월 (~23)
"D 램(8 G) 현물가($, 기간평균)",7.51,8.14,6.06,5.79,5.05,4.19,4.16,4.11,4.33
"(%, YoY)",41.6,8.3,△36.8,△37.5,△44.3,△53.2,△53.6,△53.9,△51.8
"낸드(128 G) 현물가($, 기간평균)",6.52,6.35,5.18,4.98,4.92,4.93,4.93,5.01,4.93
"(%, YoY)",33.8,△2.6,△22.1,△25.3,△27.9,△27.0,△27.0,△25.7,△27.2
