일일경제지표('16.10.26.)
"data_date,2016-10-26"

[표]
일일경제지표 (16. 10 . 26. 수 ) 17:30 현재

[표]
KOSPI 지수(1.14%하락) 달러 환율(0.04%상승)

[금리]
,‘14 말,‘15 말,‘16.9 말,10/24,10/25,10/26,전일비,‘15 말비
콜금리 (1일),2.01,1.49,1.25,1.24,1.24,1.23,△0.01,△0.26
CD (91 일),2.13,1.67,1.34,1.37,1.38,1.39,0.01,△0.28
국고채 (3년),2.10,1.66,1.25,1.39,1.40,1.41,0.01,△0.26
국고채 (5년),2.28,1.81,1.25,1.44,1.46,1.45,△0.01,△0.36
"회사채 (3년, AA-)",2.43,2.11,1.67,1.81,1.82,1.83,0.00,△0.28
"외국인 채권 순매수 * (상장 , 억원)","46,746",830,"△1,304",174,"△3,602",613,"4,215",-

[주가]
,‘14 말,‘15 말,‘16.9 말,10/24,10/25,10/26,전일비,‘15 말비(%)
KOSPI,"1,915.59","1,961.31","2,043.63","2,047.74","2,037.17","2,013.89",△1.14%,2.68%
"- 거래대금 (억원, 일평균)","36,950","37,066","57,392","48,427","49,660","45,754","△3,906",-
KOSDAQ,542.97,682.35,681.21,647.88,640.17,635.51,△0.73%,△6.86%
"외국인순매수 (억원, 기간 중 * )","1,546",△538,"△1,930",816,△613,△685,△72,-

[환율]
,‘14 말,‘15 말,‘16.9 말,10/24,10/25,10/26,전일비,‘15 말비(%)
￦/ U$,"1,099.30","1,172.50","1,101.30","1,131.00","1,133.50","1,134.00",0.04,△3.28
"선물환( NDF,1 월물)","1,100.90","1,173.70","1,101.40","1,131.50","1,133.70","1,134.20",0.04,△3.37
￦/ CNY,177.21,180.70,165.09,167.06,167.24,167.53,0.17,△7.29
￦/ EUR,"1,333.89","1,281.54","1,235.77","1,230.41","1,233.25","1,236.40",0.26,△3.52
￦/ Y100,913.04,974.08,"1,092.34","1,089.49","1,085.83","1,088.29",0.23,11.73
Y/U$,120.40,120.37,100.82,103.81,104.39,104.20,△0.18,△13.43
U$/EUR,1.2134,1.0930,1.1221,1.0879,1.0880,1.0903,0.21,△0.25
CNY/U$,6.2210,6.4900,6.6701,6.7712,6.7757,6.7670,△0.13,4.27

[국제금리·주가·가산금리]
,‘14 말,‘15 말,‘16.9 말,10/24,10/25,10/26,전일비,‘15 말비
"LIBOR (Dollar, 3 월, %)",0.26,0.61,0.85,0.88,0.88,-,0.00,0.27
"T/NOTE (10 년, %)",2.18,2.27,1.63,1.77,1.76,-,△0.01,△0.51
DOW,"17,823","17,425","18,254","18,223","18,169",-,△0.30%,4.27%
NIKKEI,"17,464","19,034","16,450","17,234","17,365","17,392",0.15%,△8.63%
SHANGHAI COMP,"3,235","3,565","3,005","3,128","3,132","3,116",△0.50%,△12.60%
"외평채가산금리(23년물, bp)",48,43,20,19,19,-,0,△24
"CDS (5 년, bp)",54,55,41,41,41,41,0,△14
"CRS (1 년, %)",1.49,1.35,1.17,1.15,1.15,1.13,△0.02,△0.22

[유가·곡물·원자재]
,‘14 말,‘15 말,‘16.9 말,10/21,10/24,10/25,전일비,‘15 말비
Dubai ($/ 배럴),53.60,32.19,45.11,48.82,49.48,49.20,△0.57%,52.84%
WTI 선물 ($/배럴),53.27,37.04,48.24,50.85,50.52,49.96,△1.11%,34.88%
Brent 선물 ($/배럴),57.33,37.28,49.06,51.78,51.46,50.79,△1.30%,36.24%
원당 (센트/파운드),14.52,15.24,22.53,22.71,23.20,22.93,△1.16%,50.46%
밀 (센트/부셀),590,470,402,415,403,404,0.43%,△13.99%
콩 (센트/부셀),"1,019",871,954,983,992,991,△0.13%,13.72%
옥수수 (센트/부셀),397,359,337,353,348,349,0.29%,△2.65%
동 ($/톤),"6,359","4,702","4,832","4,637","4,621","4,720",2.15%,0.38%
알루미늄 ($/톤),"1,832","1,508","1,659","1,617","1,627","1,651",1.51%,9.52%
