일일경제지표('20.7.14)
"data_date,2020-07-14"

[표]
일일경제지표 (20. 7. 14. 화) 17:30 현재

[금리]
,‘18 말,‘19 말,‘20.6 말,7.10,7.13,7.14,전일비,19말비
콜금리 (1일),1.82,1.31,0.49,0.48,0.49,0.50,0.01,△0.81
CD (91 일),1.93,1.53,0.79,0.79,0.79,0.79,0,△0.74
국고채 (3년),1.82,1.36,0.84,0.85,0.86,0.85,△0.01,△0.51
"회사채 (3년, AA-)",2.29,1.94,2.25,2.24,2.25,2.25,△0.00,0.31
"외국인 채권 순매수 * (상장 , 억원)","△1,422",100,"2,455","△1,185","10,851","1,000","△9,851",-

[주가]
,‘18 말,‘19 말,‘20.6 말,7.10,7.13,7.13,전일비,19말비
KOSPI,"2,041.04","2,197.67","2,108.33","2,150.25","2,186.06","2,183.61",△0.11%,△0.64%
"- 거래대금 (억원, 일평균)","41,207","54,296","90,258","120,299","120,480","104,622",△13.16%,-
KOSDAQ,675.65,669.83,737.97,772.81,781.19,778.39,△0.36%,16.21%
"외국인순매수 (억원, 기간 중 * )","2,730","△2,816",△404,"△3,565",557,△918,△265,-

[환율]
,‘18 말,‘19 말,‘20.6 말,7.10,7.13,7.14,전일비,19말비
￦/ U$,"1,115.70","1,156.40","1,203.00","1,204.50","1,200.90","1,205.70",0.40,4.26
"선물환( NDF,1 월물)","1,114.90","1,155.40","1,202.90","1,204.30","1,200.30","1,205.50",0.43,4.34
￦/ CNY,162.79,165.50,170.16,171.80,171.45,171.88,0.25,3.85
￦/ Y100,"1,008.86","1,059.75","1,116.58","1,127.07","1,123.39","1,123.88",0.04,6.05
Y/U$,110.59,109.12,107.74,106.87,106.90,107.28,0.36,△1.69
U$/EUR,1.1455,1.1194,1.1215,1.1265,1.1324,1.1345,0.19,1.35
CNY/U$,6.8522,6.9848,7.0707,7.0049,7.0009,7.0083,0.11,0.34

[국제금리·주가·가산금리]
,‘18 말,‘19 말,‘20.6 말,7.10,7.13,7.14,전일비,19말비
"LIBOR ($, 3 월, %)",2.81,1.94,0.31,0.27,0.27,0.27,0,△1.68
DOW,"23,062","28,645","25,596","25,706","26,075","26,086",0.04%,△8.35%
NIKKEI,"20,015","23,657","22,389","22,291","22,785","22,587",△0.87%,△4.52%
SHANGHAI COMP,"2,494","3,040","2,979","3,383","3,443","3,415",△0.83%,12.44%
"외평채가산금리(23년물, bp)",63,37,59,53,53,52,△1.00,16.00
"CDS (5 년, bp)",40,22,30,28,28,28,0.09,5.55
"CRS (1 년, %)",1.21,0.83,△0.12,△0.08,△0.05,△0.04,0.01,△0.87

[유가·곡물·원자재]
,‘18 말,‘19 말,‘20.6 말,7.9,7.10,7.13,전일비,19말비
Dubai ($/ 배럴),52.86,67.27,42.07,43.63,43.63,43.48,△0.34%,△35.36%
WTI 선물 ($/배럴),45.33,61.06,39.27,39.62,40.55,40.10,△1.11%,△34.33%
밀 (센트/부셀),512,559,492,525,534,525,△1.69%,△6.08%
옥수수 (센트/부셀),376,388,342,357,345,337,△2.32%,△13.14%
동 ($/톤),"6,018","6,156","6,038","6,340","6,323","6,545",3.51%,6.32%
알루미늄 ($/톤),"1,881","1,800","1,602","1,660","1,640","1,665",1.52%,△7.50%

[반도체]
,‘18,‘19,‘20.4 월,5월,6월,7.9,7.10,7.13,7월 (~13)
"D 램(8 G) 현물가($, 기간평균)",8.14,3.93,3.51,3.17,2.93,2.69,2.68,2.68,2.72
"(%, YoY)",8.3,△51.7,△17.5,△15.1,△13.0,△11.5,△13.8,△17.9,△19.8
"낸드(128 G) 현물가($, 기간평균)",6.35,5.34,5.76,5.65,5.41,5.43,5.43,5.43,5.43
"(%, YoY)",△2.6,△15.9,16.0,11.4,7.3,5.8,5.4,5.4,4.3
