일일경제지표('19.11.12)
"data_date,2019-11-12"

[표]
일일경제지표 (19. 11. 12. 화) 17:30 현재

[금리]
,‘17 말,‘18 말,‘19.10 말,11.8,11.11,11.12,전일비,18말비
콜금리 (1일),1.55,1.82,1.26,1.26,1.28,1.30,0.02,△0.52
CD (91 일),1.66,1.93,1.44,1.52,1.53,1.53,0,△0.40
국고채 (3년),2.14,1.82,1.47,1.52,1.50,1.56,0.06,△0.25
"회사채 (3년, AA-)",2.68,2.29,1.97,2.02,2.01,2.06,0.05,△0.22
"외국인 채권 순매수 * (상장 , 억원)",△66,"△1,422",171,795,"5,815","3,128","△2,687",-

[주가]
,‘17 말,‘18 말,‘19.10 말,11.8,11.11,11.12,전일비,18말비
KOSPI,"2,467.49","2,041.04","2,083.48","2,137.23","2,124.09","2,140.92",0.79%,4.89%
"- 거래대금 (억원, 일평균)","42,744","41,207","50,515","51,349","59,692","53,468",△10.43%,-
KOSDAQ,798.42,675.65,658.52,664.60,661.37,665.14,0.57%,△1.56%
"외국인순매수 (억원, 기간 중 * )","1,409","2,730",637,"△1,725","△2,090",△354,△83,-

[환율]
,‘17 말,‘18 말,‘19.10 말,11.8,11.11,11.12,전일비,18말비
￦/ U$,"1,070.50","1,115.70","1,163.40","1,157.50","1,166.80","1,160.80",△0.51,4.04
"선물환( NDF,1 월물)","1,070.00","1,114.90","1,163.30","1,156.60","1,166.20","1,160.70",△0.47,4.11
￦/ CNY,163.90,162.79,165.43,165.56,166.49,165.81,△0.41,1.86
￦/ Y100,949.28,"1,008.86","1,070.48","1,059.50","1,071.24","1,062.32",△0.83,5.30
Y/U$,112.77,110.59,108.68,109.25,108.92,109.27,0.32,△1.19
U$/EUR,1.1927,1.1455,1.1158,1.1049,1.1022,1.1036,0.13,△3.66
CNY/U$,6.5426,6.8522,7.0410,6.9842,7.0077,6.9970,△0.15,2.11

[국제금리·주가·가산금리]
,‘17 말,‘18 말,‘19.10 말,11.8,11.11,11.12,전일비,18말비
"LIBOR ($, 3 월, %)",1.69,2.81,1.93,1.90,1.90,1.90,0,△0.90
DOW,"24,719","23,062","27,187","27,675","27,681","27,691",0.04%,20.07%
NIKKEI,"22,765","20,015","22,927","23,392","23,332","23,520",0.81%,17.51%
SHANGHAI COMP,"3,307","2,494","2,929","2,964","2,910","2,915",0.17%,16.88%
"외평채가산금리(23년물, bp)",76,63,37,36,36,36,0.00,△27.00
"CDS (5 년, bp)",56,40,30,28,28,28,0.22,△12.75
"CRS (1 년, %)",1.38,1.21,0.78,0.84,0.84,0.85,0.01,△0.37

[유가·곡물·원자재]
,‘17 말,‘18 말,‘19.10 말,11.7,11.8,11.11,전일비,18말비
Dubai ($/ 배럴),64.33,52.86,61.10,61.13,60.88,61.15,0.44%,15.68%
WTI 선물 ($/배럴),60.42,45.33,54.18,57.15,57.24,56.86,△0.66%,25.44%
밀 (센트/부셀),427,512,509,513,510,506,△0.78%,△1.17%
옥수수 (센트/부셀),351,376,390,375,377,373,△1.06%,△0.80%
동 ($/톤),"7,157","6,018","5,825","5,941","5,952","5,857",△1.60%,△2.68%
알루미늄 ($/톤),"2,242","1,881","1,743","1,818","1,828","1,805",△1.26%,△4.04%

[반도체]
,‘17,‘18,‘19.8 월,9월,10월,11.7,11.8,11.11,11월 (~11)
"D 램(8 G) 현물가($, 기간평균)",7.51,8.14,3.53,3.26,3.0,2.86,2.85,2.85,2.87
"(%, YoY)",41.6,8.3,△54.1,△55.8,△57.5,△58.3,△58.4,△58.5,△57.5
"낸드(128 G) 현물가($, 기간평균)",6.52,6.35,5.42,5.69,5.78,5.82,5.85,5.87,5.82
"(%, YoY)",33.8,△2.6,△14.3,△2.5,△0.8,1.0,1.5,1.8,1.5
