일일경제지표('20.7.1)
"data_date,2020-07-01"

[표]
일일경제지표 (20. 7. 1. 수) 17:30 현재

[금리]
,‘18 말,‘19 말,‘20.6 말,6.29,6.30,7.1,전일비,19말비
콜금리 (1일),1.82,1.31,0.49,0.50,0.49,0.57,0.08,△0.74
CD (91 일),1.93,1.53,0.79,0.79,0.79,0.79,0,△0.74
국고채 (3년),1.82,1.36,0.84,0.84,0.84,0.85,0.01,△0.51
"회사채 (3년, AA-)",2.29,1.94,2.25,2.25,2.25,2.25,0.00,0.31
"외국인 채권 순매수 * (상장 , 억원)","△1,422",100,"2,455","3,237","2,455","2,400",△55,-

[주가]
,‘18 말,‘19 말,‘20.6 말,6.29,6.30,7.1,전일비,19말비
KOSPI,"2,041.04","2,197.67","2,108.33","2,093.48","2,108.33","2,106.70",△0.08%,△4.14%
"- 거래대금 (억원, 일평균)","41,207","54,296","90,258","98,211","90,258","116,990",29.62%,-
KOSDAQ,675.65,669.83,737.97,734.69,737.97,727.58,△1.41%,8.62%
"외국인순매수 (억원, 기간 중 * )","2,730","△2,816",△404,"△3,199",△404,"△1,859",360,-

[환율]
,‘18 말,‘19 말,‘20.6 말,6.29,6.30,7.1,전일비,19말비
￦/ U$,"1,115.70","1,156.40","1,203.00","1,198.60","1,203.00","1,203.40",0.03,4.06
"선물환( NDF,1 월물)","1,114.90","1,155.40","1,202.90","1,198.70","1,202.90","1,203.30",0.03,4.15
￦/ CNY,162.79,165.50,170.16,169.39,170.16,170.45,0.17,2.99
￦/ Y100,"1,008.86","1,059.75","1,116.58","1,119.56","1,116.58","1,117.67",0.10,5.47
Y/U$,110.59,109.12,107.74,107.06,107.74,107.67,△0.06,△1.33
U$/EUR,1.1455,1.1194,1.1215,1.1264,1.1215,1.1226,0.10,0.29
CNY/U$,6.8522,6.9848,7.0707,7.0743,7.0707,7.0673,△0.05,1.18

[국제금리·주가·가산금리]
,‘18 말,‘19 말,‘20.6 말,6.29,6.30,7.1,전일비,19말비
"LIBOR ($, 3 월, %)",2.81,1.94,0.31,0.31,0.31,0.30,△0.01,△1.65
DOW,"23,062","28,645","25,596","25,016","25,596","25,813",0.85%,△9.31%
NIKKEI,"20,015","23,657","22,389","21,995","22,389","22,122",△1.19%,△6.49%
SHANGHAI COMP,"2,494","3,040","2,979","2,962","2,979","3,026",1.59%,△0.35%
"외평채가산금리(23년물, bp)",63,37,59,56,59,57,△2.00,21.00
"CDS (5 년, bp)",40,22,30,30,30,29,△0.84,6.82
"CRS (1 년, %)",1.21,0.83,△0.12,△0.09,△0.12,△0.10,0.02,△0.93

[유가·곡물·원자재]
,‘18 말,‘19 말,‘20.6 말,6.26,6.29,6.30,전일비,19말비
Dubai ($/ 배럴),52.86,67.27,42.07,42.02,40.63,42.07,3.54%,△37.46%
WTI 선물 ($/배럴),45.33,61.06,39.27,38.49,39.70,39.27,△1.08%,△35.69%
밀 (센트/부셀),512,559,492,476,487,492,1.03%,△11.99%
옥수수 (센트/부셀),376,388,342,319,329,342,3.95%,△11.86%
동 ($/톤),"6,018","6,156","6,038","5,986","5,957","6,038",1.36%,△1.92%
알루미늄 ($/톤),"1,881","1,800","1,602","1,582","1,589","1,602",0.82%,△11.00%

[반도체]
,‘18,‘19,‘20.3 월,4월,5월,6.24,6.29,6.30,6월 (~30)
"D 램(8 G) 현물가($, 기간평균)",8.14,3.93,3.54,3.51,3.17,2.80,2.80,2.78,2.93
"(%, YoY)",8.3,△51.7,△29.8,△17.5,△15.1,△11.2,△11.0,△11.1,△13.0
"낸드(128 G) 현물가($, 기간평균)",6.35,5.34,6.00,5.76,5.65,5.45,5.43,5.43,5.41
"(%, YoY)",△2.6,△15.9,21.8,16.0,11.4,8.2,7.7,6.9,7.3
