일일경제지표('20.6.18)
"data_date,2020-06-18"

[표]
일일경제지표 (20. 6. 18. 목) 17:30 현재

[금리]
,‘18 말,‘19 말,‘20.5 말,6.16,6.17,6.18,전일비,19말비
콜금리 (1일),1.82,1.31,0.49,0.46,0.46,0.47,0.01,△0.84
CD (91 일),1.93,1.53,0.81,0.79,0.79,0.79,0,△0.74
국고채 (3년),1.82,1.36,0.83,0.86,0.87,0.84,△0.03,△0.52
"회사채 (3년, AA-)",2.29,1.94,2.16,2.23,2.24,2.23,△0.02,0.29
"외국인 채권 순매수 * (상장 , 억원)","△1,422",100,744,"3,477","5,846","1,614","△4,232",-

[주가]
,‘18 말,‘19 말,‘20.5 말,6.16,6.17,6.18,전일비,19말비
KOSPI,"2,041.04","2,197.67","2,029.60","2,138.05","2,141.05","2,133.48",△0.35%,△2.92%
"- 거래대금 (억원, 일평균)","41,207","54,296","144,792","182,424","138,370","154,584",11.72%,-
KOSDAQ,675.65,669.83,713.68,735.38,735.40,737.33,0.26%,10.08%
"외국인순매수 (억원, 기간 중 * )","2,730","△2,816",△313,"5,298","△1,649","△2,794",69,-

[환율]
,‘18 말,‘19 말,‘20.5 말,6.16,6.17,6.18,전일비,19말비
￦/ U$,"1,115.70","1,156.40","1,238.50","1,207.20","1,213.90","1,208.00",△0.49,4.46
"선물환( NDF,1 월물)","1,114.90","1,155.40","1,237.70","1,206.80","1,213.90","1,208.30",△0.46,4.58
￦/ CNY,162.79,165.50,173.13,170.43,171.35,170.81,△0.32,3.21
￦/ Y100,"1,008.86","1,059.75","1,155.32","1,122.56","1,131.31","1,129.92",△0.12,6.62
Y/U$,110.59,109.12,107.20,107.54,107.30,106.91,△0.36,△2.03
U$/EUR,1.1455,1.1194,1.1095,1.1335,1.1279,1.1249,△0.27,0.49
CNY/U$,6.8522,6.9848,7.1492,7.0743,7.0852,7.0755,△0.14,1.30

[국제금리·주가·가산금리]
,‘18 말,‘19 말,‘20.5 말,6.16,6.17,6.18,전일비,19말비
"LIBOR ($, 3 월, %)",2.81,1.94,0.36,0.32,0.30,0.31,0.01,△1.64
DOW,"23,062","28,645","25,401","25,763","26,290","26,120",△0.65%,△8.23%
NIKKEI,"20,015","23,657","21,878","22,582","22,456","22,355",△0.45%,△5.50%
SHANGHAI COMP,"2,494","3,040","2,852","2,932","2,936","2,939",0.12%,△3.21%
"외평채가산금리(23년물, bp)",63,37,66,59,59,57,△2.00,21.00
"CDS (5 년, bp)",40,22,30,30,30,30,0.13,7.54
"CRS (1 년, %)",1.21,0.83,0.02,△0.24,△0.17,△0.18,△0.01,△1.00

[유가·곡물·원자재]
,‘18 말,‘19 말,‘20.5 말,6.15,6.16,6.17,전일비,19말비
Dubai ($/ 배럴),52.86,67.27,34.86,38.35,40.29,41.46,2.90%,△38.37%
WTI 선물 ($/배럴),45.33,61.06,35.49,37.12,38.38,37.96,△1.09%,△37.83%
밀 (센트/부셀),512,559,521,505,496,489,△1.41%,△12.52%
옥수수 (센트/부셀),376,388,326,329,329,330,0.30%,△14.95%
동 ($/톤),"6,018","6,156","5,333","5,646","5,760","5,734",△0.45%,△6.86%
알루미늄 ($/톤),"1,881","1,800","1,515","1,560","1,546","1,578",0.25%,△12.33%

[반도체]
,‘18,‘19,‘20.3 월,4월,5월,6.15,6.16,6.17,6월 (~17)
"D 램(8 G) 현물가($, 기간평균)",8.14,3.93,3.54,3.51,3.17,2.91,2.90,2.88,2.99
"(%, YoY)",8.3,△51.7,△29.8,△17.5,△15.1,△14.1,△13.6,△13.6,△11.2
"낸드(128 G) 현물가($, 기간평균)",6.35,5.34,6.00,5.76,5.65,5.40,5.40,5.36,5.41
"(%, YoY)",△2.6,△15.9,21.8,16.0,11.4,7.5,7.1,6.4,7.3
