일일경제지표('19.11.21)
"data_date,2019-11-21"

[표]
일일경제지표 (19. 11. 21. 목) 17:30 현재

[금리]
,‘17 말,‘18 말,‘19.10 말,11.19,11.20,11.21,전일비,18말비
콜금리 (1일),1.55,1.82,1.26,1.30,1.29,1.30,0.01,△0.52
CD (91 일),1.66,1.93,1.44,1.53,1.53,1.53,0,△0.40
국고채 (3년),2.14,1.82,1.47,1.49,1.45,1.46,0.01,△0.36
"회사채 (3년, AA-)",2.68,2.29,1.97,2.00,1.97,1.98,0.01,△0.31
"외국인 채권 순매수 * (상장 , 억원)",△66,"△1,422",171,607,"2,658",302,"△2,356",-

[주가]
,‘17 말,‘18 말,‘19.10 말,11.19,11.20,11.21,전일비,18말비
KOSPI,"2,467.49","2,041.04","2,083.48","2,153.24","2,125.32","2,096.60",△1.35%,2.72%
"- 거래대금 (억원, 일평균)","42,744","41,207","50,515","44,509","56,055","55,833",△0.40%,-
KOSDAQ,798.42,675.65,658.52,662.53,649.87,635.99,△2.14%,△5.87%
"외국인순매수 (억원, 기간 중 * )","1,409","2,730",637,"△1,217","△3,552","△5,663",59,-

[환율]
,‘17 말,‘18 말,‘19.10 말,11.19,11.20,11.21,전일비,18말비
￦/ U$,"1,070.50","1,115.70","1,163.40","1,167.60","1,170.10","1,178.10",0.68,5.59
"선물환( NDF,1 월물)","1,070.00","1,114.90","1,163.30","1,167.20","1,169.30","1,177.40",0.69,5.61
￦/ CNY,163.90,162.79,165.43,166.22,166.41,167.38,0.58,2.82
￦/ Y100,949.28,"1,008.86","1,070.48","1,074.94","1,078.33","1,085.21",0.64,7.57
Y/U$,112.77,110.59,108.68,108.62,108.51,108.56,0.05,△1.84
U$/EUR,1.1927,1.1455,1.1158,1.1080,1.1072,1.1075,0.03,△3.32
CNY/U$,6.5426,6.8522,7.0410,7.0239,7.0273,7.0385,0.16,2.72

[국제금리·주가·가산금리]
,‘17 말,‘18 말,‘19.10 말,11.19,11.20,11.21,전일비,18말비
"LIBOR ($, 3 월, %)",1.69,2.81,1.93,1.90,1.90,1.89,△0.00,△0.91
DOW,"24,719","23,062","27,187","28,036","27,934","27,821",△0.40%,20.63%
NIKKEI,"22,765","20,015","22,927","23,293","23,149","23,039",△0.48%,15.11%
SHANGHAI COMP,"3,307","2,494","2,929","2,934","2,911","2,904",△0.25%,16.43%
"외평채가산금리(23년물, bp)",76,63,37,36,37,37,0.00,△27.00
"CDS (5 년, bp)",56,40,30,27,28,29,0.27,△11.76
"CRS (1 년, %)",1.38,1.21,0.78,0.77,0.73,0.70,0.04,△0.52

[유가·곡물·원자재]
,‘17 말,‘18 말,‘19.10 말,11.18,11.19,11.20,전일비,18말비
Dubai ($/ 배럴),64.33,52.86,61.10,62.84,61.86,60.45,△2.28%,14.36%
WTI 선물 ($/배럴),60.42,45.33,54.18,57.05,55.21,57.11,3.44%,25.99%
밀 (센트/부셀),427,512,509,507,515,519,0.78%,1.37%
옥수수 (센트/부셀),351,376,390,368,370,367,△0.81%,△2.39%
동 ($/톤),"7,157","6,018","5,825","5,828","5,822","5,873",0.88%,△2.41%
알루미늄 ($/톤),"2,242","1,881","1,743","1,744","1,735","1,748",0.75%,△7.07%

[반도체]
,‘17,‘18,‘19.8 월,9월,10월,11.18,11.19,11.20,11월 (~20)
"D 램(8 G) 현물가($, 기간평균)",7.51,8.14,3.53,3.26,3.0,2.80,2.79,2.79,2.84
"(%, YoY)",41.6,8.3,△54.1,△55.8,△57.5,△58.7,△58.8,△58.8,△58.2
"낸드(128 G) 현물가($, 기간평균)",6.52,6.35,5.42,5.69,5.78,5.92,5.93,5.93,5.86
"(%, YoY)",33.8,△2.6,△14.3,△2.5,△0.8,3.3,3.4,3.5,2.2
