일일경제지표('20.10.22)
"data_date,2020-10-22"

[표]
일일경제지표 (20. 10. 22. 목) 17:30 현재

[금리]
,‘18 말,‘19 말,‘20.9 말,10.20,10.21,10.22,전일비,19말비
콜금리 (1일),1.82,1.31,0.48,0.48,0.49,0.52,0.03,△0.79
CD (91 일),1.93,1.53,0.63,0.63,0.63,0.63,0,△0.90
국고채 (3년),1.82,1.36,0.85,0.91,0.93,0.93,△0.01,△0.44
"회사채 (3년, AA-)",2.29,1.94,2.19,2.24,2.26,2.25,△0.01,0.31
"외국인 채권 순매수 * (상장 , 억원)","△1,422",100,"3,237",△835,"△3,470","3,551","7,021",-

[주가]
,‘18 말,‘19 말,‘20.9 말,10.20,10.21,10.22,전일비,19말비
KOSPI,"2,041.04","2,197.67","2,327.89","2,358.41","2,370.86","2,355.05",△0.67%,7.16%
"- 거래대금 (억원, 일평균)","41,207","54,296","89,711","104,907","118,335","98,640",△16.64%,-
KOSDAQ,675.65,669.83,848.15,824.65,830.67,812.70,△2.16%,21.33%
"외국인순매수 (억원, 기간 중 * )","2,730","△2,816","△1,350","1,360",△662,"△1,123",70,-

[환율]
,‘18 말,‘19 말,‘20.9 말,10.20,10.21,10.22,전일비,19말비
￦/ U$,"1,115.70","1,156.40","1,169.50","1,139.40","1,131.90","1,132.90",0.09,△2.03
"선물환( NDF,1 월물)","1,114.90","1,155.40","1,170.00","1,139.50","1,131.80","1,134.10",0.20,△1.84
￦/ CNY,162.79,165.50,171.50,170.50,170.00,169.98,△0.01,2.71
￦/ Y100,"1,008.86","1,059.75","1,107.27","1,079.80","1,075.64","1,082.77",0.66,2.17
Y/U$,110.59,109.12,105.62,105.52,105.23,104.63,△0.57,△4.11
U$/EUR,1.1455,1.1194,1.1670,1.1773,1.1859,1.1853,△0.05,5.89
CNY/U$,6.8522,6.9848,6.8225,6.6810,6.6447,6.6611,0.25,△4.63

[국제금리·주가·가산금리]
,‘18 말,‘19 말,‘20.9 말,10.20,10.21,10.22,전일비,19말비
"LIBOR ($, 3 월, %)",2.81,1.94,0.22,0.22,0.21,0.22,0.01,△1.73
DOW,"23,062","28,645","27,584","28,195","28,309","28,211",△0.35%,△0.88%
NIKKEI,"20,015","23,657","23,539","23,567","23,639","23,474",△0.70%,△0.77%
SHANGHAI COMP,"2,494","3,040","3,237","3,328","3,325","3,313",△0.38%,9.08%
"외평채가산금리(23년물, bp)",63,37,38,33,32,31,△1.00,△5.00
"CDS (5 년, bp)",40,22,27,26,26,26,0.43,3.72
"CRS (1 년, %)",1.21,0.83,0.08,0.14,0.16,0,△0.16,△0.83

[유가·곡물·원자재]
,‘18 말,‘19 말,‘20.9 말,10.19,10.20,10.21,전일비,19말비
Dubai ($/ 배럴),52.86,67.27,40.36,41.77,41.58,41.71,0.31%,△38.00%
WTI 선물 ($/배럴),45.33,61.06,40.22,40.83,41.46,40.03,△3.45%,△34.44%
밀 (센트/부셀),512,559,578,627,632,630,△0.32%,12.70%
옥수수 (센트/부셀),376,388,379,405,409,414,1.22%,6.70%
동 ($/톤),"6,018","6,156","6,610","6,755","6,814","6,953",2.04%,12.95%
알루미늄 ($/톤),"1,881","1,800","1,737","1,848","1,826","1,843",0.93%,2.39%

[반도체]
,‘18,‘19,‘20.7 월,8월,9월,10.19,10.20,10.21,10월 (~21)
"D 램(8 G) 현물가($, 기간평균)",8.14,3.93,2.68,2.58,2.90,2.91,2.90,2.90,2.94
"(%, YoY)",8.3,△51.7,△21.0,△27.0,△11.2,△3.1,△3.0,△2.3,△2.4
"낸드(128 G) 현물가($, 기간평균)",6.35,5.34,5.45,5.57,5.64,5.64,5.64,5.64,5.65
"(%, YoY)",△2.6,△15.9,4.6,2.9,△0.9,△2.5,△2.5,△2.5,△2.4
