일일경제지표('19.8.19.)
"data_date,2019-08-19"

[표]
일일경제지표 (19. 8. 19. 월) 17:30 현재

[금리]
,‘17 말,‘18 말,‘19.7 말,8.14,8.16,8.19,전일비,18말비
콜금리 (1일),1.55,1.82,1.52,1.52,1.52,1.52,0,△0.30
CD (91 일),1.66,1.93,1.50,1.49,1.49,1.49,0,△0.44
국고채 (3년),2.14,1.82,1.29,1.15,1.10,1.09,△0.00,△0.72
"회사채 (3년, AA-)",2.68,2.29,1.80,1.68,1.63,1.63,0.00,△0.66
"외국인 채권 순매수 * (상장 , 억원)",△66,"△1,422","2,141",△527,"4,029","5,156","1,127",-

[주가]
,‘17 말,‘18 말,‘19.7 말,8.14,8.16,8.19,전일비,18말비
KOSPI,"2,467.49","2,041.04","2,024.55","1,938.37","1,927.17","1,939.90",0.66%,△4.96%
"- 거래대금 (억원, 일평균)","42,744","41,207","38,774","43,402","50,764","42,742",△15.80%,-
KOSDAQ,798.42,675.65,630.18,597.15,591.57,594.65,0.52%,△11.99%
"외국인순매수 (억원, 기간 중 * )","1,409","2,730",△212,"△1,158","△1,055","△1,569",49,-

[환율]
,‘17 말,‘18 말,‘19.7 말,8.14,8.16,8.19,전일비,18말비
￦/ U$,"1,070.50","1,115.70","1,183.10","1,212.70","1,210.80","1,211.00",0.02,8.54
"선물환( NDF,1 월물)","1,070.00","1,114.90","1,181.80","1,211.90","1,210.20","1,210.10",△0.01,8.54
￦/ CNY,163.90,162.79,171.80,172.88,171.95,171.86,△0.05,5.57
￦/ Y100,949.28,"1,008.86","1,090.21","1,139.76","1,140.76","1,138.26",△0.22,12.83
Y/U$,112.77,110.59,108.52,106.40,106.14,106.39,0.24,△3.80
U$/EUR,1.1927,1.1455,1.1157,1.1165,1.1102,1.1092,△0.09,△3.17
CNY/U$,6.5426,6.8522,6.8859,7.0188,7.0385,7.0463,0.11,2.83

[국제금리·주가·가산금리]
,‘17 말,‘18 말,‘19.7 말,8.14,8.16,8.19,전일비,18말비
"LIBOR ($, 3 월, %)",1.69,2.81,2.26,2.18,2.17,2.14,△0.43,0.52
DOW,"24,719","23,062","27,198","26,280","25,579","25,886",△0.93%,10.91%
NIKKEI,"22,765","20,015","21,522","20,655","20,419","20,563",0.71%,2.74%
SHANGHAI COMP,"3,307","2,494","2,933","2,809","2,824","2,883",2.10%,15.61%
"외평채가산금리(23년물, bp)",76,63,30,31,31,32,17.00,△32.00
"CDS (5 년, bp)",56,40,29,32,32,32,0.63,△8.80
"CRS (1 년, %)",1.38,1.21,0.70,0.45,0.39,0.41,0.02,△0.80

[유가·곡물·원자재]
,‘17 말,‘18 말,‘19.7 말,8.13,8.14,8.16,전일비,18말비
Dubai ($/ 배럴),64.33,52.86,64.57,57.76,58.33,58.20,△0.22%,10.10%
WTI 선물 ($/배럴),60.42,45.33,58.58,57.10,54.47,54.87,0.73%,21.05%
밀 (센트/부셀),427,512,487,472,475,478,0.63%,△6.64%
옥수수 (센트/부셀),351,376,410,377,371,381,2.70%,1.33%
동 ($/톤),"7,157","6,018","5,926","5,697","5,697","5,710",0.23%,△5.12%
알루미늄 ($/톤),"2,242","1,881","1,777","1,731","1,743","1,756",0.75%,△6.65%

[반도체]
,‘17,‘18,19. 5월,6월,7월,8.13,8.14,8.16,8월 (~16)
"D 램(8 G) 현물가($, 기간평균)",7.51,8.14,3.74,3.38,3.39,3.56,3.54,3.53,3.60
"(%, YoY)",41.6,8.3,△57.5,△60.4,△57.6,△54.6,△54.8,△54.4,△53.3
"낸드(128 G) 현물가($, 기간평균)",6.52,6.35,5.07,5.04,5.20,5.37,5.42,5.44,5.34
"(%, YoY)",33.8,△2.6,△24.6,△24.5,△21.3,△18.3,△17.5,△16.3,△15.5
