일일경제지표('19.5.23)
"data_date,2019-05-23"

[표]
일일경제지표 (19. 5. 23. 목) 17:30 현재

[금리]
,‘17 말,‘18 말,‘19.4 말,5.21,5.22,5.23,전일비,18말비
콜금리 (1일),1.55,1.82,1.73,1.76,1.73,1.73,0,△0.09
CD (91 일),1.66,1.93,1.84,1.84,1.84,1.84,0,△0.09
국고채 (3년),2.14,1.82,1.70,1.66,1.67,1.65,△0.02,△0.17
"회사채 (3년, AA-)",2.68,2.29,2.17,2.14,2.14,2.13,△0.01,△0.16
"외국인 채권 순매수 * (상장 , 억원)",△66,"△1,422","2,084","2,578","7,110","4,154","△2,956",-

[주가]
,‘17 말,‘18 말,‘19.4 말,5.21,5.22,5.23,전일비,18말비
KOSPI,"2,467.49","2,041.04","2,203.59","2,061.25","2,064.86","2,059.59",△0.26%,0.91%
"- 거래대금 (억원, 일평균)","42,744","41,207","49,859","48,896","52,723","46,379",△12.03%,-
KOSDAQ,798.42,675.65,754.74,703.98,706.93,696.89,△1.42%,3.14%
"외국인순매수 (억원, 기간 중 * )","1,409","2,730",340,156,△527,△24,△95,-

[환율]
,‘17 말,‘18 말,‘19.4 말,5.20,5.21,5.23,전일비,18말비
￦/ U$,"1,070.50","1,115.70","1,168.20","1,194.20","1,194.00","1,189.20",△0.30,6.59
"선물환( NDF,1 월물)","1,070.00","1,114.90","1,167.00","1,192.80","1,193.20","1,188.00",△0.37,6.56
￦/ CNY,163.90,162.79,173.32,172.73,172.82,171.95,△0.42,5.63
￦/ Y100,949.28,"1,008.86","1,048.84","1,084.65","1,083.88","1,078.15",△0.15,6.87
Y/U$,112.77,110.59,111.38,110.10,110.16,110.30,△0.15,△0.26
U$/EUR,1.1927,1.1455,1.1181,1.1152,1.1145,1.1147,△0.04,△2.69
CNY/U$,6.5426,6.8522,6.7401,6.9160,6.9082,6.9123,0.02,0.88

[국제금리·주가·가산금리]
,‘17 말,‘18 말,‘19.4 말,5.21,5.22,5.23,전일비,18말비
"LIBOR ($, 3 월, %)",1.69,2.81,2.58,2.52,2.52,2.52,△0.08,0.29
DOW,"24,719","23,062","26,554","25,680","25,877","25,777",0.22%,12.21%
NIKKEI,"22,765","20,015","22,259","21,272","21,283","21,151",△0.62%,5.68%
SHANGHAI COMP,"3,307","2,494","3,078","2,906","2,892","2,853",△1.36%,14.38%
"외평채가산금리(23년물, bp)",76,63,34,33,32,32,14.00,△31.00
"CDS (5 년, bp)",56,40,32,35,35,35,0.59,△4.83
"CRS (1 년, %)",1.38,1.21,1.10,1.04,1.02,1.02,0.01,△0.20

[유가·곡물·원자재]
,‘17 말,‘18 말,‘19.4 말,5.20,5.21,5.22,전일비,18말비
Dubai ($/ 배럴),64.33,52.86,71.63,0.00,71.64,71.23,△0.57%,34.75%
WTI 선물 ($/배럴),60.42,45.33,63.91,63.10,62.99,61.42,△2.49%,35.50%
밀 (센트/부셀),427,512,429,478,479,473,△1.25%,△7.62%
옥수수 (센트/부셀),351,376,363,389,394,395,0.25%,5.05%
동 ($/톤),"7,157","6,018","6,442","5,985","6,004","5,920",△1.40%,△1.63%
알루미늄 ($/톤),"2,242","1,881","1,809","1,786","1,766","1,747",△1.08%,△7.12%

[반도체]
,‘17,‘18,19. 2월,3월,4월,5.20,5.21,5.22,5월 (~22)
"D 램(8 G) 현물가($, 기간평균)",7.51,8.14,5.79,5.05,4.25,3.73,3.72,3.69,3.78.
"(%, YoY)",41.6,8.3,△37.5,△44.3,△52.6,△57.8,△57.3,△57.7,△57.0
"낸드(128 G) 현물가($, 기간평균)",6.52,6.35,4.98,4.92,4.96,5.10,5.02,4.98,5.08
"(%, YoY)",33.8,△2.6,△25.3,△27.9,△26.7,△24.2,△25.3,△25.8,△24.4
