일일경제지표('18.11.28.)
"data_date,2018-11-28"

[표]
일일경제지표 (18. 11. 28 수) 17:30 현재

[표]
KOSPI 지수(0.42%상승) 달러 환율(0.26%하락)

[금리]
,‘16 말,‘17 말,‘18.10 말,11.26,11.27,11.28,전일비,‘17 말비
콜금리 (1일),1.24,1.55,1.49,1.52,1.52,1.49,△0.03,△0.06
CD (91 일),1.52,1.66,1.70,1.70,1.70,1.70,0,0.04
국고채 (3년),1.64,2.14,1.94,1.91,1.91,1.92,0.01,△0.22
국고채 (5년),1.80,2.34,2.07,2.01,2.00,2.01,0.01,△0.34
"회사채 (3년, AA-)",2.13,2.68,2.39,2.39,2.38,2.39,0.01,△0.29
"외국인 채권 순매수 * (상장 , 억원)",297,△66,"△1,034","3,012","△4,447",534,"4,981",600

[주가]
,‘16 말,‘17 말,‘18.10 말,11.26,11.27,11.28,전일비,‘17 말비(%)
KOSPI,"2,026.46","2,467.49","2,029.69","2,083.79","2,099.42","2,108.22",0.42%,△14.56%
"- 거래대금 (억원, 일평균)",-,"42,744","63,476","44,823","45,546","46,083",1.18%,-
KOSDAQ,631.44,798.42,648.67,697.91,700.67,700.12,△0.08%,△12.31%
"외국인순매수 (억원, 기간 중 * )","1,380","1,409",222,890,"2,242",520,"△1,722",-

[환율]
,‘16 말,‘17 말,‘18.10 말,11.26,11.27,11.28,전일비,‘17 말비(%)
￦/ U$,"1,207.70","1,070.50","1,139.60","1,128.90","1,129.40","1,126.50",△0.26,5.23
"선물환( NDF,1 월물)","1,207.70","1,070.00","1,139.00","1,127.90","1,128.60","1,125.70",△0.26,5.21
￦/ CNY,173.68,163.90,163.56,162.64,162.46,162.01,△0.28,△1.15
￦/ EUR,"1,262.53","1,276.79","1,292.08","1,281.08","1,280.51","1,272.72",△0.61,△0.32
￦/ Y100,"1,035.41",949.28,"1,006.54",997.09,995.33,989.46,△0.59,4.23
Y/U$,116.64,112.77,113.22,113.22,113.47,113.85,0.33,0.96
U$/EUR,1.0454,1.1927,1.1338,1.1348,1.1338,1.1298,△0.35,△5.27
CNY/U$,6.9550,6.5426,6.9673,6.9433,6.9479,6.9519,0.06,6.26

[국제금리·주가·가산금리]
,‘16 말,‘17 말,‘18.10 말,11.26,11.27,11.28,전일비,‘17 말비
"LIBOR (Dollar, 3 월, %)",1.00,1.69,2.54,2.71,2.71,-,0,1.01
DOW,"19,763","24,719","25,116","24,640","24,749",-,0.44%,0.12%
NIKKEI,"19,114","22,765","21,920","21,812","21,952","22,177",1.02%,△2.58%
SHANGHAI COMP,"3,098","3,307","2,603","2,576","2,575","2,602",1.05%,△21.33%
"외평채가산금리(23년물, bp)",25,76,61,59,59,-,0.00,△17.00
"CDS (5 년, bp)",44,56,41,43,43,43,0.00,△12.70
"CRS (1 년, %)",1.00,1.38,1.35,1.24,1.26,1.24,0.01,△0.14

[유가·곡물·원자재]
,‘16 말,‘17 말,‘18.10 말,11.23,11.26,11.27,전일비,‘17 말비
Dubai ($/ 배럴),53.83,64.33,75.66,61.08,59.13,59.07,△0.10%,△8.18%
WTI 선물 ($/배럴),53.72,60.42,65.31,50.42,51.63,51.56,△0.14%,△14.66%
Brent 선물 ($/배럴),56.82,66.87,75.47,58.80,60.48,60.21,△0.45%,△9.96%
원당 (센트/파운드),19.51,15.16,13.19,12.47,12.48,12.34,△1.12%,△18.60%
밀 (센트/부셀),408,427,501,507,514,507,△1.36%,18.74%
콩 (센트/부셀),"1,004",962,852,881,862,876,1.62%,△8.94%
옥수수 (센트/부셀),352,351,363,359,356,369,3.65%,5.13%
동 ($/톤),"5,501","7,157","6,073","6,210","6,246","6,170",△1.22%,△13.79%
알루미늄 ($/톤),"1,714","2,242","1,946","1,923","1,920","1,925",0.26%,△14.14%
