일일경제지표('19.10.22)
"data_date,2019-10-22"

[표]
일일경제지표 (19. 10. 22. 화) 17:30 현재

[금리]
,‘17 말,‘18 말,‘19.9 말,10.18,10.21,10.22,전일비,18말비
콜금리 (1일),1.55,1.82,1.54,1.25,1.25,1.25,0,△0.57
CD (91 일),1.66,1.93,1.55,1.36,1.36,1.36,0,△0.57
국고채 (3년),2.14,1.82,1.30,1.38,1.41,1.38,△0.03,△0.44
"회사채 (3년, AA-)",2.68,2.29,1.80,1.88,1.91,1.89,△0.03,△0.40
"외국인 채권 순매수 * (상장 , 억원)",△66,"△1,422","2,797","2,335",105,△142,△247,-

[주가]
,‘17 말,‘18 말,‘19.9 말,10.18,10.21,10.22,전일비,18말비
KOSPI,"2,467.49","2,041.04","2,063.05","2,060.69","2,064.84","2,088.86",1.16%,2.34%
"- 거래대금 (억원, 일평균)","42,744","41,207","34,892","34,840","54,293","35,983",△33.72%,-
KOSDAQ,798.42,675.65,621.76,646.69,649.18,655.91,1.04%,△2.92%
"외국인순매수 (억원, 기간 중 * )","1,409","2,730",△534,"△1,299","△1,414","2,259",△260,-

[환율]
,‘17 말,‘18 말,‘19.9 말,10.18,10.21,10.22,전일비,18말비
￦/ U$,"1,070.50","1,115.70","1,196.20","1,181.50","1,172.00","1,169.70",△0.20,4.84
"선물환( NDF,1 월물)","1,070.00","1,114.90","1,195.50","1,180.50","1,171.30","1,169.20",△0.18,4.87
￦/ CNY,163.90,162.79,167.55,166.82,165.80,165.28,△0.31,1.53
￦/ Y100,949.28,"1,008.86","1,109.54","1,088.24","1,080.08","1,077.17",△0.27,6.77
Y/U$,112.77,110.59,107.81,108.57,108.51,108.59,0.07,△1.81
U$/EUR,1.1927,1.1455,1.0935,1.1117,1.1156,1.1154,△0.02,△2.63
CNY/U$,6.5426,6.8522,7.1255,7.0841,7.0734,7.0741,0.01,3.24

[국제금리·주가·가산금리]
,‘17 말,‘18 말,‘19.9 말,10.18,10.21,10.22,전일비,18말비
"LIBOR ($, 3 월, %)",1.69,2.81,2.10,2.00,1.95,1.95,0,△0.80
DOW,"24,719","23,062","26,820","27,026","26,770","26,828",0.21%,16.33%
NIKKEI,"22,765","20,015","21,756","22,493","22,549","22,549",0,12.66%
SHANGHAI COMP,"3,307","2,494","2,905","2,938","2,940","2,954",0.50%,18.46%
"외평채가산금리(23년물, bp)",76,63,38,37,37,36,1.00,△26.00
"CDS (5 년, bp)",56,40,34,32,32,31,0.80,△9.27
"CRS (1 년, %)",1.38,1.21,0.66,0.71,0.72,0.73,0.01,△0.49

[유가·곡물·원자재]
,‘17 말,‘18 말,‘19.9 말,10.17,10.18,10.21,전일비,18말비
Dubai ($/ 배럴),64.33,52.86,60.94,59.23,59.70,59.38,△0.54%,12.33%
WTI 선물 ($/배럴),60.42,45.33,54.07,53.93,53.78,53.31,△0.87%,17.60%
밀 (센트/부셀),427,512,496,526,532,524,△1.50%,2.34%
옥수수 (센트/부셀),351,376,388,395,391,387,△1.02%,2.93%
동 ($/톤),"7,157","6,018","5,728","5,727","5,751","5,820",1.20%,△3.29%
알루미늄 ($/톤),"2,242","1,881","1,704","1,726","1,729","1,736",0.40%,△7.71%

[반도체]
,‘17,‘18,‘19.7 월,8월,9월,10.17,10.18,10.21,10월 (~21)
"D 램(8 G) 현물가($, 기간평균)",7.51,8.14,3.39,3.53,3.26,3.00,3.00,3.00,3.06
"(%, YoY)",41.6,8.3,△57.6,△54.1,△55.8,△57.7,△57.8,△58.1,△56.8
"낸드(128 G) 현물가($, 기간평균)",6.52,6.35,5.20,5.42,5.69,5.79,5.79,5.79,5.77
"(%, YoY)",33.8,△2.6,△21.3,△14.3,△2.5,△1.3,△1.3,△1.3,△1.0
