일일경제지표('20.11.6)
"data_date,2020-11-06"

[표]
일일경제지표 (20. 11. 6. 금) 17:30 현재

[금리]
,‘18 말,‘19 말,‘20.10 말,11.4,11.5,11.6,전일비,19말비
콜금리 (1일),1.82,1.31,0.48,0.47,0.46,0.46,0,△0.85
CD (91 일),1.93,1.53,0.63,0.67,0.66,0.66,0,△0.87
국고채 (3년),1.82,1.36,0.94,0.96,0.93,0.94,0.02,△0.42
"회사채 (3년, AA-)",2.29,1.94,2.25,2.26,2.24,2.25,0.01,0.31
"외국인 채권 순매수 * (상장 , 억원)","△1,422",100,"2,012",765,△193,"3,234","3,427",-

[주가]
,‘18 말,‘19 말,‘20.10 말,11.4,11.5,11.6,전일비,19말비
KOSPI,"2,041.04","2,197.67","2,267.15","2,357.32","2,413.79","2,416.50",0.11%,9.96%
"- 거래대금 (억원, 일평균)","41,207","54,296","103,577","108,742","148,350","125,787",△15.21%,-
KOSDAQ,675.65,669.83,792.65,826.97,844.80,836.78,△0.95%,24.92%
"외국인순매수 (억원, 기간 중 * )","2,730","△2,816","△12,846","△2,099","13,824","4,548",△67,-

[환율]
,‘18 말,‘19 말,‘20.10 말,11.4,11.5,11.6,전일비,19말비
￦/ U$,"1,115.70","1,156.40","1,135.10","1,137.70","1,128.20","1,120.40",△0.69,△3.11
"선물환( NDF,1 월물)","1,114.90","1,155.40","1,134.80","1,137.90","1,128.60","1,121.00",△0.67,△2.98
￦/ CNY,162.79,165.50,169.07,169.47,169.90,169.17,△0.43,2.22
￦/ Y100,"1,008.86","1,059.75","1,088.82","1,084.56","1,081.27","1,081.78",0.05,2.08
Y/U$,110.59,109.12,104.25,104.90,104.34,103.57,△0.74,△5.09
U$/EUR,1.1455,1.1194,1.1683,1.1657,1.1740,1.1819,0.67,5.58
CNY/U$,6.8522,6.9848,6.6927,6.6934,6.6407,6.6213,△0.29,△5.20

[국제금리·주가·가산금리]
,‘18 말,‘19 말,‘20.10 말,11.4,11.5,11.6,전일비,19말비
"LIBOR ($, 3 월, %)",2.81,1.94,0.21,0.22,0.22,0.23,0.01,△1.71
DOW,"23,062","28,645","26,659","27,480","27,848","28,390",1.95%,△0.25%
NIKKEI,"20,015","23,657","22,977","23,695","24,105","24,325",0.91%,2.82%
SHANGHAI COMP,"2,494","3,040","3,225","3,277","3,320","3,312",△0.24%,9.07%
"외평채가산금리(23년물, bp)",63,37,31,28,29,29,0,△7.00
"CDS (5 년, bp)",40,22,25,25,25,24,△1.06,1.41
"CRS (1 년, %)",1.21,0.83,0.10,0.09,0.13,0.18,0.05,△0.65

[유가·곡물·원자재]
,‘18 말,‘19 말,‘20.10 말,11.3,11.4,11.5,전일비,19말비
Dubai ($/ 배럴),52.86,67.27,37.18,39.52,39.76,40.69,2.34%,△39.51%
WTI 선물 ($/배럴),45.33,61.06,35.79,37.66,39.15,38.79,△0.92%,△36.47%
밀 (센트/부셀),512,559,599,608,606,609,0.50%,8.94%
옥수수 (센트/부셀),376,388,399,401,405,409,0.99%,5.41%
동 ($/톤),"6,018","6,156","6,695","6,792","6,748","6,798",0.74%,10.43%
알루미늄 ($/톤),"1,881","1,800","1,821","1,891","1,877","1,886",0.48%,4.78%

[반도체]
,‘18,‘19,’20.8 월,9월,10월,11.3,11.4,11.5,11월 (~5)
"D 램(8 G) 현물가($, 기간평균)",8.14,3.93,2.58,2.90,2.92,2.85,2.85,2.85,2.85
"(%, YoY)",8.3,△51.7,△27.0,△11.2,△3.0,△1.1,△1.0,△0.7,1.5
"낸드(128 G) 현물가($, 기간평균)",6.35,5.34,5.57,5.64,5.65,5.65,5.65,5.65,5.65
"(%, YoY)",△2.6,△15.9,2.9,△0.9,△2.3,△2.6,△2.7,△2.9,△4.1
