일일경제지표('20.4.9)
"data_date,2020-04-09"

[표]
일일경제지표 (20. 4. 9. 목) 17:30 현재

[금리]
,‘18 말,‘19 말,‘20.3 말,4.7,4.8,4.9,전일비,19말비
콜금리 (1일),1.82,1.31,0.76,0.75,0.74,0.73,△0.01,△0.58
CD (91 일),1.93,1.53,1.10,1.10,1.10,1.10,0,△0.43
국고채 (3년),1.82,1.36,1.07,1.05,1.02,0.99,△0.04,△0.37
"회사채 (3년, AA-)",2.29,1.94,2.08,2.10,2.10,2.09,△0.00,0.16
"외국인 채권 순매수 * (상장 , 억원)","△1,422",100,720,△190,"1,129","6,395","5,266",-

[주가]
,‘18 말,‘19 말,‘20.3 말,4.7,4.8,4.9,전일비,19말비
KOSPI,"2,041.04","2,197.67","1,754.64","1,823.60","1,807.14","1,836.21",1.61%,△16.45%
"- 거래대금 (억원, 일평균)","41,207","54,296","90,810","109,574","116,289","111,265",△4.32%,-
KOSDAQ,675.65,669.83,569.07,606.90,607.37,615.95,1.41%,△8.04%
"외국인순매수 (억원, 기간 중 * )","2,730","△2,816","△1,724","△4,782","△2,384","△2,582",8,-

[환율]
,‘18 말,‘19 말,‘20.3 말,4.7,4.8,4.9,전일비,19말비
￦/ U$,"1,115.70","1,156.40","1,217.40","1,221.20","1,220.90","1,219.50",△0.11,5.46
"선물환( NDF,1 월물)","1,114.90","1,155.40","1,216.20","1,219.00","1,220.60","1,219.50",△0.09,5.55
￦/ CNY,162.79,165.50,171.87,172.88,172.89,172.83,△0.03,4.43
￦/ Y100,"1,008.86","1,059.75","1,123.48","1,121.81","1,121.53","1,119.42",△0.19,5.63
Y/U$,110.59,109.12,108.36,108.86,108.86,108.94,0.07,△0.16
U$/EUR,1.1455,1.1194,1.1003,1.0830,1.0839,1.0849,0.09,△3.08
CNY/U$,6.8522,6.9848,7.0927,7.0703,7.0651,7.0700,0.07,1.22

[국제금리·주가·가산금리]
,‘18 말,‘19 말,‘20.3 말,4.7,4.8,4.9,전일비,19말비
"LIBOR ($, 3 월, %)",2.81,1.94,1.45,1.39,1.35,1.32,△0.03,△0.62
DOW,"23,062","28,645","22,327","22,680","22,654","23,434",3.44%,△17.67%
NIKKEI,"20,015","23,657","18,917","18,950","19,353","19,346",△0.04%,△18.22%
SHANGHAI COMP,"2,494","3,040","2,750","2,821","2,815","2,826",0.37%,△6.94%
"외평채가산금리(23년물, bp)",63,37,59,65,67,67,0,31.00
"CDS (5 년, bp)",40,22,40,39,39,37,△1.99,14.42
"CRS (1 년, %)",1.21,0.83,△0.53,△0.07,△0.03,△0.07,△0.04,△0.89

[유가·곡물·원자재]
,‘18 말,‘19 말,‘20.3 말,4.6,4.7,4.8,전일비,19말비
Dubai ($/ 배럴),52.86,67.27,23.43,24.87,24.88,23.52,△5.47%,△65.04%
WTI 선물 ($/배럴),45.33,61.06,20.48,26.08,23.63,25.09,6.18%,△58.91%
밀 (센트/부셀),512,559,569,556,549,548,△0.18%,△1.97%
옥수수 (센트/부셀),376,388,341,328,332,330,△0.60%,△14.95%
동 ($/톤),"6,018","6,156","4,797","4,867","5,068","4,976",△1.82%,△19.17%
알루미늄 ($/톤),"1,881","1,800","1,489","1,425","1,456","1,422",△2.34%,△21.00%

[반도체]
,‘18,‘19,‘20.1 월,2월,3월,4.6,4.7,4.8,4월 (~8)
"D 램(8 G) 현물가($, 기간평균)",8.14,3.93,3.24,3.39,3.54,3.64,3.64,3.62,3.63
"(%, YoY)",8.3,△51.7,△45.6,△41.4,△29.8,△18.3,△17.2,△16.9,△14.7
"낸드(128 G) 현물가($, 기간평균)",6.35,5.34,6.08,6.11,6.00,5.80,5.79,5.78,5.80
"(%, YoY)",△2.6,△15.9,17.2,22.7,21.8,17.9,17.6,17.2,16.9
