일일경제지표('21.1.15)
"data_date,2021-01-15"

[표]
일일경제지표 (21. 1. 15. 금) 17:30 현재

[금리]
,‘18 말,‘19 말,‘20.12 말,1.13,1.14,1.15,전일비,20말비
콜금리 (1일),1.82,1.31,0.57,0.48,0.49,0.49,0,△0.08
CD (91 일),1.93,1.53,0.66,0.67,0.67,0.67,0,0.01
국고채 (3년),1.82,1.36,0.98,0.98,0.99,0.97,△0.02,△0.00
"회사채 (3년, AA-)",2.29,1.94,2.21,2.16,2.16,2.14,△0.01,△0.06
"외국인 채권 순매수 * (상장 , 억원)","△1,422",100,"5,408",485,"1,395","△2,727","△4,122",-

[주가]
,‘18 말,‘19 말,‘20.12 말,1.13,1.14,1.15,전일비,20말비
KOSPI,"2,041.04","2,197.67","2,873.47","3,148.29","3,149.93","3,085.90",△2.03%,7.39%
"- 거래대금 (억원, 일평균)","41,207","54,296","179,288","314,073","247,255","241,229",△2.44%,-
KOSDAQ,675.65,669.83,968.42,979.13,980.29,964.44,△1.62%,△0.41%
"외국인순매수 (억원, 기간 중 * )","2,730","△2,816","1,840","2,202","7,264","△9,010",△224,-

[환율]
,‘18 말,‘19 말,‘20.12 말,1.13,1.14,1.15,전일비,20말비
￦/ U$,"1,115.70","1,156.40","1,086.30","1,095.10","1,098.00","1,099.40",0.13,1.21
"선물환( NDF,1 월물)","1,114.90","1,155.40","1,086.30","1,095.30","1,098.30","1,099.30",0.09,1.20
￦/ CNY,162.79,165.50,166.04,169.49,169.77,169.86,0.05,2.30
￦/ Y100,"1,008.86","1,059.75","1,051.19","1,056.23","1,055.26","1,059.56",0.41,0.80
Y/U$,110.59,109.12,103.34,103.68,104.05,103.76,△0.28,0.41
U$/EUR,1.1455,1.1194,1.2279,1.2213,1.2150,1.2138,△0.10,△1.15
CNY/U$,6.8522,6.9848,6.5305,6.4550,6.4694,6.4675,△0.03,△0.96

[국제금리·주가·가산금리]
,‘18 말,‘19 말,‘20.12 말,1.13,1.14,1.15,전일비,20말비
"LIBOR ($, 3 월, %)",2.81,1.94,0.25,0.22,0.23,0.24,0.01,△0.01
DOW,"23,062","28,645","30,410","31,069","31,060","30,992",△0.22%,1.91%
NIKKEI,"20,015","23,657","27,444","28,457","28,698","28,519",△0.62%,3.92%
SHANGHAI COMP,"2,494","3,040","3,473","3,599","3,566","3,566",0.01%,2.69%
"외평채가산금리(23년물, bp)",63,37,15,36,36,36,0,21.00
"CDS (5 년, bp)",40,22,22,24,25,25,0.50,2.64
"CRS (1 년, %)",1.21,0.83,0.24,0.18,0.16,0.14,△0.02,△0.10

[유가·곡물·원자재]
,‘18 말,‘19 말,‘20.12 말,1.12,1.13,1.14,전일비,20말비
Dubai ($/ 배럴),52.86,67.27,51.14,55.71,56.44,55.70,△1.31%,8.92%
WTI 선물 ($/배럴),45.33,61.06,48.52,53.21,52.91,53.57,1.25%,10.41%
밀 (센트/부셀),512,559,641,665,661,670,1.36%,4.52%
옥수수 (센트/부셀),376,388,484,517,525,534,1.71%,10.33%
동 ($/톤),"6,018","6,156","7,742","7,983","7,961","8,003",0.53%,3.37%
알루미늄 ($/톤),"1,881","1,800","1,978","2,026","2,010","2,011",0.05%,1.67%

[반도체]
,‘19,‘20,‘20.10 월,11월,12월,1.12,1.13,1.14,1월 (~14)
"D 램(8 G) 현물가($, 기간평균)",3.93,3.07,2.92,2.82,3.17,3.43,3.43,3.43,3.45
"(%, YoY)",△51.7,△21.9,△3.0,0.3,8.7,7.6,7.0,6.5,6.5
"낸드(128 G) 현물가($, 기간평균)",5.34,5.71,5.65,5.64,5.61,5.64,5.64,5.64,5.61
"(%, YoY)",△15.9,7.0,△2.3,△4.4,△5.4,△7.2,△7.2,△7.5,△7.5
