일일경제지표('20.4.6)
"data_date,2020-04-06"

[표]
일일경제지표 (20. 4. 6. 월) 17:30 현재

[금리]
,‘18 말,‘19 말,‘20.3 말,4.2,4.3,4.6,전일비,19말비
콜금리 (1일),1.82,1.31,0.76,0.76,0.74,0.73,△0.01,△0.58
CD (91 일),1.93,1.53,1.10,1.10,1.10,1.10,0,△0.43
국고채 (3년),1.82,1.36,1.07,1.06,1.07,1.05,△0.01,△0.31
"회사채 (3년, AA-)",2.29,1.94,2.08,2.09,2.10,2.10,0,0.16
"외국인 채권 순매수 * (상장 , 억원)","△1,422",100,720,"6,542","1,383","10,110","8,727",-

[주가]
,‘18 말,‘19 말,‘20.3 말,4.2,4.3,4.6,전일비,19말비
KOSPI,"2,041.04","2,197.67","1,754.64","1,724.86","1,725.44","1,791.88",3.85%,△18.46%
"- 거래대금 (억원, 일평균)","41,207","54,296","90,810","121,105","101,522","101,537",0.01%,-
KOSDAQ,675.65,669.83,569.07,567.70,573.01,597.21,4.22%,△10.84%
"외국인순매수 (억원, 기간 중 * )","2,730","△2,816","△1,724","△6,510","△3,212",△884,△72,-

[환율]
,‘18 말,‘19 말,‘20.3 말,4.2,4.3,4.6,전일비,19말비
￦/ U$,"1,115.70","1,156.40","1,217.40","1,228.30","1,230.90","1,229.30",△0.13,6.30
"선물환( NDF,1 월물)","1,114.90","1,155.40","1,216.20","1,229.40","1,230.90","1,228.60",△0.19,6.34
￦/ CNY,162.79,165.50,171.87,173.19,173.66,173.36,△0.17,4.75
￦/ Y100,"1,008.86","1,059.75","1,123.48","1,145.16","1,140.25","1,127.38",△1.13,6.38
Y/U$,110.59,109.12,108.36,107.26,107.95,109.04,1.01,△0.07
U$/EUR,1.1455,1.1194,1.1003,1.0950,1.0828,1.0814,△0.13,△3.39
CNY/U$,6.8522,6.9848,7.0927,7.0998,7.0870,7.0908,0.05,1.52

[국제금리·주가·가산금리]
,‘18 말,‘19 말,‘20.3 말,4.2,4.3,4.6,전일비,19말비
"LIBOR ($, 3 월, %)",2.81,1.94,1.45,1.45,1.44,1.39,△0.05,△0.56
DOW,"23,062","28,645","22,327","20,944","21,413","21,053",△1.69%,△26.03%
NIKKEI,"20,015","23,657","18,917","17,819","17,820","18,576",4.24%,△21.48%
SHANGHAI COMP,"2,494","3,040","2,750","2,781","2,764","2,764",0,△8.98%
"외평채가산금리(23년물, bp)",63,37,59,67,60,64,4.00,28.00
"CDS (5 년, bp)",40,22,40,46,45,41,△3.44,18.90
"CRS (1 년, %)",1.21,0.83,△0.53,△0.70,△0.53,△0.34,0.19,△1.17

[유가·곡물·원자재]
,‘18 말,‘19 말,‘20.3 말,4.1,4.2,4.3,전일비,19말비
Dubai ($/ 배럴),52.86,67.27,23.43,21.23,21.55,24.51,13.74%,△63.56%
WTI 선물 ($/배럴),45.33,61.06,20.48,20.31,25.32,28.34,11.93%,△53.59%
밀 (센트/부셀),512,559,569,550,542,549,1.29%,△1.79%
옥수수 (센트/부셀),376,388,341,335,334,331,△0.90%,△14.69%
동 ($/톤),"6,018","6,156","4,797","4,772","4,822","4,864",0.87%,△20.99%
알루미늄 ($/톤),"1,881","1,800","1,489","1,464","1,449","1,452",0.21%,△19.33%

[반도체]
,‘18,‘19,‘20.1 월,2월,3월,4.1,4.2,4.3,4월 (~3)
"D 램(8 G) 현물가($, 기간평균)",8.14,3.93,3.24,3.39,3.54,3.60,3.63,3.64,3.62
"(%, YoY)",8.3,△51.7,△45.6,△41.4,△29.8,△20.2,△18.9,△18.3,△14.7
"낸드(128 G) 현물가($, 기간평균)",6.35,5.34,6.08,6.11,6.00,5.82,5.81,5.81,5.81
"(%, YoY)",△2.6,△15.9,17.2,22.7,21.8,18.2,18.1,18.0,17.1
