일일 경제지표('24.1.31)
"data_date,2024-01-31"

[표]
일일경제지표 (24. 1. 31 수) 17:30 현재

[금리]
,’21 말,’22 말,’23.12 말,1/29,1/30,1/31,전일비,23말비
콜금리 (1일.%),1.11,3.21,3.55,3.50,3.48,3.54,0.06,△0.01
"CD (91 일, %)",1.29,3.98,3.83,3.68,3.68,3.68,0,△0.15
"국고채 (3년, %)",1.80,3.72,3.15,3.30,3.27,3.26,△0.01,0.11
"회사채 (3년, AA-, %)",2.42,5.23,3.90,4.05,4.01,4.00,△0.01,0.10
"외국인 채권 순매수 * (상장 , 억원)","1,858","△2,319",△406,"3,000","1,419","3,363","1,944",-

[주가]
,‘21 말,’22 말,’23.12 말,1/29,1/30,1/31,전일비,23말비
KOSPI,"2,977.65","2,236.40","2,655.28","2,500.65","2,498.81","2,497.09",△0.07%,△5.96%
- 거래대금 (억원),"87,274","60,365","94,189","89,585","87,344","900,043","812,700",-
KOSDAQ,"1,033.98",679.29,866.57,819.14,818.86,799.24,△2.40%,△7.77%
"외국인순매수 (억원, 기간 중 * )","△2,389","△2,792","6,937","3,306",219,32,△187,-

[환율]
,‘21 말,’22. 말,’23.12 말,1/29,1/30,1/31,전일비,23말비
￦/ U$,"1,188.80","1,264.50","1,288.00","1,335.70","1,329.40","1,334.60",0.39,3.62
"선물환( NDF,1 월물)","1,190.00","1,265.30","1,286.80","1,333.60","1,327.30","1,332.60",0.40,3.56
￦/ CNY,186.51,181.44,181.37,186.02,185.23,185.88,0.35,2.49
￦/ Y100,"1,032.48",945.56,912.25,903.05,902.32,902.85,0.06,△1.03
Y/U$,115.14,133.73,141.19,147.91,147.33,147.82,0.33,4.70
U$/EUR,1.1318,1.0617,1.1105,1.0843,1.0820,1.0816,△0.04,△2.60
CNY/U$,6.3681,6.9630,7.1092,7.1820,7.1769,7.1817,0.07,1.02

[국제금리·주가·가산금리]
,’21 말,’22 말,’23.12 말,1/29,1/30,1/31,전일비,23말비
"LIBOR ($, 3 월, %)",0.22,4.75,5.61,5.58,5.57,5.57,△0.01,△0.04
DOW,"36,489","33,221","37,657","38,109","38,333","38,467",0.35%,2.15%
NIKKEI,"28,792","26,095","33,540","36,027","36,066","36,287",0.61%,8.19%
SHANGHAI COMP,"3,619","3,089","2,955","2,883","2,831","2,789",△1.48%,△5.62%
"외평채가산금리(30년만기, bp)",15,43,34,33,32,32,0,△2.00
"CDS (5 년, bp)",21,55,28,31,31,32,0.66,4.13
"CRS SOFR (1 년, %)",1.00,3.53,2.45,2.63,2.62,2.59,△0.03,0.14

[유가·곡물·원자재]
,’21 말,’22 말,’23.12 말,1/26,1/29,1/30,전일비,23말비
Dubai ($/ 배럴),77.12,78.77,77.08,81.67,83.31,81.90,△1.69%,6.25%
WTI 선물 ($/배럴),75.21,80.26,71.65,78.01,76.78,77.82,1.35%,8.61%
밀 (센트/부셀),771,792,628,600,594,606,2.02%,△3.50%
옥수수 (센트/부셀),593,679,471,446,440,448,1.82%,△4.88%
동 ($/톤),"9,692","8,387","8,476","8,447","8,421","8,462",0.49%,△0.17%
알루미늄 ($/톤),"2,806","2,361","2,336","2,212","2,214","2,227",0.59%,△4.67%

[반도체]
,’21,‘22,‘23.10 월,‘23.11 월,‘23.12 월,1/26,1/29,1/30,1월 (~30)
"D 램(8 G) 현물가($, 기간평균)",3.99,3.07,1.55,1.66,1.74,1.91,1.92,1.92,1.86
"(%, YoY)",29.9,△23.0,△35.6,△23.1,△14.8,4.4,4.8,5.2,△3.8
"낸드(128 G) 현물가($, 기간평균)",6.55,7.25,6.40,6.42,6.38,6.41,6.41,6.42,6.38
"(%, YoY)",14.7,10.7,△2.6,△1.7,△2.3,△1.0,△1.0,△0.7,△1.9
