일일경제지표('19.9.20)
"data_date,2019-09-20"

[표]
일일경제지표 (19. 9. 20. 금) 17:30 현재

[금리]
,‘17 말,‘18 말,‘19.8 말,9.18,9.19,9.20,전일비,18말비
콜금리 (1일),1.55,1.82,1.51,1.52,1.50,1.50,0,△0.32
CD (91 일),1.66,1.93,1.49,1.54,1.55,1.55,0,△0.38
국고채 (3년),2.14,1.82,1.17,1.31,1.33,1.33,0.00,△0.49
"회사채 (3년, AA-)",2.68,2.29,1.69,1.82,1.84,1.84,0.00,△0.45
"외국인 채권 순매수 * (상장 , 억원)",△66,"△1,422","2,328","△1,822","1,060",708,△352,-

[주가]
,‘17 말,‘18 말,‘19.8 말,9.18,9.19,9.20,전일비,18말비
KOSPI,"2,467.49","2,041.04","1,967.79","2,070.73","2,080.35","2,091.52",0.54%,2.47%
"- 거래대금 (억원, 일평균)","42,744","41,207","37,095","45,722","48,494","47,968",△1.08%,-
KOSDAQ,798.42,675.65,610.55,645.12,645.71,649.07,0.52%,△3.93%
"외국인순매수 (억원, 기간 중 * )","1,409","2,730","2,528",239,"2,263",774,△66,-

[환율]
,‘17 말,‘18 말,‘19.8 말,9.18,9.19,9.20,전일비,18말비
￦/ U$,"1,070.50","1,115.70","1,211.20","1,191.30","1,193.60","1,188.00",△0.47,6.48
"선물환( NDF,1 월물)","1,070.00","1,114.90","1,210.50","1,190.30","1,192.70","1,187.20",△0.46,6.48
￦/ CNY,163.90,162.79,169.65,168.03,168.25,167.64,△0.36,2.98
￦/ Y100,949.28,"1,008.86","1,138.99","1,100.91","1,105.49","1,101.43",△0.37,9.18
Y/U$,112.77,110.59,106.34,108.21,107.97,107.86,△0.10,△2.47
U$/EUR,1.1927,1.1455,1.1035,1.1061,1.1042,1.1057,0.14,△3.47
CNY/U$,6.5426,6.8522,7.1539,7.0870,7.1011,7.0846,△0.23,3.39

[국제금리·주가·가산금리]
,‘17 말,‘18 말,‘19.8 말,9.18,9.19,9.20,전일비,18말비
"LIBOR ($, 3 월, %)",1.69,2.81,2.12,2.15,2.16,2.16,△0.43,0.52
DOW,"24,719","23,062","26,362","27,111","27,147","27,095",5.14%,17.55%
NIKKEI,"22,765","20,015","20,704","21,961","22,044","22,079",0.16%,10.31%
SHANGHAI COMP,"3,307","2,494","2,886","2,986","2,999","3,006",0.24%,20.55%
"외평채가산금리(23년물, bp)",76,63,34,37,36,36,17.00,△26.00
"CDS (5 년, bp)",56,40,33,29,29,29,0.02,△10.98
"CRS (1 년, %)",1.38,1.21,0.54,0.66,0.65,0.64,0.01,△0.57

[유가·곡물·원자재]
,‘17 말,‘18 말,‘19.8 말,9.17,9.18,9.19,전일비,18말비
Dubai ($/ 배럴),64.33,52.86,59.62,67.53,63.30,63.23,△0.11%,19.62%
WTI 선물 ($/배럴),60.42,45.33,55.10,59.34,58.11,58.13,0.03%,28.24%
밀 (센트/부셀),427,512,463,484,490,488,△0.41%,△4.69%
옥수수 (센트/부셀),351,376,370,368,371,373,0.54%,△0.80%
동 ($/톤),"7,157","6,018","5,678","5,762","5,745","5,759",0.24%,△4.30%
알루미늄 ($/톤),"2,242","1,881","1,713","1,747","1,751","1,763",0.69%,△6.27%

[반도체]
,‘17,‘18,‘19.6 월,7월,8월,9.17,9.18,9.19,9월 (~19)
"D 램(8 G) 현물가($, 기간평균)",7.51,8.14,3.38,3.39,3.53,3.24,3.24,3.24,3.29
"(%, YoY)",41.6,8.3,△60.4,△57.6,△54.1,△56.0,△56.0,△56.1,△55.4
"낸드(128 G) 현물가($, 기간평균)",6.52,6.35,5.04,5.20,5.42,5.77,5.75,5.72,5.68
"(%, YoY)",33.8,△2.6,△24.5,△21.3,△14.3,△2.3,△2.5,△3.0,△2.7
