일일 경제지표('23.4.14)
"data_date,2023-04-14"

[표]
일일경제지표 (23. 4. 14. 금) 17:30 현재

[금리]
,’21 말,’22 말,’23.3 말,4/12,4/13,4/14,전일비,22말비
콜금리 (1일),1.11,3.21,3.49,3.45,3.43,3.43,0,0.22
CD (91 일),1.29,3.98,3.59,3.43,3.43,3.43,0,0.22
국고채 (3년),1.80,3.72,3.27,3.23,3.20,3.22,0.02,0.00
"회사채 (3년, AA-)",2.42,5.23,4.07,4.04,4.01,4.02,0.01,0.81
"외국인 채권 순매수 * (상장 , 억원)","1,858","△2,319","3,474","7,015",607,"3,712","3,005",-

[주가]
,‘21 말,’22 말,’23.3 말,4/12,4/13,4/14,전일비,22말비
KOSPI,"2,977.65","2,236.40","2,746.86","2,550.64","2,561.66","2,571.49",0.38%,14.98%
"- 거래대금 (억원, 일평균)","132,923","80,323","153,285","185,570","184,424","157,963",△14.35%,-
KOSDAQ,"1,033.98",679.29,847.52,890.62,894.25,903.84,1.07%,33.06%
"외국인순매수 (억원, 기간 중 * )","△2,389","△2,792","5,444","2,790","△2,584","1,746",△168,-

[환율]
,‘21 말,’22. 말,’23.3 말,4/12,4/13,4/14,전일비,22말비
￦/ U$,"1,188.80","1,264.50","1,301.90","1,325.70","1,310.40","1,298.90",△0.88,2.72
"선물환( NDF,1 월물)","1,190.00","1,265.30","1,298.80","1,323.30","1,308.40","1,296.80",△0.89,2.49
￦/ CNY,186.51,181.44,189.13,192.94,192.11,191.50,△0.32,5.54
￦/ Y100,"1,032.48",945.56,979.61,991.40,983.41,980.45,△0.30,3.69
Y/U$,115.14,133.73,132.90,133.72,133.25,132.48,△0.58,△0.93
U$/EUR,1.1318,1.0617,1.0890,1.0916,1.0986,1.1066,0.73,4.23
CNY/U$,6.3681,6.9630,6.8670,6.8872,6.8741,6.8387,△0.51,△1.79

[국제금리·주가·가산금리]
,’21 말,’22 말,’23.3 말,4/12,4/13,4/14,전일비,22말비
"LIBOR ($, 3 월, %)",0.22,4.75,5.18,5.24,5.25,5.26,0.01,0.51
DOW,"36,489","33,221","32,859","33,685","33,647","34,030",1.14%,2.43
NIKKEI,"28,792","26,095","28,041","28,083","28,157","28,493",1.20%,9.19
SHANGHAI COMP,"3,619","3,089","3,273","3,327","3,318","3,318",△0.01%,7.41
"외평채가산금리(30년만기, bp)",15,43,39,39,39,39,0,△4.00
"CDS (5 년, bp)",21,55,45,46,45,45,0.16,△9.66
"CRS (1 년, %)",1.00,3.53,3.11,2.96,2.92,2.87,△0.05,△0.67

[유가·곡물·원자재]
,’21 말,’22 말,’23.3 말,4/11,4/12,4/13,전일비,22말비
Dubai ($/ 배럴),77.12,78.77,78.08,84.53,85.58,87.36,2.08%,10.91%
WTI 선물 ($/배럴),75.21,80.26,75.67,81.53,83.26,82.16,△1.32%,2.37%
밀 (센트/부셀),771,792,692,674,680,667,△1.91%,△15.78%
옥수수 (센트/부셀),593,679,661,651,656,652,△0.61%,△3.98%
동 ($/톤),"9,692","8,387","8,935","8,838","8,803","9,002",2.26%,7.33%
알루미늄 ($/톤),"2,806","2,361","2,337","2,268","2,259","2,330",3.14%,△1.31%

[반도체]
,’21,‘22,‘23.1 월,‘23.2 월,‘23.3 월,4/11,4/12,4/13,4월 (~13)
"D 램(8 G) 현물가($, 기간평균)",3.99,3.07,1.93,1.83,1.71,1.64,1.63,1.63,1.64
"(%, YoY)",29.9,△23.0,△48.2,△52.9,△55.5,△54.3,△54.0,△54.0,△54.5
"낸드(128 G) 현물가($, 기간평균)",6.55,7.25,6.51,6.46,6.42,6.39,6.39,6.39,6.39
"(%, YoY)",14.7,10.7,△13.7,△15.5,△18.7,△21.4,△21.4,△21.4,△20.9
