일일경제지표('19.8.12)
"data_date,2019-08-12"

[표]
일일경제지표 (19. 8. 12. 월) 17:30 현재

[금리]
,‘17 말,‘18 말,‘19.7 말,8.8,8.9,8.12,전일비,18말비
콜금리 (1일),1.55,1.82,1.52,1.49,1.49,1.50,0.01,△0.32
CD (91 일),1.66,1.93,1.50,1.49,1.49,1.49,0,△0.44
국고채 (3년),2.14,1.82,1.29,1.17,1.19,1.18,△0.00,△0.64
"회사채 (3년, AA-)",2.68,2.29,1.80,1.69,1.71,1.71,△0.00,△0.58
"외국인 채권 순매수 * (상장 , 억원)",△66,"△1,422","2,141","3,748","2,868","3,715",847,-

[주가]
,‘17 말,‘18 말,‘19.7 말,8.8,8.9,8.12,전일비,18말비
KOSPI,"2,467.49","2,041.04","2,024.55","1,920.61","1,937.75","1,942.29",0.23%,△4.84%
"- 거래대금 (억원, 일평균)","42,744","41,207","38,774","48,436","67,695","50,512",△25.38%,-
KOSDAQ,798.42,675.65,630.18,585.44,590.04,594.17,0.70%,△12.06%
"외국인순매수 (억원, 기간 중 * )","1,409","2,730",△212,"△1,919","△1,006",△743,△26,-

[환율]
,‘17 말,‘18 말,‘19.7 말,8.8,8.9,8.12,전일비,18말비
￦/ U$,"1,070.50","1,115.70","1,183.10","1,209.20","1,210.50","1,216.20",0.47,9.01
"선물환( NDF,1 월물)","1,070.00","1,114.90","1,181.80","1,211.30","1,209.10","1,209.60",0.04,8.49
￦/ CNY,163.90,162.79,171.80,171.62,171.60,172.08,0.28,5.71
￦/ Y100,949.28,"1,008.86","1,090.21","1,139.25","1,142.95","1,154.11",0.98,14.40
Y/U$,112.77,110.59,108.52,106.14,105.91,105.38,△0.50,△4.71
U$/EUR,1.1927,1.1455,1.1157,1.1204,1.1187,1.1206,0.17,△2.17
CNY/U$,6.5426,6.8522,6.8859,7.0431,7.0491,7.0627,0.19,3.07

[국제금리·주가·가산금리]
,‘17 말,‘18 말,‘19.7 말,8.8,8.9,8.12,전일비,18말비
"LIBOR ($, 3 월, %)",1.69,2.81,2.26,2.19,2.18,2.18,△0.41,0.52
DOW,"24,719","23,062","27,198","26,007","26,378","26,287",2.16%,14.38%
NIKKEI,"22,765","20,015","21,522","20,593","20,685","20,685",0,3.35%
SHANGHAI COMP,"3,307","2,494","2,933","2,795","2,775","2,815",1.45%,12.88%
"외평채가산금리(23년물, bp)",76,63,30,34,34,32,17.00,△29.00
"CDS (5 년, bp)",56,40,29,33,32,32,0.25,△7.83
"CRS (1 년, %)",1.38,1.21,0.70,0.48,0.47,0.46,0.02,△0.76

[유가·곡물·원자재]
,‘17 말,‘18 말,‘19.7 말,8.7,8.8,8.9,전일비,18말비
Dubai ($/ 배럴),64.33,52.86,64.57,57.89,56.83,56.83,0,7.51%
WTI 선물 ($/배럴),60.42,45.33,58.58,51.09,52.54,54.50,3.73%,20.23%
밀 (센트/부셀),427,512,487,488,499,500,0.20%,△2.34%
옥수수 (센트/부셀),351,376,410,414,418,418,0,11.17%
동 ($/톤),"7,157","6,018","5,926","5,674","5,723","5,744",0.37%,△4.55%
알루미늄 ($/톤),"2,242","1,881","1,777","1,728","1,738","1,746",0.46%,△7.18%

[반도체]
,‘17,‘18,19. 5월,6월,7월,8.7,8.8,8.9,8월 (~9)
"D 램(8 G) 현물가($, 기간평균)",7.51,8.14,3.74,3.38,3.39,3.64,3.62,3.58,3.62
"(%, YoY)",41.6,8.3,△57.5,△60.4,△57.6,△54.0,△53.9,△54.3,△53.0
"낸드(128 G) 현물가($, 기간평균)",6.52,6.35,5.07,5.04,5.20,5.30,5.30,5.35,5.31
"(%, YoY)",33.8,△2.6,△24.6,△24.5,△21.3,△19.3,△19.3,△18.5,△16.0
