일일 경제지표('26.2.20)
"data_date,2026-02-20"

[표]
일일경제지표 (26. 2. 20) 17:30 현재

[금리]
,’ 24말,’ 25말,‘26.1 말,2/13,2/19,2/20,전일비,25말비
"콜금리 (1일, %)",3.10,2.54,2.52,2.54,2.55,2.55,0%p,0.01 %p
"CD (91 일, %)",3.44,2.81,2.73,2.78,2.78,2.78,0%p,△0.03 %p
"국고채 (3년, %)",2.60,2.95,3.14,3.15,3.14,3.15,0.02 %p,0.20 %p
"회사채 (3년, AA-, %)",3.29,3.48,3.66,3.71,3.71,3.72,0.01 %p,0.24 %p
"외국인 채권 순매수 * (상장, 억원)","3,200",△924,"4,619","4,704","7,404","5,029","2,375",-

[주가]
,’ 24말,’ 25말,‘26.1 말,2/13,2/19,2/20,전일비,25말비
KOSPI,"2,399.49","4,214.17","5,224.36","5,507.01","5,677.25","5,808.53",2.31%,37.83%
- 거래대금 (억원),"52,272","132,135","347,017","302,734","285,926","327,355","41,429",-
KOSDAQ,678.19,925.47,"1,149.44","1,106.08","1,160.71","1,154.00",△0.58%,24.69%
"외국인순매수 (억원, 기간 중 * )",116,"△8,035","△21,974","△12,305",△686,"△10,172","△9,486",-

[환율]
,’ 24말,’ 25말,‘26.1 말,2/13,2/19,2/20,전일비,25말비
￦/ U$,"1,472.50","1,439.00","1,439.50","1,444.90","1,445.50","1,446.60",0.08%,0.53%
"선물환( NDF,1 월물)","1,473.80","1,440.30","1,438.60","1,443.80","1,455.60","1,444.90",△0.74%,0.32%
￦/ CNY,202.38,206.67,207.33,209.42,209.58,209.48,△0.05 %,1.36%
￦/ Y100,932.67,922.20,935.47,943.08,932.10,932.03,△0.01%,1.07%
Y/U$,157.88,156.04,153.88,153.21,155.08,155.21,0.08%,△0.53%
U$/EUR,1.0429,1.1776,1.1917,1.1857,1.1798,1.1753,△0.38%,△0.20%
CNY/U$,7.2992,6.9904,6.9485,6.9080,휴장,휴장,휴장,휴장

[국제금리·주가·가산금리]
,’ 24말,’ 25말,‘26.1 말,2/13,2/19,2/20,전일비,25말비
"SOFR ($, 3 월, %)",4.33,3.66,3.66,3.63,3.66,3.66,0%p,△0.01 %p
DOW,"42,992","48,367","49,072","49,452","49,663","49,395",△0.54 %,2.13%
NIKKEI,"39,895",휴장,"53,323","56,942","57,468","56,826",△1.12 %,12.88%
SHANGHAI COMP,"3,407",휴장,"4,118","4,082",휴장,휴장,휴장,휴장
"외평채가산금리(30년만기, bp)",28,12,8,12,12,12,0,0
"CDS (5 년, bp)",36.7,22.4,21.8,23.0,22.8,22.9,0.14,0.62
"CRS SOFR (1 년, %)",2.32,2.14,2.36,2.39,2.41,2.39,△0.02 %p,0.25 %p

[유가·곡물·원자재]
,’ 24말,’ 25말,‘26.1 말,2/12,2/18,2/19,전일비,25말비
Dubai ($/ 배럴),75.94,61.59,66.57,68.68,휴장,70.14,전일 휴장,13.88%
WTI 선물 ($/배럴),71.72,57.42,65.21,62.84,65.19,66.43,1.90%,15.69%
밀 (센트/부셀),552,507.00,538.00,552.50,552.50,566.75,2.58%,11.79%
옥수수 (센트/부셀),459,440.25,428.25,431.25,427.00,425.75,△0.29%,△3.29%
동 ($/톤),"8,706","12,504.00","13,369.50","13,172.00","12,603.00","12,626.00",0.18%,0.98%
알루미늄 ($/톤),"2,517","2,968.00","3,110.00","3,117.00","3,035.00","3,026.00",△0.30%,1.95%

[반도체]
,’ 24.말,’ 25말,‘25.11 말,‘25.12 말,‘26.1 말,2/11,2/12,2/13,2월( ∼13)
"D 램(8 G) 현물가($, 기간평균)",1.75,18.63,12.25,18.63,26.38,26.63,26.63,26.63,26.48
"(YoY, %)",0.5,970.7,567.9,970.7,"1,413.2","1,432.8","1,432.8","1,433.7","1,430.4"
"낸드(128 G) 현물가($, 기간평균)",6.63,10.70,10.40,10.70,11.65,12.75,12.75,12.75,12.50
"(YoY, %)",3.9,61.5,56.4,61.5,75.2,92.5,92.5,92.5,88.8
