일일경제지표('20.3.23)
"data_date,2020-03-23"

[표]
일일경제지표 (20. 3. 23. 월) 17:30 현재

[금리]
,‘18 말,‘19 말,‘20.2 말,3.19,3.20,3.23,전일비,19말비
콜금리 (1일),1.82,1.31,1.23,0.73,0.72,0.73,0.01,△0.58
CD (91 일),1.93,1.53,1.41,1.02,1.02,1.02,0,△0.51
국고채 (3년),1.82,1.36,1.10,1.19,1.11,1.15,0.05,△0.21
"회사채 (3년, AA-)",2.29,1.94,1.71,1.95,1.95,2.01,0.06,0.07
"외국인 채권 순매수 * (상장 , 억원)","△1,422",100,△492,"8,265",△191,597,788,-

[주가]
,‘18 말,‘19 말,‘20.2 말,3.19,3.20,3.23,전일비,19말비
KOSPI,"2,041.04","2,197.67","1,987.01","1,457.64","1,566.15","1,482.46",△5.34%,△32.54%
"- 거래대금 (억원, 일평균)","41,207","54,296","72,411","95,763","119,324","106,329",△10.89%,-
KOSDAQ,675.65,669.83,610.73,428.35,467.75,443.76,△5.13%,△33.75%
"외국인순매수 (억원, 기간 중 * )","2,730","△2,816","△5,673","△4,480","△5,239","△7,702",47,-

[환율]
,‘18 말,‘19 말,‘20.2 말,3.19,3.20,3.23,전일비,19말비
￦/ U$,"1,115.70","1,156.40","1,213.70","1,285.70","1,246.50","1,266.50",1.60,9.52
"선물환( NDF,1 월물)","1,114.90","1,155.40","1,214.40","1,283.80","1,243.80","1,263.40",1.58,9.35
￦/ CNY,162.79,165.50,173.39,181.15,176.31,178.07,1.00,7.60
￦/ Y100,"1,008.86","1,059.75","1,114.82","1,184.87","1,134.83","1,154.20",1.71,8.91
Y/U$,110.59,109.12,108.87,108.51,109.84,109.73,△0.10,0.56
U$/EUR,1.1455,1.1194,1.1001,1.0932,1.0762,1.0752,△0.09,△3.95
CNY/U$,6.8522,6.9848,7.0072,7.0712,7.0667,7.0993,0.46,1.64

[국제금리·주가·가산금리]
,‘18 말,‘19 말,‘20.2 말,3.19,3.20,3.23,전일비,19말비
"LIBOR ($, 3 월, %)",2.81,1.94,1.61,1.05,1.12,1.20,0.09,△0.74
DOW,"23,062","28,645","25,767","19,899","20,087","19,174",△4.55%,△32.63%
NIKKEI,"20,015","23,657","21,143","16,553","16,553","16,868",1.90%,△28.70%
SHANGHAI COMP,"2,494","3,040","2,880","2,702","2,746","2,660",△3.11%,△12.40%
"외평채가산금리(23년물, bp)",63,37,42,45,46,49,3.00,13.00
"CDS (5 년, bp)",40,22,35,54,55,66,11.07,43.79
"CRS (1 년, %)",1.21,0.83,0.46,△1.45,△0.51,△0.99,△0.48,△1.82

[유가·곡물·원자재]
,‘18 말,‘19 말,‘20.2 말,3.18,3.19,3.20,전일비,19말비
Dubai ($/ 배럴),52.86,67.27,49.05,28.26,25.82,28.67,11.04%,△57.38%
WTI 선물 ($/배럴),45.33,61.06,44.76,20.37,25.22,22.43,△11.06%,△63.27%
밀 (센트/부셀),512,559,525,508,535,539,0.75%,△3.58%
옥수수 (센트/부셀),376,388,368,335,346,344,△0.58%,△11.34%
동 ($/톤),"6,018","6,156","5,573","4,861","4,685","4,855",3.63%,△21.13%
알루미늄 ($/톤),"1,881","1,800","1,663","1,603","1,581","1,581",0,△12.17%

[반도체]
,‘18,‘19,‘19.12 월,‘20.1 월,2월,3.18,3.19,3.20,3월 (~20)
"D 램(8 G) 현물가($, 기간평균)",8.14,3.93,2.91,3.24,3.39,3.54,3.53,3.52,3.56
"(%, YoY)",8.3,△51.7,△55.0,△45.6,△41.4,△29.8,△28.0,△27.5,△29.5
"낸드(128 G) 현물가($, 기간평균)",6.35,5.34,5.94,6.08,6.11,6.00,5.98,5.95,6.05
"(%, YoY)",△2.6,△15.9,7.3,17.2,22.7,21.7,21.2,20.7,22.9
