일일경제지표('19.12.13)
"data_date,2019-12-13"

[표]
일일경제지표 (19. 12. 13. 금) 17:30 현재

[금리]
,‘17 말,‘18 말,‘19.11 말,12.11,12.12,12.13,전일비,18말비
콜금리 (1일),1.55,1.82,1.25,1.28,1.26,1.30,0.04,△0.52
CD (91 일),1.66,1.93,1.53,1.53,1.53,1.53,0,△0.40
국고채 (3년),2.14,1.82,1.39,1.38,1.38,1.40,0.02,△0.42
"회사채 (3년, AA-)",2.68,2.29,1.92,1.94,1.94,1.96,0.02,△0.33
"외국인 채권 순매수 * (상장 , 억원)",△66,"△1,422","1,434","△3,326","3,081",△914,"△3,995",-

[주가]
,‘17 말,‘18 말,‘19.11 말,12.11,12.12,12.13,전일비,18말비
KOSPI,"2,467.49","2,041.04","2,087.96","2,105.62","2,137.35","2,170.25",1.54%,6.33%
"- 거래대금 (억원, 일평균)","42,744","41,207","44,832","41,729","48,372","83,394",72.40%,-
KOSDAQ,798.42,675.65,632.99,629.13,636.94,643.45,1.02%,△4.77%
"외국인순매수 (억원, 기간 중 * )","1,409","2,730","△4,561",140,"5,306","5,249",△1,-

[환율]
,‘17 말,‘18 말,‘19.11 말,12.11,12.12,12.13,전일비,18말비
￦/ U$,"1,070.50","1,115.70","1,181.20","1,194.70","1,186.80","1,171.70",△1.27,5.02
"선물환( NDF,1 월물)","1,070.00","1,114.90","1,180.80","1,193.80","1,185.80","1,171.00",△1.25,5.03
￦/ CNY,163.90,162.79,168.23,169.76,168.78,167.66,△0.66,2.99
￦/ Y100,949.28,"1,008.86","1,078.82","1,098.78","1,092.92","1,069.36",△2.16,6.00
Y/U$,112.77,110.59,109.49,108.73,108.59,109.57,0.90,△0.92
U$/EUR,1.1927,1.1455,1.1009,1.1089,1.1138,1.1167,0.26,△2.51
CNY/U$,6.5426,6.8522,7.0338,7.0390,7.0304,6.9775,△0.75,1.83

[국제금리·주가·가산금리]
,‘17 말,‘18 말,‘19.11 말,12.11,12.12,12.13,전일비,18말비
"LIBOR ($, 3 월, %)",1.69,2.81,1.91,1.89,1.89,1.89,0.00,△0.89
DOW,"24,719","23,062","28,164","27,882","27,911","28,132",0.79%,21.98%
NIKKEI,"22,765","20,015","23,294","23,392","23,425","24,023",2.55%,20.03%
SHANGHAI COMP,"3,307","2,494","2,872","2,923","2,916","2,968",1.78%,19.00%
"외평채가산금리(23년물, bp)",76,63,36,36,37,36,1.00,△26.00
"CDS (5 년, bp)",56,40,28,26,26,24,1.50,△15.94
"CRS (1 년, %)",1.38,1.21,0.83,0.82,0.80,0.85,0.04,△0.37

[유가·곡물·원자재]
,‘17 말,‘18 말,‘19.11 말,12.10,12.11,12.12,전일비,18말비
Dubai ($/ 배럴),64.33,52.86,63.83,63.84,63.78,64.01,0.36%,21.09%
WTI 선물 ($/배럴),60.42,45.33,55.17,59.24,58.76,59.18,0.71%,30.55%
밀 (센트/부셀),427,512,542,524,519,530,2.12%,3.52%
옥수수 (센트/부셀),351,376,381,377,371,378,1.89%,0.53%
동 ($/톤),"7,157","6,018","5,854","6,055","6,083","6,097",0.23%,1.31%
알루미늄 ($/톤),"2,242","1,881","1,786","1,750","1,752","1,755",0.17%,△6.70%

[반도체]
,‘17,‘18,‘19.9 월,10월,11월,12.10,12.11,12.12,12월 (~12)
"D 램(8 G) 현물가($, 기간평균)",7.51,8.14,3.26,3.0,2.81,2.76,2.78,2.86,2.76
"(%, YoY)",41.6,8.3,△55.8,△57.5,△58.6,△57.9,△57.4,△56.1,△57.4
"낸드(128 G) 현물가($, 기간평균)",6.52,6.35,5.69,5.78,5.89,5.88,5.86,5.81,5.91
"(%, YoY)",33.8,△2.6,△2.5,△0.8,2.7,3.2,2.8,2.7,6.8
