일일경제지표('26.3.27)
"data_date,2026-03-27"

[표]
일일경제지표 (26. 3. 27) 16:30 현재

[금리]
,’ 24말,’ 25말,‘26.2 말,3/25,3/26,3/27,전일비,25말비
"콜금리 (1일, %)",3.10,2.54,2.55,2.54,2.53,2.52,△0.01% p,△0.02% p
"CD (91 일, %)",3.44,2.81,2.81,2.82,2.82,2.82,-,0.01%p
"국고채 (3년, %)",2.60,2.95,3.04,3.56,3.55,3.58,0.02%p,0.62%p
"회사채 (3년, AA-, %)",3.29,3.48,3.63,4.16,4.16,4.19,0.03%p,0.71%p
"외국인 채권 순매수 * (상장, 억원)","3,200",△924,"1,171","5,525","4,868","△4,527","△9,395",-

[주가]
,’ 24말,’ 25말,‘26.2 말,3/25,3/26,3/27,전일비,25말비
KOSPI,"2,399.49","4,214.17","6,244.13","5,642.21","5,460.46","5,438.87",△0.40%,29.06%
- 거래대금 (억원),"52,272","132,135","549,393","243,655","256,153","230,456","△25,697",-
KOSDAQ,678.19,925.47,"1,192.78","1,159.55","1,136.64","1,141.51",0.43%,23.34%
"외국인순매수 (억원, 기간 중 * )",116,"△8,035","△69,905","△9,139","△32,333","△41,110","△8,777",-

[환율]
,’ 24말,’ 25말,‘26.2 말,3/25,3/26,3/27,전일비,25말비
￦/ U$,"1,472.50","1,439.00","1,425.80","1,499.70","1,507.00","1,508.90",0.13%,4.86%
"선물환( NDF,1 월물)","1,473.80","1,440.30","1,437.30","1,497.90","1,505.80","1,507.40",0.11%,4.66%
￦/ CNY,202.38,206.67,209.85,217.24,217.91,217.98,0.03%,5.47%
￦/ Y100,932.67,922.20,923.48,943.20,945.10,945.30,0.02%,2.50%
Y/U$,157.88,156.04,155.90,159.00,159.45,159.62,0.11%,2.29%
U$/EUR,1.0429,1.1776,1.1804,1.1590,1.1558,1.1538,△0.17%,△2.02%
CNY/U$,7.2992,6.9904,6.8567,6.8954,6.9022,6.9121,0.14%,△1.12%

[국제금리·주가·가산금리]
,’ 24말,’ 25말,‘26.2 말,3/25,3/26,3/27,전일비,25말비
"SOFR ($, 3 월, %)",4.33,3.66,-,3.71,3.71,3.70,△0.01% p,0.04%p
DOW,"42,992","48,367","48,978","46,124","46,429","45,960",△1.01%,△4.98%
NIKKEI,"39,895",휴장,"58,057","53,750","53,604","53,373",△0.43%,6.03%
SHANGHAI COMP,"3,407",휴장,"4,183","3,932","3,889","3,915",0.66%,△1.27%
"외평채가산금리(30년만기, bp)",28,12,13,13,13,11,△2.00,△1.00
"CDS (5 년, bp)",36.7,22.4,26.0,33.1,34.8,35.6,0.79,13.27
"CRS SOFR (1 년, %)",2.32,2.14,2.41,2.63,2.71,2.78,0.06%p,0.64%p

[유가·곡물·원자재]
,’ 24말,’ 25말,‘26.2 말,3/24,3/25,3/26,전일비,25말비
Dubai ($/ 배럴),75.94,61.59,71.24,157.03,142.55,68.40,△52.02%,11.06%
WTI 선물 ($/배럴),71.72,57.42,67.02,92.35,90.32,90.32,0%,57.30%
밀 (센트/부셀),552,507.00,591.50,590.00,598.00,605.00,1.17%,19.33%
옥수수 (센트/부셀),459,440.25,448.50,463.00,467.00,467.00,0%,6.08%
동 ($/톤),"8,706","12,504.00","13,439.50","11,879.00","12,135.00","12,108.00",△0.22%,△3.17%
알루미늄 ($/톤),"2,517","2,968.00","3,157.50","3,243.00","3,295.00","3,332.00",1.12%,12.26%

[반도체]
,’ 24.말,’ 25말,‘25.12 말,‘26.1 말,‘26.2 말,3/24,3/25,3/26,3월( ~26)
"D 램(8 G) 현물가($, 기간평균)",1.75,18.63,18.63,26.38,27.13,27.38,27.38,27.38,27.28
"(YoY, %)",0.5,970.7,970.7,"1,413.2","1,468.8","1,383.7","1,372.6","1,359.2","1,423.9"
"낸드(128 G) 현물가($, 기간평균)",6.63,10.70,10.70,11.65,13.75,19.25,19.25,19.25,16.72
"(YoY, %)",3.9,61.5,61.5,75.2,107.5,185.2,185.2,185.2,150.0
