일일경제지표('18.5.31.)
"data_date,2018-05-31"

[표]
일일경제지표 (18. 5. 31. 목) 17:30 현재

[표]
KOSPI 지수(0.58%상승) 달러 환율(0.30%하락)

[금리]
,‘16 말,‘17 말,‘18.4 말,5.29,5.30,5.31,전일비,‘17 말비
콜금리 (1일),1.24,1.55,1.46,1.51,1.50,1.52,0.02,△0.03
CD (91 일),1.52,1.66,1.65,1.65,1.65,1.65,0,△0.01
국고채 (3년),1.64,2.14,2.22,2.19,2.19,2.20,0.00,0.06
국고채 (5년),1.80,2.34,2.49,2.48,2.49,2.48,△0.01,0.14
"회사채 (3년, AA-)",2.13,2.68,2.82,2.81,2.82,2.82,△0.00,0.14
"외국인 채권 순매수 * (상장 , 억원)",297,△66,"4,304",941,△335,"6,379","6,714","6,445"

[주가]
,‘16 말,‘17 말,‘18.4 말,5.29,5.30,5.31,전일비,‘17 말비(%)
KOSPI,"2,026.46","2,467.49","2,515.38","2,457.25","2,409.03","2,423.01",0.58%,△1.80%
"- 거래대금 (억원, 일평균)",-,"42,744","94,331","85,329","89,995","117,269",30.31%,-
KOSDAQ,631.44,798.42,875.95,870.08,874.22,879.66,0.62%,10.18%
"외국인순매수 (억원, 기간 중 * )","1,380","1,409","2,357","△2,548","△6,250","△1,360","4,890",-

[환율]
,‘16 말,‘17 말,‘18.4 말,5.29,5.30,5.31,전일비,‘17 말비(%)
￦/ U$,"1,207.70","1,070.50","1,068.00","1,076.80","1,080.90","1,077.70",△0.30,0.67
"선물환( NDF,1 월물)","1,207.70","1,070.00","1,067.10","1,075.60","1,081.30","1,076.90",△0.41,0.64
￦/ CNY,173.68,163.90,168.67,167.80,168.25,168.30,0.03,2.68
￦/ EUR,"1,262.53","1,276.79","1,295.59","1,249.52","1,250.71","1,259.18",0.68,△1.38
￦/ Y100,"1,035.41",949.28,978.38,989.16,993.84,991.35,△0.25,4.43
Y/U$,116.64,112.77,109.16,108.86,108.76,108.71,△0.05,△3.60
U$/EUR,1.0454,1.1927,1.2131,1.1604,1.1571,1.1684,0.98,△2.04
CNY/U$,6.9550,6.5426,6.3325,6.4138,6.4310,6.4015,△0.46,△2.16

[국제금리·주가·가산금리]
,‘16 말,‘17 말,‘18.4 말,5.29,5.30,5.31,전일비,‘17 말비
"LIBOR (Dollar, 3 월, %)",1.00,1.69,2.36,2.32,2.31,-,△0.01,0.61
DOW,"19,763","24,719","24,163","24,361","24,668",-,△0.34%,△0.21%
NIKKEI,"19,114","22,765",-,"22,358","22,019","22,202",0.83%,△2.47%
SHANGHAI COMP,"3,098","3,307",-,"3,120","3,041","3,095",1.78%,△6.40%
"외평채가산금리(23년물, bp)",25,76,-,67,66,-,△1,△10.00
"CDS (5 년, bp)",44,56,46,44,45,44,△1,△11.61
"CRS (1 년, %)",1.00,1.38,1.12,1.03,1.02,1.00,△0.03,△0.38

[유가·곡물·원자재]
,‘16 말,‘17 말,‘18.4 말,5.28,5.29,5.30,전일비,‘17 말비
Dubai ($/ 배럴),53.83,64.33,70.05,73.24,-,73.53,0.40%,14.30%
WTI 선물 ($/배럴),53.72,60.42,68.57,-,66.73,68.21,2.22%,12.89%
Brent 선물 ($/배럴),56.82,66.87,75.17,75.30,75.39,77.50,2.80%,15.90%
원당 (센트/파운드),19.51,15.16,11.52,-,12.46,12.60,1.12%,△16.89%
밀 (센트/부셀),408,427,511,-,537,522,△2.79%,22.25%
콩 (센트/부셀),"1,004",962,"1,049",-,"1,031","1,023",△0.78%,6.34%
옥수수 (센트/부셀),352,351,401,-,400,394,△1.50%,12.25%
동 ($/톤),"5,501","7,157","6,783",-,"6,842","6,810",△0.47%,△4.85%
알루미늄 ($/톤),"1,714","2,242","2,224",-,"2,260","2,266",0.27%,1.07%
