일일경제지표('19.7.19)
"data_date,2019-07-19"

[표]
일일경제지표 (19. 7. 19. 금) 17:30 현재

[금리]
,‘17 말,‘18 말,‘19.6 말,7.17,7.18,7.19,전일비,18말비
콜금리 (1일),1.55,1.82,1.76,1.73,1.72,1.50,△0.22,△0.32
CD (91 일),1.66,1.93,1.78,1.73,1.61,1.59,△0.02,△0.34
국고채 (3년),2.14,1.82,1.47,1.40,1.35,1.33,△0.02,△0.49
"회사채 (3년, AA-)",2.68,2.29,1.97,1.90,1.85,1.83,△0.02,△0.46
"외국인 채권 순매수 * (상장 , 억원)",△66,"△1,422","4,334",△384,"4,046",△574,"△4,620",-

[주가]
,‘17 말,‘18 말,‘19.6 말,7.17,7.18,7.19,전일비,18말비
KOSPI,"2,467.49","2,041.04","2,130.62","2,072.92","2,066.55","2,094.36",1.35%,2.61%
"- 거래대금 (억원, 일평균)","42,744","41,207","51,224","52,841","46,435","39,398",△15.15%,-
KOSDAQ,798.42,675.65,690.53,666.28,665.15,674.06,1.34%,△0.24%
"외국인순매수 (억원, 기간 중 * )","1,409","2,730","2,888",△69,802,"1,090",36,-

[환율]
,‘17 말,‘18 말,‘19.6 말,7.17,7.18,7.19,전일비,18말비
￦/ U$,"1,070.50","1,115.70","1,154.70","1,181.30","1,178.80","1,174.50",△0.36,5.27
"선물환( NDF,1 월물)","1,070.00","1,114.90","1,153.80","1,180.30","1,177.20","1,173.20",△0.34,5.23
￦/ CNY,163.90,162.79,168.31,171.76,171.30,170.82,△0.28,4.93
￦/ Y100,949.28,"1,008.86","1,072.24","1,092.08","1,094.83","1,091.14",△0.34,8.16
Y/U$,112.77,110.59,107.69,108.17,107.67,107.64,△0.03,△2.67
U$/EUR,1.1927,1.1455,1.1369,1.1209,1.1238,1.1261,0.20,△1.69
CNY/U$,6.5426,6.8522,6.8609,6.8825,6.8969,6.8744,△0.33,0.32

[국제금리·주가·가산금리]
,‘17 말,‘18 말,‘19.6 말,7.17,7.18,7.19,전일비,18말비
"LIBOR ($, 3 월, %)",1.69,2.81,2.33,2.30,2.30,2.30,△0.30,0.50
DOW,"24,719","23,062","26,527","27,336","27,220","27,223",5.42%,18.03%
NIKKEI,"22,765","20,015","21,276","21,469","21,046","21,467",2.00%,7.26%
SHANGHAI COMP,"3,307","2,494","2,979","2,932","2,091","2,924",39.83%,17.25%
"외평채가산금리(23년물, bp)",76,63,32,32,32,32,15.00,△31.00
"CDS (5 년, bp)",56,40,33,32,32,32,0.19,△8.43
"CRS (1 년, %)",1.38,1.21,0.83,0.78,0.74,0.76,0.02,△0.46

[유가·곡물·원자재]
,‘17 말,‘18 말,‘19.6 말,7.16,7.17,7.18,전일비,18말비
Dubai ($/ 배럴),64.33,52.86,64.88,65.58,63.23,62.14,△1.72%,17.56%
WTI 선물 ($/배럴),60.42,45.33,58.47,57.62,56.78,55.30,△2.61%,21.99%
밀 (센트/부셀),427,512,527,508,506,494,△2.37%,△3.52%
옥수수 (센트/부셀),351,376,432,441,442,430,△2.71%,14.36%
동 ($/톤),"7,157","6,018","5,972","5,959","5,922","5,948",0.44%,△1.16%
알루미늄 ($/톤),"2,242","1,881","1,774","1,818","1,819","1,828",0.49%,△2.82%

[반도체]
,‘17,‘18,19. 4월,5월,6월,7.16,7.17,7.18,7월 (~18)
"D 램(8 G) 현물가($, 기간평균)",7.51,8.14,4.25,3.74,3.38,3.53,3.56,3.596,3.21
"(%, YoY)",41.6,8.3,△52.6,△57.5,△60.4,△56.2,△55.8,△55.0,△59.9
"낸드(128 G) 현물가($, 기간평균)",6.52,6.35,4.96,5.07,5.04,5.19,5.19,5.267,5.14
"(%, YoY)",33.8,△2.6,△26.7,△24.6,△24.5,△22.0,△22.0,△20.1,△22.3
