일일경제지표('20.10.30)
"data_date,2020-10-30"

[표]
일일경제지표 (20. 10. 30. 금) 17:30 현재

[금리]
,‘18 말,‘19 말,‘20.10 말,10.28,10.29,10.30,전일비,19말비
콜금리 (1일),1.82,1.31,0.48,0.56,0.49,0.48,△0.01,△0.83
CD (91 일),1.93,1.53,0.63,0.63,0.63,0.63,0,△0.90
국고채 (3년),1.82,1.36,0.94,0.91,0.93,0.94,0.01,△0.43
"회사채 (3년, AA-)",2.29,1.94,2.25,2.23,2.24,2.25,0.01,0.31
"외국인 채권 순매수 * (상장 , 억원)","△1,422",100,"2,012",394,645,"2,012","1,367",-

[주가]
,‘18 말,‘19 말,‘20.10 말,10.28,10.29,10.30,전일비,19말비
KOSPI,"2,041.04","2,197.67","2,267.15","2,345.26","2,326.67","2,267.15",△2.56%,3.16%
"- 거래대금 (억원, 일평균)","41,207","54,296","103,577","112,691","89,410","103,577",15.84%,-
KOSDAQ,675.65,669.83,792.65,806.20,813.93,792.65,△2.61%,18.34%
"외국인순매수 (억원, 기간 중 * )","2,730","△2,816","△12,846",914,"△6,178","△12,846",108,-

[환율]
,‘18 말,‘19 말,‘20.10 말,10.28,10.29,10.30,전일비,19말비
￦/ U$,"1,115.70","1,156.40","1,135.10","1,130.60","1,131.40","1,135.10",0.33,△1.84
"선물환( NDF,1 월물)","1,114.90","1,155.40","1,134.80","1,130.90","1,131.60","1,134.80",0.28,△1.78
￦/ CNY,162.79,165.50,169.07,168.38,168.66,169.07,0.24,2.16
￦/ Y100,"1,008.86","1,059.75","1,088.82","1,084.72","1,084.13","1,088.82",0.43,2.74
Y/U$,110.59,109.12,104.25,104.23,104.36,104.25,△0.11,△4.46
U$/EUR,1.1455,1.1194,1.1683,1.1783,1.1756,1.1683,△0.62,4.37
CNY/U$,6.8522,6.9848,6.6927,6.7109,6.7028,6.6927,△0.15,△4.18

[국제금리·주가·가산금리]
,‘18 말,‘19 말,‘20.10 말,10.28,10.29,10.30,전일비,19말비
"LIBOR ($, 3 월, %)",2.81,1.94,0.21,0.22,0.21,0.21,0.00,△1.73
DOW,"23,062","28,645","26,659","27,463","26,520","26,659",0.52%,△6.33%
NIKKEI,"20,015","23,657","22,977","23,419","23,332","22,977",△1.52%,△2.87%
SHANGHAI COMP,"2,494","3,040","3,225","3,269","3,273","3,225",△1.47%,6.18%
"외평채가산금리(23년물, bp)",63,37,31,32,32,31,△1.00,△5.00
"CDS (5 년, bp)",40,22,25,26,25,25,0,3.16
"CRS (1 년, %)",1.21,0.83,0.10,0,0.14,0.10,△0.04,△0.73

[유가·곡물·원자재]
,‘18 말,‘19 말,‘20.9 말,10.27,10.28,10.29,전일비,19말비
Dubai ($/ 배럴),52.86,67.27,40.36,39.90,39.27,38.26,△2.57%,△43.12%
WTI 선물 ($/배럴),45.33,61.06,40.22,39.57,37.39,36.17,△3.26%,△40.76%
밀 (센트/부셀),512,559,578,616,609,604,△0.82%,8.05%
옥수수 (센트/부셀),376,388,379,416,402,399,△0.75%,2.84%
동 ($/톤),"6,018","6,156","6,610","6,778","6,695","6,692",△0.04%,8.71%
알루미늄 ($/톤),"1,881","1,800","1,737","1,808","1,801","1,786",△0.83%,△0.78%

[반도체]
,‘18,‘19,‘20.7 월,8월,9월,10.27,10.28,10.29,10월 (~29)
"D 램(8 G) 현물가($, 기간평균)",8.14,3.93,2.68,2.58,2.90,2.89,2.87,2.87,2.92
"(%, YoY)",8.3,△51.7,△21.0,△27.0,△11.2,△0.8,△1.1,△0.8,△2.9
"낸드(128 G) 현물가($, 기간평균)",6.35,5.34,5.45,5.57,5.64,5.65,5.69,5.68,5.65
"(%, YoY)",△2.6,△15.9,4.6,2.9,△0.9,△2.4,△2.0,△2.1,△2.3
