일일경제지표('20.7.28)
"data_date,2020-07-28"

[표]
일일경제지표 (20. 7. 28. 화) 17:30 현재

[금리]
,‘18 말,‘19 말,‘20.6 말,7.24,7.27,7.28,전일비,19말비
콜금리 (1일),1.82,1.31,0.49,0.46,0.48,0.49,0.01,△0.82
CD (91 일),1.93,1.53,0.79,0.78,0.78,0.78,0,△0.75
국고채 (3년),1.82,1.36,0.84,0.80,0.80,0.81,0.01,△0.55
"회사채 (3년, AA-)",2.29,1.94,2.25,2.19,2.19,2.19,0.01,0.26
"외국인 채권 순매수 * (상장 , 억원)","△1,422",100,"2,455","2,551","6,398","2,716","△3,682",-

[주가]
,‘18 말,‘19 말,‘20.6 말,7.24,7.27,7.28,전일비,19말비
KOSPI,"2,041.04","2,197.67","2,108.33","2,200.44","2,217.86","2,256.99",1.76%,2.70%
"- 거래대금 (억원, 일평균)","41,207","54,296","90,258","163,289","171,569","142,568",△16.90%,-
KOSDAQ,675.65,669.83,737.97,794.80,801.23,807.85,0.83%,20.61%
"외국인순매수 (억원, 기간 중 * )","2,730","△2,816",△404,△369,"2,381","12,834",439,-

[환율]
,‘18 말,‘19 말,‘20.6 말,7.24,7.27,7.28,전일비,19말비
￦/ U$,"1,115.70","1,156.40","1,203.00","1,201.50","1,196.10","1,196.90",0.07,3.50
"선물환( NDF,1 월물)","1,114.90","1,155.40","1,202.90","1,201.10","1,195.90","1,196.80",0.08,3.58
￦/ CNY,162.79,165.50,170.16,171.24,170.85,170.82,△0.02,3.21
￦/ Y100,"1,008.86","1,059.75","1,116.58","1,129.34","1,133.21","1,134.07",0.08,7.01
Y/U$,110.59,109.12,107.74,106.39,105.55,105.54,△0.01,△3.28
U$/EUR,1.1455,1.1194,1.1215,1.1609,1.1706,1.1730,0.21,4.79
CNY/U$,6.8522,6.9848,7.0707,7.0121,7.0014,7.0004,△0.01,0.22

[국제금리·주가·가산금리]
,‘18 말,‘19 말,‘20.6 말,7.24,7.27,7.28,전일비,19말비
"LIBOR ($, 3 월, %)",2.81,1.94,0.31,0.26,0.25,0.25,0,△1.70
DOW,"23,062","28,645","25,596","26,652","26,470","26,585",0.43%,△6.60%
NIKKEI,"20,015","23,657","22,389","22,752","22,716","22,657",△0.26%,△4.23%
SHANGHAI COMP,"2,494","3,040","2,979","3,197","3,205","3,228",0.71%,6.30%
"외평채가산금리(23년물, bp)",63,37,59,49,49,48,△1.00,12.00
"CDS (5 년, bp)",40,22,30,25,25,24,△0.25,2.24
"CRS (1 년, %)",1.21,0.83,△0.12,△0.06,△0.04,△0.01,0.03,△0.83

[유가·곡물·원자재]
,‘18 말,‘19 말,‘20.6 말,7.23,7.24,7.27,전일비,19말비
Dubai ($/ 배럴),52.86,67.27,42.07,44.42,43.11,43.13,0.05%,△35.89%
WTI 선물 ($/배럴),45.33,61.06,39.27,41.07,41.29,41.60,0.75%,△31.87%
밀 (센트/부셀),512,559,492,530,540,528,△2.22%,△5.55%
옥수수 (센트/부셀),376,388,342,336,335,335,0,△13.66%
동 ($/톤),"6,018","6,156","6,038","6,534","6,413","6,426",0.20%,4.39%
알루미늄 ($/톤),"1,881","1,800","1,602","1,661","1,655","1,662",0.42%,△7.67%

[반도체]
,‘18,‘19,‘20.4 월,5월,6월,7.23,7.24,7.27,7월 (~27)
"D 램(8 G) 현물가($, 기간평균)",8.14,3.93,3.51,3.17,2.93,2.64,2.64,2.64,2.69
"(%, YoY)",8.3,△51.7,△17.5,△15.1,△13.0,△27.9,△27.5,△27.4,△20.7
"낸드(128 G) 현물가($, 기간평균)",6.35,5.34,5.76,5.65,5.41,5.41,5.47,5.47,5.43
"(%, YoY)",△2.6,△15.9,16.0,11.4,7.3,2.1,3.1,3.2,4.3
