일일 경제지표('22.10.25)
"data_date,2022-10-25"

[표]
일일경제지표 (22. 10. 25. 화) 17:30 현재

[금리]
,’20 말,’21 말,’22.9 말,10/21,10/24,10/25,전일비,21말비
콜금리 (1일),0.57,1.11,2.54,3.13,3.10,3.13,0.03,2.02
CD (91 일),0.66,1.29,3.24,3.90,3.92,3.93,0.01,2.64
국고채 (3년),0.98,1.80,4.19,4.48,4.31,4.22,△0.08,2.42
"회사채 (3년, AA-)",2.21,2.42,5.28,5.74,5.59,5.53,△0.06,3.11
"외국인 채권 순매수 * (상장 , 억원)","5,408","1,858","10,174","3,312","2,103","2,326",223,-

[주가]
,‘20 말,‘21 말,‘22.9 말,10/21,10/24,10/25,전일비,21말비
KOSPI,"2,873.47","2,977.65","2,155.49","2,213.12","2,236.16","2,235.07",△0.05%,△24.94%
"- 거래대금 (억원, 일평균)","179,288","132,923","111,605","126,529","98,438","105,861",7.54%,-
KOSDAQ,968.42,"1,033.98",672.65,674.48,688.50,688.85,0.05%,△33.38%
"외국인순매수 (억원, 기간 중 * )","1,840","△2,389","2,617",△366,"2,588",△143,△106,-

[환율]
,‘20 말,‘21 말,‘22.9 말,10/21,10/24,10/25,전일비,21말비
￦/ U$,"1,086.30","1,188.80","1,430.20","1,439.80","1,439.70","1,433.10",△0.46,20.55
"선물환( NDF,1 월물)","1,086.30","1,190.00","1,431.40","1,440.60","1,439.30","1,432.80",△0.45,20.40
￦/ CNY,166.04,186.51,199.66,196.81,196.21,194.55,△0.85,4.31
￦/ Y100,"1,051.19","1,032.48",989.89,957.25,966.70,962.78,△0.41,△6.75
Y/U$,103.34,115.14,144.48,150.41,148.93,148.85,△0.05,29.28
U$/EUR,1.2279,1.1318,0.9806,0.9765,0.9844,0.9875,0.31,△12.75
CNY/U$,6.5305,6.3681,7.0930,7.2473,7.2546,7.3026,0.66,14.67

[국제금리·주가·가산금리]
,’20 말,’21 말,’22.9 말,10/21,10/24,10/25,전일비,21말비
"LIBOR ($, 3 월, %)",0.25,0.22,3.74,4.32,4.36,4.33,△0.03,4.11
DOW,"30,410","36,489","29,226","30,334","31,083","31,500",1.34%,△13.67%
NIKKEI,"27,444","28,792","25,937","26,891","26,975","27,250",1.02%,△5.35%
SHANGHAI COMP,"3,473","3,619","3,024","3,039","2,978","2,976",△0.04%,△17.76%
"외평채가산금리(30년만기, bp)",32,15,40,41,42,42,0,27.00
"CDS (5 년, bp)",22,21,61,64,65,66,1.00,45.07
"CRS (1 년, %)",0.24,1.00,2.76,3.38,3.40,3.56,0.16,2.57

[유가·곡물·원자재]
,‘20 말,’21 말,’22.9 말,10/20,10/21,10/24,전일비,21말비
Dubai ($/ 배럴),51.14,77.12,89.51,89.89,90.74,주1) 90.74,0,17.66%
WTI 선물 ($/배럴),48.52,75.21,79.49,85.98,85.05,84.58,△0.55%,12.46%
밀 (센트/부셀),641,771,922,849,851,839,△1.41%,8.82%
옥수수 (센트/부셀),484,593,678,684,684,682,△0.29%,15.01%
동 ($/톤),"7,742","9,692","7,647","7,586","7,545","7,661",1.54%,△20.96%
알루미늄 ($/톤),"1,978","2,806","2,180","2,214","2,156","2,160",0.19%,△23.02%

[반도체]
,’20,‘21,‘22.7 월,8월,9월,10/20,10/21,10/24,10월 (~24)
"D 램(8 G) 현물가($, 기간평균)",3.07,3.42,3.11,2.76,2.51,2.41,2.40,2.37,2.44
"(%, YoY)",△21.9,8.0,△31.6,△34.0,△32.7,△31.1,△30.9,△31.6,△31.4
"낸드(128 G) 현물가($, 기간평균)",5.71,7.45,6.83,6.57,6.57,6.57,6.57,6.57,6.57
"(%, YoY)",7.0,32.8,1.4,△4.2,△5.4,△10.4,△10.4,△10.4,△9.6
