일일경제지표('19.6.19)
"data_date,2019-06-19"

[표]
일일경제지표 (19. 6. 19. 수) 17:30 현재

[금리]
,‘17 말,‘18 말,‘19.5 말,6.17,6.18,6.19,전일비,18말비
콜금리 (1일),1.55,1.82,1.76,1.74,1.76,1.75,△0.01,△0.07
CD (91 일),1.66,1.93,1.84,1.80,1.80,1.80,0,△0.13
국고채 (3년),2.14,1.82,1.59,1.49,1.49,1.48,△0.01,△0.33
"회사채 (3년, AA-)",2.68,2.29,2.08,2.01,2.01,2.00,△0.01,△0.29
"외국인 채권 순매수 * (상장 , 억원)",△66,"△1,422","6,501","4,603","4,761","6,934","2,173",-

[주가]
,‘17 말,‘18 말,‘19.5 말,6.17,6.18,6.19,전일비,18말비
KOSPI,"2,467.49","2,041.04","2,041.74","2,090.73","2,098.71","2,124.78",1.24%,4.10%
"- 거래대금 (억원, 일평균)","42,744","41,207","49,788","47,164","42,557","45,795",7.61%,-
KOSDAQ,798.42,675.65,696.47,719.13,714.86,717.71,0.40%,6.23%
"외국인순매수 (억원, 기간 중 * )","1,409","2,730","2,440","△1,698",△44,"2,771","△6,405",-

[환율]
,‘17 말,‘18 말,‘19.5 말,6.17,6.18,6.19,전일비,18말비
￦/ U$,"1,070.50","1,115.70","1,190.90","1,186.50","1,185.80","1,176.10",△0.82,5.41
"선물환( NDF,1 월물)","1,070.00","1,114.90","1,189.50","1,185.40","1,184.60","1,174.90",△0.82,5.38
￦/ CNY,163.90,162.79,172.56,171.35,171.13,170.34,△0.46,4.64
￦/ Y100,949.28,"1,008.86","1,093.27","1,092.84","1,095.22","1,086.17",△0.83,7.66
Y/U$,112.77,110.59,108.93,108.57,108.27,108.28,0.01,△2.09
U$/EUR,1.1927,1.1455,1.1133,1.1210,1.1233,1.1192,△0.36,△2.30
CNY/U$,6.5426,6.8522,6.9049,6.9241,6.9261,6.9026,△0.34,0.74

[국제금리·주가·가산금리]
,‘17 말,‘18 말,‘19.5 말,6.17,6.18,6.19,전일비,18말비
"LIBOR ($, 3 월, %)",1.69,2.81,2.52,2.40,2.40,2.42,△0.20,0.41
DOW,"24,719","23,062","25,170","26,090","26,113","26,466",1.13%,13.23%
NIKKEI,"22,765","20,015","20,601","21,124","20,973","21,334",1.72%,6.59%
SHANGHAI COMP,"3,307","2,494","2,899","2,888","2,890","2,918",0.96%,17.00%
"외평채가산금리(23년물, bp)",76,63,30,30,31,31,17.00,△32.00
"CDS (5 년, bp)",56,40,37,33,33,33,0.88,△7.81
"CRS (1 년, %)",1.38,1.21,0.86,0.82,0.82,0.82,0.00,△0.39

[유가·곡물·원자재]
,‘17 말,‘18 말,‘19.5 말,6.14,6.17,6.18,전일비,18말비
Dubai ($/ 배럴),64.33,52.86,63.83,59.90,60.74,59.92,△1.35%,13.36%
WTI 선물 ($/배럴),60.42,45.33,53.50,52.51,51.93,53.90,3.79%,18.91%
밀 (센트/부셀),427,512,503,539,540,532,△1.48%,3.91%
옥수수 (센트/부셀),351,376,427,453,455,450,△1.10%,19.68%
동 ($/톤),"7,157","6,018","5,781","5,806","5,756","5,849",1.62%,△2.81%
알루미늄 ($/톤),"2,242","1,881","1,761","1,738","1,720","1,733",0.76%,△7.87%

[반도체]
,‘17,‘18,19.3 월,4월,5월,6.14,6.17,6.18,6월 (~18)
"D 램(8 G) 현물가($, 기간평균)",7.51,8.14,5.05,4.25,3.74,3.41,3.40,3.39,3.48
"(%, YoY)",41.6,8.3,△44.3,△52.6,△57.5,△60.4,△60.5,△60.7,△59.2
"낸드(128 G) 현물가($, 기간평균)",6.52,6.35,4.92,4.96,5.07,5.02,5.02,5.02,5.04
"(%, YoY)",33.8,△2.6,△27.9,△26.7,△24.6,△24.8,△24.8,△24.8,△24.5
