일일경제지표('19.10.1)
"data_date,2019-10-01"

[표]
일일경제지표 (19. 10. 1. 월) 17:30 현재

[금리]
,‘17 말,‘18 말,‘19.9 말,9.27,9.30,10.1,전일비,18말비
콜금리 (1일),1.55,1.82,1.54,1.53,1.54,1.58,0.04,△0.24
CD (91 일),1.66,1.93,1.55,1.55,1.55,1.55,0,△0.38
국고채 (3년),2.14,1.82,1.30,1.30,1.30,1.32,0.03,△0.49
"회사채 (3년, AA-)",2.68,2.29,1.80,1.81,1.80,1.82,0.02,△0.46
"외국인 채권 순매수 * (상장 , 억원)",△66,"△1,422","2,797","2,325","2,797","1,113","△1,684",-

[주가]
,‘17 말,‘18 말,‘19.9 말,9.27,9.30,10.1,전일비,18말비
KOSPI,"2,467.49","2,041.04","2,063.05","2,049.93","2,063.05","2,072.42",0.45%,1.54%
"- 거래대금 (억원, 일평균)","42,744","41,207","34,892","46,568","34,892","37,091",6.30%,-
KOSDAQ,798.42,675.65,621.76,626.93,621.76,632.10,1.66%,△6.45%
"외국인순매수 (억원, 기간 중 * )","1,409","2,730",△534,△563,△534,"△1,324",148,-

[환율]
,‘17 말,‘18 말,‘19.9 말,9.27,9.30,10.1,전일비,18말비
￦/ U$,"1,070.50","1,115.70","1,196.20","1,199.90","1,196.20","1,199.00",0.23,7.47
"선물환( NDF,1 월물)","1,070.00","1,114.90","1,195.50","1,199.41","1,195.50","1,198.40",0.24,7.49
￦/ CNY,163.90,162.79,167.55,168.27,167.55,167.75,0.12,3.05
￦/ Y100,949.28,"1,008.86","1,109.54","1,113.70","1,109.54","1,107.52",△0.18,9.78
Y/U$,112.77,110.59,107.81,107.74,107.81,108.26,0.42,△2.11
U$/EUR,1.1927,1.1455,1.0935,1.0912,1.0935,1.0882,△0.48,△5.00
CNY/U$,6.5426,6.8522,7.1255,7.1353,7.1255,7.1477,0.31,4.31

[국제금리·주가·가산금리]
,‘17 말,‘18 말,‘19.9 말,9.27,9.30,10.1,전일비,18말비
"LIBOR ($, 3 월, %)",1.69,2.81,2.10,2.10,2.10,2.10,0,△0.71
DOW,"24,719","23,062","26,820","26,891","26,820","26,917",0.36%,16.71%
NIKKEI,"22,765","20,015","21,756","21,879","21,756","21,885",0.59%,9.35%
SHANGHAI COMP,"3,307","2,494","2,905","2,931","2,905","2,905",0,16.49%
"외평채가산금리(23년물, bp)",76,63,38,37,38,37,1.00,△26.00
"CDS (5 년, bp)",56,40,34,34,34,34,0.05,△6.09
"CRS (1 년, %)",1.38,1.21,0.66,0.66,0.66,0.67,0.01,△0.55

[유가·곡물·원자재]
,‘17 말,‘18 말,‘19.9 말,9.26,9.27,9.30,전일비,18말비
Dubai ($/ 배럴),64.33,52.86,60.94,61.73,62.07,60.94,△1.82%,15.29%
WTI 선물 ($/배럴),60.42,45.33,54.07,56.41,55.91,54.07,△3.29%,19.28%
밀 (센트/부셀),427,512,496,484,487,496,1.85%,△3.13%
옥수수 (센트/부셀),351,376,388,373,372,388,4.30%,3.19%
동 ($/톤),"7,157","6,018","5,728","5,757","5,714","5,728",0.25%,△4.82%
알루미늄 ($/톤),"2,242","1,881","1,704","1,724","1,713","1,704",△0.53%,△9.41%

[반도체]
,‘17,‘18,‘19.6 월,7월,8월,9.26,9.27,9.30,9월 (~30)
"D 램(8 G) 현물가($, 기간평균)",7.51,8.14,3.38,3.39,3.53,3.20,3.19,3.18,3.26
"(%, YoY)",41.6,8.3,△60.4,△57.6,△54.1,△56.6,△56.7,△56.3,△55.8
"낸드(128 G) 현물가($, 기간평균)",6.52,6.35,5.04,5.20,5.42,5.70,5.70,5.70,5.69
"(%, YoY)",33.8,△2.6,△24.5,△21.3,△14.3,△1.6,△1.6,△0.9,△2.5
