일일경제지표('16.11.3.)
"data_date,2016-11-03"

[표]
일일경제지표 (16. 11 . 3. 목 ) 17:30 현재

[표]
KOSPI 지수(0.25%상승) 달러 환율(0.89%하락)

[금리]
,‘14 말,‘15 말,‘16.10 말,11/1,11/2,11/3,전일비,‘15 말비
콜금리 (1일),2.01,1.49,1.18,1.24,1.22,1.22,0,△0.27
CD (91 일),2.13,1.67,1.39,1.39,1.39,1.39,0,△0.28
국고채 (3년),2.10,1.66,1.44,1.45,1.44,1.43,△0.01,△0.23
국고채 (5년),2.28,1.81,1.50,1.53,1.50,1.49,△0.01,△0.32
"회사채 (3년, AA-)",2.43,2.11,1.85,1.87,1.85,1.85,△0.00,△0.26
"외국인 채권 순매수 * (상장 , 억원)","46,746",830,"△1,140",161,△698,"△1,751","△1,053",-

[주가]
,‘14 말,‘15 말,‘16.10 말,11/1,11/2,11/3,전일비,‘15 말비(%)
KOSPI,"1,915.59","1,961.31","2,008.19","2,007.39","1,978.94","1,983.80",0.25%,1.15%
"- 거래대금 (억원, 일평균)","36,950","37,066","42,863","44,626","44,041","36,822","△7,219",-
KOSDAQ,542.97,682.35,624.68,626.38,606.06,609.99,0.65%,△10.60 %
"외국인순매수 (억원, 기간 중 * )","1,546",△538,198,700,△543,"△1,615","△1,072",-

[환율]
,‘14 말,‘15 말,‘16.10 말,11/1,11/2,11/3,전일비,‘15 말비(%)
￦/ U$,"1,099.30","1,172.50","1,144.50","1,139.90","1,149.80","1,139.60",△0.89,△2.81
"선물환( NDF,1 월물)","1,100.90","1,173.70","1,144.70","1,140.40","1,150.10","1,139.70",△0.90,△2.90
￦/ CNY,177.21,180.70,168.95,168.20,169.89,168.57,△0.78,△6.71
￦/ EUR,"1,333.89","1,281.54","1,254.72","1,250.36","1,272.60","1,267.01",△0.44,△1.13
￦/ Y100,913.04,974.08,"1,092.18","1,088.21","1,107.81","1,109.80",0.18,13.93
Y/U$,120.40,120.37,104.79,104.75,103.79,102.60,△1.15,△14.76
U$/EUR,1.2134,1.0930,1.0963,1.0969,1.1068,1.1118,0.45,1.72
CNY/U$,6.2210,6.4900,6.7697,6.7756,6.7647,6.7593,△0.08,4.15

[국제금리·주가·가산금리]
,‘14 말,‘15 말,‘16.10 말,11/1,11/2,11/3,전일비,‘15 말비
"LIBOR (Dollar, 3 월, %)",0.26,0.61,0.89,0.88,0.88,-,△0.00,0.27
"T/NOTE (10 년, %)",2.18,2.27,1.83,1.83,1.81,-,△0.02,△0.46
DOW,"17,823","17,425","18,142","18,037","17,960",-,△0.43%,3.07%
NIKKEI,"17,464","19,034","17,425","17,442","17,135",-,△1.76%,△9.98%
SHANGHAI COMP,"3,235","3,565","3,098","3,122","3,103","3,129",0.84%,△12.25%
"외평채가산금리(23년물, bp)",48,43,19,19,19,-,0,△24
"CDS (5 년, bp)",54,55,41,41,41,46,5,△9
"CRS (1 년, %)",1.49,1.35,1.09,1.10,1.07,1.05,△0.02,△0.30

[유가·곡물·원자재]
,‘14 말,‘15 말,‘16.9 말,10/31,11/1,11/2,전일비,‘15 말비
Dubai ($/ 배럴),53.60,32.19,45.11,47.44,45.42,44.08,△2.95%,36.94%
WTI 선물 ($/배럴),53.27,37.04,48.24,46.86,46.67,45.34,△2.85%,22.41%
Brent 선물 ($/배럴),57.33,37.28,49.06,48.30,48.14,46.86,△2.66%,25.70%
원당 (센트/파운드),14.52,15.24,22.53,21.57,21.19,21.70,2.41%,42.39%
밀 (센트/부셀),590,470,402,416,414,418,0.84%,△11.12%
콩 (센트/부셀),"1,019",871,954,"1,012",993,987,△0.68%,13.23%
옥수수 (센트/부셀),397,359,337,355,349,346,△0.79%,△3.48%
동 ($/톤),"6,359","4,702","4,832","4,818","4,863","4,871",0.17%,3.59%
알루미늄 ($/톤),"1,832","1,508","1,659","1,723","1,732","1,709",△1.33%,13.37%
