일일경제지표('20.3.3)
"data_date,2020-03-03"

[표]
일일경제지표 (20. 3. 3. 화) 17:30 현재

[금리]
,‘18 말,‘19 말,‘20.2 말,2.28,3.2,3.3,전일비,19말비
콜금리 (1일),1.82,1.31,1.23,1.23,1.26,1.26,0,△0.05
CD (91 일),1.93,1.53,1.41,1.41,1.41,1.41,0,△0.12
국고채 (3년),1.82,1.36,1.10,1.10,1.13,1.11,△0.02,△0.25
"회사채 (3년, AA-)",2.29,1.94,1.71,1.71,1.73,1.72,△0.01,△0.22
"외국인 채권 순매수 * (상장 , 억원)","△1,422",100,△492,△492,"5,865","3,412","△2,453",-

[주가]
,‘18 말,‘19 말,‘20.2 말,2.28,3.2,3.3,전일비,19말비
KOSPI,"2,041.04","2,197.67","1,987.01","1,987.01","2,002.51","2,014.15",0.58%,△8.35%
"- 거래대금 (억원, 일평균)","41,207","54,296","72,411","72,411","99,279","78,110",△21.32%,-
KOSDAQ,675.65,669.83,610.73,610.73,627.66,626.82,△0.13%,△6.42%
"외국인순매수 (억원, 기간 중 * )","2,730","△2,816","△5,673","△5,673","△6,664","△5,273",△21,-

[환율]
,‘18 말,‘19 말,‘20.2 말,2.28,3.2,3.3,전일비,19말비
￦/ U$,"1,115.70","1,156.40","1,213.70","1,213.70","1,193.70","1,195.20",0.13,3.36
"선물환( NDF,1 월물)","1,114.90","1,155.40","1,214.40","1,214.40","1,193.10","1,194.30",0.10,3.37
￦/ CNY,162.79,165.50,173.39,173.39,171.57,171.20,△0.22,3.44
￦/ Y100,"1,008.86","1,059.75","1,114.82","1,114.82","1,102.83","1,108.62",0.53,4.61
Y/U$,110.59,109.12,108.87,108.87,108.24,107.81,△0.40,△1.20
U$/EUR,1.1455,1.1194,1.1001,1.1001,1.1044,1.1146,0.92,△0.43
CNY/U$,6.8522,6.9848,7.0072,7.0072,6.9689,6.9735,0.07,△0.16

[국제금리·주가·가산금리]
,‘18 말,‘19 말,‘20.2 말,2.28,3.2,3.3,전일비,19말비
"LIBOR ($, 3 월, %)",2.81,1.94,1.61,1.61,1.46,1.46,0,△0.48
DOW,"23,062","28,645","25,767","25,767","25,409","26,703",5.09%,△6.18%
NIKKEI,"20,015","23,657","21,143","21,143","21,344","21,083",△1.22%,△10.88%
SHANGHAI COMP,"2,494","3,040","2,880","2,880","2,971","2,993",0.74%,△1.44%
"외평채가산금리(23년물, bp)",63,37,42,42,44,41,△3.00,5.00
"CDS (5 년, bp)",40,22,35,35,33,31,△2.19,8.83
"CRS (1 년, %)",1.21,0.83,0.46,0.46,0.39,0.35,△0.04,△0.48

[유가·곡물·원자재]
,‘18 말,‘19 말,‘20.2 말,2.27,2.28,3.2,전일비,19말비
Dubai ($/ 배럴),52.86,67.27,49.05,50.62,49.05,50.58,3.12%,△24.81%
WTI 선물 ($/배럴),45.33,61.06,44.76,47.09,44.76,46.75,4.45%,△23.44%
밀 (센트/부셀),512,559,525,528,525,523,△0.38%,△6.44%
옥수수 (센트/부셀),376,388,368,368,368,376,2.17%,△3.09%
동 ($/톤),"6,018","6,156","5,573","5,618","5,573","5,640",1.20%,△8.38%
알루미늄 ($/톤),"1,881","1,800","1,663","1,671","1,663","1,685",1.32%,△6.39%

[반도체]
,‘18,‘19,‘19.12 월,‘20.1 월,2월,2.27,2.28,3.2,3월 (~2)
"D 램(8 G) 현물가($, 기간평균)",8.14,3.93,2.91,3.24,3.39,3.42,3.43,3.45,3.45
"(%, YoY)",8.3,△51.7,△55.0,△45.6,△41.4,△38.7,△37.7,△37.1,△31.7
"낸드(128 G) 현물가($, 기간평균)",6.35,5.34,5.94,6.08,6.11,6.07,6.09,6.10,6.10
"(%, YoY)",△2.6,△15.9,7.3,17.2,22.7,22.7,23.0,23.7,23.9
