일일경제지표('19.6.17)
"data_date,2019-06-17"

[표]
일일경제지표 (19. 6. 17. 월) 17:30 현재

[금리]
,‘17 말,‘18 말,‘19.5 말,6.13,6.14,6.17,전일비,18말비
콜금리 (1일),1.55,1.82,1.76,1.75,1.75,1.74,△0.01,△0.08
CD (91 일),1.66,1.93,1.84,1.81,1.81,1.80,△0.01,△0.13
국고채 (3년),2.14,1.82,1.59,1.48,1.47,1.49,0.02,△0.33
"회사채 (3년, AA-)",2.68,2.29,2.08,2.00,1.99,2.01,0.02,△0.28
"외국인 채권 순매수 * (상장 , 억원)",△66,"△1,422","6,501",891,"1,221","4,603","3,382",-

[주가]
,‘17 말,‘18 말,‘19.5 말,6.13,6.14,6.17,전일비,18말비
KOSPI,"2,467.49","2,041.04","2,041.74","2,103.15","2,095.41","2,090.73",△0.22%,2.43%
"- 거래대금 (억원, 일평균)","42,744","41,207","49,788","46,610","59,982","47,164",△21.37%,-
KOSDAQ,798.42,675.65,696.47,726.68,722.25,719.13,△0.43%,6.44%
"외국인순매수 (억원, 기간 중 * )","1,409","2,730","2,440",70,"△1,917","△1,698",△11,-

[환율]
,‘17 말,‘18 말,‘19.5 말,6.13,6.14,6.17,전일비,18말비
￦/ U$,"1,070.50","1,115.70","1,190.90","1,183.10","1,185.30","1,186.50",0.10,6.35
"선물환( NDF,1 월물)","1,070.00","1,114.90","1,189.50","1,181.80","1,183.80","1,185.40",0.14,6.32
￦/ CNY,163.90,162.79,172.56,170.93,171.11,171.35,0.14,5.26
￦/ Y100,949.28,"1,008.86","1,093.27","1,192.63","1,094.45","1,092.84",△0.15,8.32
Y/U$,112.77,110.59,108.93,108.28,108.30,108.57,0.25,△1.83
U$/EUR,1.1927,1.1455,1.1133,1.1302,1.1275,1.1210,△0.58,△2.14
CNY/U$,6.5426,6.8522,6.9049,6.9194,6.9227,6.9241,0.02,1.05

[국제금리·주가·가산금리]
,‘17 말,‘18 말,‘19.5 말,6.13,6.14,6.17,전일비,18말비
"LIBOR ($, 3 월, %)",1.69,2.81,2.52,2.45,2.43,2.40,△0.17,0.36
DOW,"24,719","23,062","25,170","26,005","26,107","26,090",1.11%,13.20%
NIKKEI,"22,765","20,015","20,601","21,032","21,117","21,124",0.03%,5.54%
SHANGHAI COMP,"3,307","2,494","2,899","2,911","2,882","2,888",0.20%,15.79%
"외평채가산금리(23년물, bp)",76,63,30,30,30,30,17.00,△33.00
"CDS (5 년, bp)",56,40,37,33,33,33,0.23,△7.02
"CRS (1 년, %)",1.38,1.21,0.86,0.84,0.81,0.82,0.01,△0.39

[유가·곡물·원자재]
,‘17 말,‘18 말,‘19.5 말,6.12,6.13,6.14,전일비,18말비
Dubai ($/ 배럴),64.33,52.86,63.83,59.90,60.28,59.90,△0.63%,13.32%
WTI 선물 ($/배럴),60.42,45.33,53.50,51.14,52.28,52.51,0.44%,15.84%
밀 (센트/부셀),427,512,503,526,536,539,0.56%,5.27%
옥수수 (센트/부셀),351,376,427,430,442,453,2.49%,20.48%
동 ($/톤),"7,157","6,018","5,781","5,829","5,798","5,806",0.14%,△3.52%
알루미늄 ($/톤),"2,242","1,881","1,761","1,754","1,756","1,738",△1.03%,△7.60%

[반도체]
,‘17,‘18,19.3 월,4월,5월,6.12,6.13,6.14,6월 (~14)
"D 램(8 G) 현물가($, 기간평균)",7.51,8.14,5.05,4.25,3.74,3.43,3.42,3.41,3.50
"(%, YoY)",41.6,8.3,△44.3,△52.6,△57.5,△60.2,△60.3,△60.4,△59.0
"낸드(128 G) 현물가($, 기간평균)",6.52,6.35,4.92,4.96,5.07,5.06,5.02,5.02,5.05
"(%, YoY)",33.8,△2.6,△27.9,△26.7,△24.6,△24.3,△24.8,△24.8,△24.4
