일일경제지표('19.8.22)
"data_date,2019-08-22"

[표]
일일경제지표 (19. 8. 22. 목) 17:30 현재

[금리]
,‘17 말,‘18 말,‘19.7 말,8.20,8.21,8.22,전일비,18말비
콜금리 (1일),1.55,1.82,1.52,1.51,1.51,1.51,0,△0.31
CD (91 일),1.66,1.93,1.50,1.49,1.49,1.49,0,△0.44
국고채 (3년),2.14,1.82,1.29,1.10,1.16,1.13,△0.03,△0.69
"회사채 (3년, AA-)",2.68,2.29,1.80,1.64,1.69,1.66,△0.03,△0.63
"외국인 채권 순매수 * (상장 , 억원)",△66,"△1,422","2,141",△76,"4,943","2,484","△2,459",-

[주가]
,‘17 말,‘18 말,‘19.7 말,8.20,8.21,8.22,전일비,18말비
KOSPI,"2,467.49","2,041.04","2,024.55","1,960.25","1,964.65","1,951.01",△0.69%,△4.41%
"- 거래대금 (억원, 일평균)","42,744","41,207","38,774","37,715","41,302","38,218",△7.47%,-
KOSDAQ,798.42,675.65,630.18,607.01,615.96,612.25,△0.60%,△9.38%
"외국인순매수 (억원, 기간 중 * )","1,409","2,730",△212,"1,133","△1,565","△2,390",53,-

[환율]
,‘17 말,‘18 말,‘19.7 말,8.20,8.21,8.22,전일비,18말비
￦/ U$,"1,070.50","1,115.70","1,183.10","1,208.30","1,202.50","1,207.40",0.41,8.22
"선물환( NDF,1 월물)","1,070.00","1,114.90","1,181.80","1,207.10","1,201.50","1,206.40",0.41,8.21
￦/ CNY,163.90,162.79,171.80,171.06,170.33,170.37,0.02,4.66
￦/ Y100,949.28,"1,008.86","1,090.21","1,134.77","1,129.43","1,135.74",0.56,12.58
Y/U$,112.77,110.59,108.52,106.48,106.47,106.31,△0.15,△3.87
U$/EUR,1.1927,1.1455,1.1157,1.1075,1.1095,1.1076,△0.17,△3.31
CNY/U$,6.5426,6.8522,6.8859,7.0602,7.0563,7.0736,0.25,3.23

[국제금리·주가·가산금리]
,‘17 말,‘18 말,‘19.7 말,8.20,8.21,8.22,전일비,18말비
"LIBOR ($, 3 월, %)",1.69,2.81,2.26,2.14,2.15,2.15,△0.45,0.52
DOW,"24,719","23,062","27,198","26,136","25,962","26,203",0.55%,12.57%
NIKKEI,"22,765","20,015","21,522","20,677","20,619","20,628",0.05%,3.06%
SHANGHAI COMP,"3,307","2,494","2,933","2,880","2,880","2,883",0.11%,15.62%
"외평채가산금리(23년물, bp)",76,63,30,33,33,33,17.00,△30.00
"CDS (5 년, bp)",56,40,29,31,32,32,0.41,△8.82
"CRS (1 년, %)",1.38,1.21,0.70,0.45,0.48,0.50,0.02,△0.72

[유가·곡물·원자재]
,‘17 말,‘18 말,‘19.7 말,8.19,8.20,8.21,전일비,18말비
Dubai ($/ 배럴),64.33,52.86,64.57,58.40,59.24,60.09,1.43%,13.68%
WTI 선물 ($/배럴),60.42,45.33,58.58,56.21,56.34,55.68,△1.17%,22.83%
밀 (센트/부셀),427,512,487,473,473,468,△1.06%,△8.59%
옥수수 (센트/부셀),351,376,410,375,375,370,△1.33%,△1.60%
동 ($/톤),"7,157","6,018","5,926","5,756","5,698","5,697",△0.02%,△5.33%
알루미늄 ($/톤),"2,242","1,881","1,777","1,763","1,757","1,751",△0.34%,△6.91%

[반도체]
,‘17,‘18,19. 5월,6월,7월,8.19,8.20,8.21,8월 (~21)
"D 램(8 G) 현물가($, 기간평균)",7.51,8.14,3.74,3.38,3.39,3.52,3.52,3.50,3.58
"(%, YoY)",41.6,8.3,△57.5,△60.4,△57.6,△54.5,△54.6,△54.8,△53.5
"낸드(128 G) 현물가($, 기간평균)",6.52,6.35,5.07,5.04,5.20,5.46,5.46,5.46,5.37
"(%, YoY)",33.8,△2.6,△24.6,△24.5,△21.3,△16.0,△16.0,△16.0,△15.1
