일일 경제지표('22.6.22)
"data_date,2022-06-22"

[표]
일일경제지표 (22. 6. 22. 수) 17:30 현재

[금리]
,’20 말,’21 말,’22.5 말,6/20,6/21,6/22,전일비,21말비
콜금리 (1일),0.57,1.11,1.73,1.73,1.71,1.71,0,0.60
CD (91 일),0.66,1.29,1.96,1.99,1.99,2.00,0.01,0.71
국고채 (3년),0.98,1.80,3.03,3.68,3.66,3.52,△0.14,1.72
"회사채 (3년, AA-)",2.21,2.42,3.81,4.41,4.40,4.28,△0.13,1.86
"외국인 채권 순매수 * (상장 , 억원)","5,408","1,858",652,122,"3,108","7,627","4,519",-

[주가]
,‘20 말,‘21 말,‘22.5 말,6/20,6/21,6/22,전일비,21말비
KOSPI,"2,873.47","2,977.65","2,685.90","2,391.03","2,408.93","2,342.81",△2.74%,△21.32%
"- 거래대금 (억원, 일평균)","179,288","132,923","100,396","157,619","137,935","115,488",△16.27%,-
KOSDAQ,968.42,"1,033.98",893.36,769.92,778.30,746.96,△4.03%,△27.76%
"외국인순매수 (억원, 기간 중 * )","1,840","△2,389","10,115","△8,107","△2,300","△3,805",65,-

[환율]
,‘20 말,‘21 말,‘22.5 말,6/20,6/21,6/22,전일비,21말비
￦/ U$,"1,086.30","1,188.80","1,237.20","1,292.40","1,293.60","1,297.30",0.29,9.13
"선물환( NDF,1 월물)","1,086.30","1,190.00","1,237.40","1,290.90","1,292.60","1,296.80",0.32,8.97
￦/ CNY,166.04,186.51,185.67,193.25,193.19,193.09,△0.05,3.53
￦/ Y100,"1,051.19","1,032.48",967.77,958.19,957.80,951.03,△0.71,△7.89
Y/U$,103.34,115.14,127.84,134.88,135.06,136.41,1.00,18.47
U$/EUR,1.2279,1.1318,1.0741,1.0528,1.0518,1.0507,△0.10,△7.17
CNY/U$,6.5305,6.3681,6.6520,6.6801,6.6937,6.7226,0.43,5.57

[국제금리·주가·가산금리]
,’20 말,’21 말,’22.5 말,6/20,6/21,6/22,전일비,21말비
"LIBOR ($, 3 월, %)",0.25,0.22,1.58,2.10,2.12,2.15,0.03,1.94
DOW,"30,410","36,489","33,213","29,889","29,889","30,530",2.15%,△16.33%
NIKKEI,"27,444","28,792","27,280","25,771","26,246","26,150",△0.37%,△9.18%
SHANGHAI COMP,"3,473","3,619","3,186","3,315","3,307","3,267",△1.20%,△9.73%
"외평채가산금리(30년만기, bp)",32,15,36,38,39,38,△1.00,23.00
"CDS (5 년, bp)",22,21,45,49,48,49,1.41,27.94
"CRS (1 년, %)",0.24,1.00,1.90,2.29,2.31,2.23,△0.08,1.24

[유가·곡물·원자재]
,‘20 말,’21 말,’22.5 말,6/17,6/20,6/21,전일비,21말비
Dubai ($/ 배럴),51.14,77.12,116.41,116.29,108.43,111.79,3.10%,44.96%
WTI 선물 ($/배럴),48.52,75.21,114.67,109.56,주1) 109.56,110.65,0.99%,47.12%
밀 (센트/부셀),641,771,"1,088","1,034","주2) 1,034",975,△5.71%,26.46%
옥수수 (센트/부셀),484,593,754,785,주3) 785,702,△10.57%,18.38%
동 ($/톤),"7,742","9,692","9,501","9,101","8,875","9,000",1.41%,△7.14%
알루미늄 ($/톤),"1,978","2,806","2,817","2,474","2,462","2,520",2.36%,△10.19%

[반도체]
,’20,‘21,‘22.3 월,4월,5월,6/17,6/20,6/21,6월 (~21)
"D 램(8 G) 현물가($, 기간평균)",3.07,3.42,3.85,3.63,3.42,3.42,3.42,3.39,3.41
"(%, YoY)",△21.9,8.0,△11.9,△17.8,△23.6,△23.8,△24.2,△25.0,△24.6
"낸드(128 G) 현물가($, 기간평균)",5.71,7.45,7.89,8.09,8.25,8.24,8.05,7.90,8.21
"(%, YoY)",7.0,32.8,33.5,34.7,33.7,27.2,23.8,20.5,26.1
