일일경제지표('21.8.19)
"data_date,2021-08-19"

[표]
일일경제지표 (21. 8. 19. 목) 17:30 현재

[금리]
,‘19 말,‘20 말,‘21.7 말,8.17,8.18,8.19,전일비,20말비
콜금리 (1일),1.31,0.57,0.51,0.54,0.51,0.50,△0.01,△0.07
CD (91 일),1.53,0.66,0.70,0.74,0.75,0.76,0.01,0.10
국고채 (3년),1.36,0.98,1.42,1.40,1.39,1.36,△0.03,0.38
"회사채 (3년, AA-)",1.94,2.21,1.85,1.83,1.82,1.79,△0.03,△0.42
"외국인 채권 순매수 * (상장 , 억원)",100,"5,408","1,351","5,763","5,428","2,597","△2,831",-

[주가]
,‘19 말,‘20 말,‘21.7 말,8.17,8.18,8.19,전일비,20말비
KOSPI,"2,197.67","2,873.47","3,202.32","3,143.09","3,158.93","3,097.83",△1.93%,7.81%
"- 거래대금 (억원, 일평균)","54,296","179,288","129,226","236,886","254,539","197,399",△22.45%,-
KOSDAQ,669.83,968.42,"1,031.14","1,011.05","1,021.08",991.15,△2.93%,2.35%
"외국인순매수 (억원, 기간 중 * )","△2,816","1,840","△8,348","△4,955",△787,"△4,814",512,-

[환율]
,‘19 말,‘20 말,‘21.7 말,8.17,8.18,8.19,전일비,20말비
￦/ U$,"1,156.40","1,086.30","1,150.30","1,176.30","1,168.00","1,176.20",0.70,8.28
"선물환( NDF,1 월물)","1,155.40","1,086.30","1,150.70","1,177.20","1,169.20","1,177.10",0.68,8.36
￦/ CNY,165.50,166.04,178.19,181.57,180.30,181.15,0.47,9.10
￦/ Y100,"1,059.75","1,051.19","1,049.45","1,076.02","1,065.79","1,069.66",0.36,1.76
Y/U$,109.12,103.34,109.61,109.32,109.59,109.96,0.34,6.41
U$/EUR,1.1194,1.2279,1.1876,1.1762,1.1717,1.1673,△0.38,△4.94
CNY/U$,6.9848,6.5305,6.4630,6.4811,6.4825,6.4977,0.23,△0.50

[국제금리·주가·가산금리]
,‘19 말,‘20 말,’21.7 말,8.17,8.18,8.19,전일비,20말비
"LIBOR ($, 3 월, %)",1.94,0.25,0.13,0.12,0.12,0.13,0.00,△0.13
DOW,"28,645","30,410","35,081","35,625","35,343","34,961",△1.08%,14.97%
NIKKEI,"23,657","27,444","27,284","27,424","27,586","27,281",△1.10%,△0.59%
SHANGHAI COMP,"3,040","3,473","3,397","3,447","3,485","3,466",△0.57%,△0.22%
"외평채가산금리(30년만기, bp)",50,32,19,18,19,18,△1.00,△14.00
"CDS (5 년, bp)",22,22,19,18,18,19,0.24,△3.72
"CRS (1 년, %)",0.83,0.24,0.60,0.51,0.55,0.55,△0.01,0.31

[유가·곡물·원자재]
,‘19 말,‘20 말,’21.7 말,8.16,8.17,8.18,전일비,20말비
Dubai ($/ 배럴),67.27,51.14,73.90,68.90,68.45,68.58,0.19%,34.10%
WTI 선물 ($/배럴),61.06,48.52,73.95,67.29,66.59,65.46,△1.70%,34.91%
밀 (센트/부셀),559,641,704,761,735,751,2.18%,17.16%
옥수수 (센트/부셀),388,484,545,569,563,565,0.36%,16.74%
동 ($/톤),"6,156","7,742","9,748","9,377","9,347","9,149",△2.12%,18.17%
알루미늄 ($/톤),"1,800","1,978","2,590","2,644","2,633","2,590",△1.63%,30.94%

[반도체]
,‘19,‘20,’21.5 월,6월,7월,8.16,8.17,8.18,8월 (~18)
"D 램(8 G) 현물가($, 기간평균)",3.93,3.07,4.48,4.52,4.55,4.21,4.21,4.19,4.33
"(%, YoY)",△51.7,△21.9,41.3,54.2,70.2,63.8,63.9,63.4,67.8
"낸드(128 G) 현물가($, 기간평균)",5.34,5.71,6.17,6.51,6.74,6.85,6.85,6.84,6.84
"(%, YoY)",△15.9,7.0,9.2,20.2,23.7,22.9,22.9,22.6,22.9
