일일경제지표('20.10.13)
"data_date,2020-10-13"

[표]
일일경제지표 (20. 10. 13. 화) 17:30 현재

[금리]
,‘18 말,‘19 말,‘20.9 말,10.8,10.12,10.13,전일비,19말비
콜금리 (1일),1.82,1.31,0.48,0.48,0.53,0.54,0.01,△0.77
CD (91 일),1.93,1.53,0.63,0.63,0.63,0.63,0,△0.90
국고채 (3년),1.82,1.36,0.85,0.91,0.93,0.92,△0.00,△0.44
"회사채 (3년, AA-)",2.29,1.94,2.19,2.24,2.25,2.25,△0.00,0.31
"외국인 채권 순매수 * (상장 , 억원)","△1,422",100,"3,237","5,542","△5,162","3,698","8,860",-

[주가]
,‘18 말,‘19 말,‘20.9 말,10.8,10.12,10.13,전일비,19말비
KOSPI,"2,041.04","2,197.67","2,327.89","2,391.96","2,403.73","2,403.15",△0.02%,9.35%
"- 거래대금 (억원, 일평균)","41,207","54,296","89,711","89,711","125,304","106,932",△14.66%,-
KOSDAQ,675.65,669.83,848.15,871.62,873.50,871.92,△0.18%,30.17%
"외국인순매수 (억원, 기간 중 * )","2,730","△2,816","△1,350","7,611","1,112","1,482",33,-

[환율]
,‘18 말,‘19 말,‘20.9 말,10.8,10.12,10.13,전일비,19말비
￦/ U$,"1,115.70","1,156.40","1,169.50","1,153.30","1,146.80","1,147.10",0.03,△0.80
"선물환( NDF,1 월물)","1,114.90","1,155.40","1,170.00","1,153.80","1,147.60","1,147.50",△0.01,△0.68
￦/ CNY,162.79,165.50,171.50,169.84,170.51,170.36,△0.09,2.94
￦/ Y100,"1,008.86","1,059.75","1,107.27","1,088.22","1,087.12","1,088.64",0.14,2.73
Y/U$,110.59,109.12,105.62,105.72,105.49,105.37,△0.11,△3.44
U$/EUR,1.1455,1.1194,1.1670,1.1740,1.1811,1.1793,△0.15,5.35
CNY/U$,6.8522,6.9848,6.8225,6.7898,6.7168,6.7461,0.44,△3.42

[국제금리·주가·가산금리]
,‘18 말,‘19 말,‘20.9 말,10.8,10.12,10.13,전일비,19말비
"LIBOR ($, 3 월, %)",2.81,1.94,0.22,0.23,0.22,0.22,0,△1.72
DOW,"23,062","28,645","27,584","28,303","28,587","28,838",0.88%,1.32%
NIKKEI,"20,015","23,657","23,539","23,647","23,559","23,602",0.18%,△0.23%
SHANGHAI COMP,"2,494","3,040","3,237","3,218","3,358","3,360",0.04%,10.64%
"외평채가산금리(23년물, bp)",63,37,38,34,35,35,0,△1.00
"CDS (5 년, bp)",40,22,27,25,25,25,0.04,2.58
"CRS (1 년, %)",1.21,0.83,0.08,0.10,0.11,0.12,0.01,△0.71

[유가·곡물·원자재]
,‘18 말,‘19 말,‘20.9 말,10.8,10.9,10.12,전일비,19말비
Dubai ($/ 배럴),52.86,67.27,40.36,41.46,42.06,41.28,△1.85%,△38.64%
WTI 선물 ($/배럴),45.33,61.06,40.22,41.19,40.60,39.43,△2.88%,△35.42%
밀 (센트/부셀),512,559,578,595,594,594,0,6.26%
옥수수 (센트/부셀),376,388,379,387,395,389,△1.52%,0.26%
동 ($/톤),"6,018","6,156","6,610","6,612","6,741","6,769",0.42%,9.96%
알루미늄 ($/톤),"1,881","1,800","1,737","1,786","1,806","1,830",1.33%,1.67%

[반도체]
,‘18,‘19,‘20.7 월,8월,9월,10.8,10.9,10.12,10월 (~12)
"D 램(8 G) 현물가($, 기간평균)",8.14,3.93,2.68,2.58,2.90,2.95,2.95,2.96,2.95
"(%, YoY)",8.3,△51.7,△21.0,△27.0,△11.2,△3.3,△3.7,△3.5,△1.8
"낸드(128 G) 현물가($, 기간평균)",6.35,5.34,5.45,5.57,5.64,5.64,5.64,5.64,5.64
"(%, YoY)",△2.6,△15.9,4.6,2.9,△0.9,△2.4,△2.4,△2.3,△2.4
