일일경제지표('19.4.29)
"data_date,2019-04-29"

[표]
일일경제지표 (19. 4. 29. 월) 17:30 현재

[금리]
,‘17 말,‘18 말,‘19.3 말,4.25,4.26,4.29,전일비,18말비
콜금리 (1일),1.55,1.82,1.90,1.73,1.73,1.73,0,△0.09
CD (91 일),1.66,1.93,1.90,1.85,1.84,1.84,0,△0.09
국고채 (3년),2.14,1.82,1.69,1.72,1.72,1.71,△0.01,△0.11
"회사채 (3년, AA-)",2.68,2.29,2.16,2.20,2.19,2.18,△0.01,△0.10
"외국인 채권 순매수 * (상장 , 억원)",△66,"△1,422",△473,"3,628","2,352","2,065",△287,-

[주가]
,‘17 말,‘18 말,‘19.3 말,4.25,4.26,4.29,전일비,18말비
KOSPI,"2,467.49","2,041.04","2,140.67","2,190.50","2,179.31","2,216.43",1.70%,8.59%
"- 거래대금 (억원, 일평균)","42,744","41,207","44,039","63,424","99,422","53,461",△46.23%,-
KOSDAQ,798.42,675.65,729.31,750.43,741.00,750.60,1.30%,11.09%
"외국인순매수 (억원, 기간 중 * )","1,409","2,730","1,044",△478,270,435,61,-

[환율]
,‘17 말,‘18 말,‘19.3 말,4.25,4.26,4.29,전일비,18말비
￦/ U$,"1,070.50","1,115.70","1,135.10","1,160.50","1,161.00","1,158.50",△0.22,3.84
"선물환( NDF,1 월물)","1,070.00","1,114.90","1,134.40","1,159.50","1,159.70","1,157.40",△0.20,3.81
￦/ CNY,163.90,162.79,168.94,172.12,172.34,172.06,△0.16,5.69
￦/ Y100,949.28,"1,008.86","1,025.48","1,037.09","1,039.58","1,037.90",△0.16,2.88
Y/U$,112.77,110.59,110.69,111.90,111.68,111.62,△0.05,0.93
U$/EUR,1.1927,1.1455,1.1232,1.1152,1.1138,1.1158,0.18,△2.59
CNY/U$,6.5426,6.8522,6.7222,6.7309,6.7345,6.7297,△0.07,△1.79

[국제금리·주가·가산금리]
,‘17 말,‘18 말,‘19.3 말,4.25,4.26,4.29,전일비,18말비
"LIBOR ($, 3 월, %)",1.69,2.81,2.60,2.58,2.59,2.58,△0.01,0.23
DOW,"24,719","23,062","25,717","26,597","26,462","26,543",2.49%,14.74%
NIKKEI,"22,765","20,015","21,251","22,308","22,259","22,259",0,11.21%
SHANGHAI COMP,"3,307","2,494","3,091","3,124","3,086","3,063",△0.77%,22.80%
"외평채가산금리(23년물, bp)",76,63,41,33,34,34,14.00,△29.00
"CDS (5 년, bp)",56,40,35,33,33,32,0.75,△8.55
"CRS (1 년, %)",1.38,1.21,1.29,1.16,1.17,1.14,0.03,△0.08

[유가·곡물·원자재]
,‘17 말,‘18 말,‘19.3 말,4.24,4.25,4.26,전일비,18말비
Dubai ($/ 배럴),64.33,52.86,67.23,73.67,74.46,73.45,△1.36%,38.95%
WTI 선물 ($/배럴),60.42,45.33,60.14,65.89,65.21,63.30,△2.93%,39.64%
밀 (센트/부셀),427,512,458,439,442,443,0.23%,△13.48%
옥수수 (센트/부셀),351,376,357,356,357,361,1.12%,△3.99%
동 ($/톤),"7,157","6,018","6,485","6,438","6,376","6,393",0.27%,6.23%
알루미늄 ($/톤),"2,242","1,881","1,900","1,854","1,852","1,832",△1.08%,△2.60%

[반도체]
,‘17,‘18,19.1월,2월,3월,4.24,4.25,4.26,4월 (~26)
"D 램(8 G) 현물가($, 기간평균)",7.51,8.14,6.06,5.79,5.05,4.09,4.03,3.98,4.28
"(%, YoY)",41.6,8.3,△36.8,△37.5,△44.3,△54.2,△54.8,△55.3,△52.3
"낸드(128 G) 현물가($, 기간평균)",6.52,6.35,5.18,4.98,4.92,5.03,5.07,5.06,4.95
"(%, YoY)",33.8,△2.6,△22.1,△25.3,△27.9,△25.4,△24.9,△25.0,△26.9
