일일경제지표('20.8.12)
"data_date,2020-08-12"

[표]
일일경제지표 (20. 8. 12. 수) 17:30 현재

[금리]
,‘18 말,‘19 말,‘20.7 말,8.10,8.11,8.12,전일비,19말비
콜금리 (1일),1.82,1.31,0.49,0.50,0.47,0.47,0,△0.84
CD (91 일),1.93,1.53,0.78,0.74,0.73,0.70,△0.03,△0.83
국고채 (3년),1.82,1.36,0.80,0.83,0.82,0.83,0.01,△0.53
"회사채 (3년, AA-)",2.29,1.94,2.18,2.19,2.18,2.19,0.01,0.26
"외국인 채권 순매수 * (상장 , 억원)","△1,422",100,"2,586","4,661",904,"1,035",131,-

[주가]
,‘18 말,‘19 말,‘20.7 말,8.10,8.11,8.12,전일비,19말비
KOSPI,"2,041.04","2,197.67","2,249.37","2,386.38","2,418.67","2,432.35",0.57%,10.68%
"- 거래대금 (억원, 일평균)","41,207","54,296","135,502","175,857","195,113","196,804",0.87%,-
KOSDAQ,675.65,669.83,815.30,862.76,860.23,845.60,△1.70%,26.24%
"외국인순매수 (억원, 기간 중 * )","2,730","△2,816","△1,739","△2,243","1,082","△2,886",△367,-

[환율]
,‘18 말,‘19 말,‘20.7 말,8.10,8.11,8.12,전일비,19말비
￦/ U$,"1,115.70","1,156.40","1,191.30","1,185.60","1,185.60","1,185.30",△0.03,2.50
"선물환( NDF,1 월물)","1,114.90","1,155.40","1,190.90","1,185.60","1,185.50","1,185.20",△0.03,2.58
￦/ CNY,162.79,165.50,170.41,170.07,170.55,170.56,0.01,3.06
￦/ Y100,"1,008.86","1,059.75","1,141.42","1,120.71","1,116.49","1,110.87",△0.50,4.82
Y/U$,110.59,109.12,104.37,105.79,106.19,106.70,0.48,△2.22
U$/EUR,1.1455,1.1194,1.1885,1.1782,1.1733,1.1728,△0.04,4.77
CNY/U$,6.8522,6.9848,6.9903,6.9653,6.9552,6.9470,△0.12,△0.54

[국제금리·주가·가산금리]
,‘18 말,‘19 말,‘20.7 말,8.10,8.11,8.12,전일비,19말비
"LIBOR ($, 3 월, %)",2.81,1.94,0.26,0.25,0.25,0.26,0.00,△1.69
DOW,"23,062","28,645","26,314","27,433","27,791","27,687",△0.38%,△2.72%
NIKKEI,"20,015","23,657","21,710","22,330","22,750","22,844",0.41%,△3.44%
SHANGHAI COMP,"2,494","3,040","3,310","3,379","3,340","3,319",△0.63%,9.30%
"외평채가산금리(23년물, bp)",63,37,48,48,47,47,0,11.00
"CDS (5 년, bp)",40,22,24,23,23,23,0.37,0.89
"CRS (1 년, %)",1.21,0.83,0,0.04,0.06,0.08,0.02,△0.75

[유가·곡물·원자재]
,‘18 말,‘19 말,‘20.7 말,8.7,8.10,8.11,전일비,19말비
Dubai ($/ 배럴),52.86,67.27,43.14,43.88,43.88,44.12,0.55%,△34.41%
WTI 선물 ($/배럴),45.33,61.06,40.27,41.22,41.94,41.61,△0.79%,△31.85%
밀 (센트/부셀),512,559,531,496,491,538,9.57%,△3.76%
옥수수 (센트/부셀),376,388,327,321,323,324,0.31%,△16.49%
동 ($/톤),"6,018","6,156","6,447","6,437","6,363","6,357",△0.09%,3.27%
알루미늄 ($/톤),"1,881","1,800","1,686","1,744","1,730","1,750",1.16%,△2.78%

[반도체]
,‘18,‘19,‘20.5 월,6월,7월,8.7,8.10,8.11,8월 (~11)
"D 램(8 G) 현물가($, 기간평균)",8.14,3.93,3.17,2.93,2.68,2.61,2.61,2.61,2.61
"(%, YoY)",8.3,△51.7,△15.1,△13.0,△21.0,△27.9,△27.2,△27.1,△26.2
"낸드(128 G) 현물가($, 기간평균)",6.35,5.34,5.65,5.41,5.45,5.57,5.55,5.55,5.56
"(%, YoY)",△2.6,△15.9,11.4,7.3,4.6,5.0,3.7,3.3,2.6
