일일경제지표('19.9.11)
"data_date,2019-09-11"

[표]
일일경제지표 (19. 9. 11. 수) 17:30 현재

[금리]
,‘17 말,‘18 말,‘19.8 말,9.9,9.10,9.11,전일비,18말비
콜금리 (1일),1.55,1.82,1.51,1.53,1.56,1.51,△0.05,△0.38
CD (91 일),1.66,1.93,1.49,1.54,1.54,1.54,0,△0.39
국고채 (3년),2.14,1.82,1.17,1.24,1.24,1.26,0.02,△0.54
"회사채 (3년, AA-)",2.68,2.29,1.69,1.74,1.75,1.76,0.02,△0.51
"외국인 채권 순매수 * (상장 , 억원)",△66,"△1,422","2,328","13,305","5,297",147,"△5,150",-

[주가]
,‘17 말,‘18 말,‘19.8 말,9.9,9.10,9.11,전일비,18말비
KOSPI,"2,467.49","2,041.04","1,967.79","2,019.55","2,032.08","2,049.20",0.84%,0.40%
"- 거래대금 (억원, 일평균)","42,744","41,207","37,095","36,671","44,018","44,587",1.29%,-
KOSDAQ,798.42,675.65,610.55,625.77,623.25,630.37,1.14%,△6.70%
"외국인순매수 (억원, 기간 중 * )","1,409","2,730","2,528","1,778",△67,"△2,569","3,742",-

[환율]
,‘17 말,‘18 말,‘19.8 말,9.9,9.10,9.11,전일비,18말비
￦/ U$,"1,070.50","1,115.70","1,211.20","1,193.00","1,193.30","1,191.00",△0.19,6.75
"선물환( NDF,1 월물)","1,070.00","1,114.90","1,210.50","1,191.60","1,192.20","1,189.80",△0.20,6.72
￦/ CNY,163.90,162.79,169.65,167.35,167.98,167.40,△0.35,2.83
￦/ Y100,949.28,"1,008.86","1,138.99","1,116.00","1,111.80","1,104.72",△0.64,9.50
Y/U$,112.77,110.59,106.34,106.90,107.33,107.81,0.45,△2.51
U$/EUR,1.1927,1.1455,1.1035,1.1023,1.1043,1.1043,0,△3.60
CNY/U$,6.5426,6.8522,7.1539,7.1331,7.1171,7.1127,△0.06,3.80

[국제금리·주가·가산금리]
,‘17 말,‘18 말,‘19.8 말,9.9,9.10,9.11,전일비,18말비
"LIBOR ($, 3 월, %)",1.69,2.81,2.12,2.13,2.13,2.14,△0.46,0.52
DOW,"24,719","23,062","26,362","26,797","26,836","26,909",3.93%,16.36%
NIKKEI,"22,765","20,015","20,704","21,318","21,392","21,574",0.85%,7.79%
SHANGHAI COMP,"3,307","2,494","2,886","3,025","3,021","3,010",△0.37%,20.69%
"외평채가산금리(23년물, bp)",76,63,34,36,36,36,17.00,△27.00
"CDS (5 년, bp)",56,40,33,30,29,29,0.16,△11.57
"CRS (1 년, %)",1.38,1.21,0.54,0.57,0.61,0.66,0.06,△0.55

[유가·곡물·원자재]
,‘17 말,‘18 말,‘19.8 말,9.6,9.9,9.10,전일비,18말비
Dubai ($/ 배럴),64.33,52.86,59.62,59.23,60.12,60.89,1.28%,15.19%
WTI 선물 ($/배럴),60.42,45.33,55.10,56.52,57.85,57.40,△0.78%,26.63%
밀 (센트/부셀),427,512,463,464,475,482,1.47%,△5.86%
옥수수 (센트/부셀),351,376,370,356,354,362,2.26%,△3.72%
동 ($/톤),"7,157","6,018","5,678","5,788","5,771","5,738",△0.57%,△4.65%
알루미늄 ($/톤),"2,242","1,881","1,713","1,762","1,769","1,776",0.40%,△5.58%

[반도체]
,‘17,‘18,‘19.6 월,7월,8월,9.6,9.9,9.10,9월 (~10)
"D 램(8 G) 현물가($, 기간평균)",7.51,8.14,3.38,3.39,3.53,3.31,3.30,3.27,3.33
"(%, YoY)",41.6,8.3,△60.4,△57.6,△54.1,△55.5,△55.7,△56.1,△54.8
"낸드(128 G) 현물가($, 기간평균)",6.52,6.35,5.04,5.20,5.42,5.63,5.63,5.66,5.62
"(%, YoY)",33.8,△2.6,△24.5,△21.3,△14.3,△4.2,△4.2,△3.6,△3.6
