일일경제지표('20.4.20)
"data_date,2020-04-20"

[표]
일일경제지표 (20. 4. 20. 월) 17:30 현재

[금리]
,‘18 말,‘19 말,‘20.3 말,4.16,4.17,4.20,전일비,19말비
콜금리 (1일),1.82,1.31,0.76,0.74,0.73,0.74,0.01,△0.57
CD (91 일),1.93,1.53,1.10,1.10,1.10,1.10,0,△0.43
국고채 (3년),1.82,1.36,1.07,0.98,1.01,1.01,0.01,△0.35
"회사채 (3년, AA-)",2.29,1.94,2.08,2.12,2.15,2.15,0.00,0.22
"외국인 채권 순매수 * (상장 , 억원)","△1,422",100,720,"△1,384","6,431","11,620","5,189",-

[주가]
,‘18 말,‘19 말,‘20.3 말,4.16,4.17,4.20,전일비,19말비
KOSPI,"2,041.04","2,197.67","1,754.64","1,857.07","1,914.53","1,898.36",△0.84%,△13.62%
"- 거래대금 (억원, 일평균)","41,207","54,296","90,810","99,958","107,107","141,277",31.90%,-
KOSDAQ,675.65,669.83,569.07,623.43,634.79,637.82,0.48%,△4.78%
"외국인순매수 (억원, 기간 중 * )","2,730","△2,816","△1,724","△4,970","2,726","△5,224",△292,-

[환율]
,‘18 말,‘19 말,‘20.3 말,4.16,4.17,4.20,전일비,19말비
￦/ U$,"1,115.70","1,156.40","1,217.40","1,228.70","1,217.90","1,220.50",0.21,5.54
"선물환( NDF,1 월물)","1,114.90","1,155.40","1,216.20","1,227.20","1,216.80","1,218.70",0.16,5.48
￦/ CNY,162.79,165.50,171.87,173.66,172.22,172.49,0.16,4.22
￦/ Y100,"1,008.86","1,059.75","1,123.48","1,140.01","1,130.83","1,131.66",0.07,6.79
Y/U$,110.59,109.12,108.36,107.78,107.70,107.85,0.14,△1.16
U$/EUR,1.1455,1.1194,1.1003,1.0889,1.0848,1.0847,△0.01,△3.10
CNY/U$,6.8522,6.9848,7.0927,7.0778,7.0785,7.0780,△0.01,1.33

[국제금리·주가·가산금리]
,‘18 말,‘19 말,‘20.3 말,4.16,4.17,4.20,전일비,19말비
"LIBOR ($, 3 월, %)",2.81,1.94,1.45,1.18,1.13,1.11,△0.03,△0.84
DOW,"23,062","28,645","22,327","23,504","23,538","24,242",2.99%,△14.83%
NIKKEI,"20,015","23,657","18,917","19,290","19,897","19,669",△1.15%,△16.86%
SHANGHAI COMP,"2,494","3,040","2,750","2,820","2,838","2,853",0.50%,△6.07%
"외평채가산금리(23년물, bp)",63,37,59,72,72,72,0,36.00
"CDS (5 년, bp)",40,22,40,32,33,33,0.29,10.74
"CRS (1 년, %)",1.21,0.83,△0.53,△0.29,△0.24,△0.25,△0.01,△1.08

[유가·곡물·원자재]
,‘18 말,‘19 말,‘20.3 말,4.14,4.16,4.17,전일비,19말비
Dubai ($/ 배럴),52.86,67.27,23.43,19.68,19.72,20.61,4.51%,△69.36%
WTI 선물 ($/배럴),45.33,61.06,20.48,19.87,19.87,18.27,△8.05%,△70.08%
밀 (센트/부셀),512,559,569,541,531,534,0.56%,△4.47%
옥수수 (센트/부셀),376,388,341,319,320,322,0.63%,△17.01%
동 ($/톤),"6,018","6,156","4,797","5,055","5,099","5,176",1.51%,△15.92%
알루미늄 ($/톤),"1,881","1,800","1,489","1,470","1,476","1,483",0.47%,△17.61%

[반도체]
,‘18,‘19,‘20.1 월,2월,3월,4.15,4.16,4.17,4월 (~17)
"D 램(8 G) 현물가($, 기간평균)",8.14,3.93,3.24,3.39,3.54,3.50,3.48,3.47,3.58
"(%, YoY)",8.3,△51.7,△45.6,△41.4,△29.8,△17.2,△17.5,△17.1,△15.7
"낸드(128 G) 현물가($, 기간평균)",6.35,5.34,6.08,6.11,6.00,5.76,5.76,5.74,5.78
"(%, YoY)",△2.6,△15.9,17.2,22.7,21.8,16.8,16.7,16.4,16.5
