일일경제지표('20.7.21)
"data_date,2020-07-21"

[표]
일일경제지표 (20. 7. 21. 화) 17:30 현재

[금리]
,‘18 말,‘19 말,‘20.6 말,7.17,7.20,7.21,전일비,19말비
콜금리 (1일),1.82,1.31,0.49,0.49,0.46,0.44,△0.02,△0.87
CD (91 일),1.93,1.53,0.79,0.79,0.79,0.79,0,△0.74
국고채 (3년),1.82,1.36,0.84,0.81,0.80,0.82,0.02,△0.54
"회사채 (3년, AA-)",2.29,1.94,2.25,2.21,2.21,2.22,0.01,0.28
"외국인 채권 순매수 * (상장 , 억원)","△1,422",100,"2,455","1,904","4,019","1,261","△2,758",-

[주가]
,‘18 말,‘19 말,‘20.6 말,7.17,7.20,7.21,전일비,19말비
KOSPI,"2,041.04","2,197.67","2,108.33","2,201.19","2,198.20","2,228.83",1.39%,1.42%
"- 거래대금 (억원, 일평균)","41,207","54,296","90,258","113,042","101,911","120,250",18.00%,-
KOSDAQ,675.65,669.83,737.97,783.22,781.96,790.58,1.10%,18.03%
"외국인순매수 (억원, 기간 중 * )","2,730","△2,816",△404,"2,166","△1,757","5,319",△403,-

[환율]
,‘18 말,‘19 말,‘20.6 말,7.17,7.20,7.21,전일비,19말비
￦/ U$,"1,115.70","1,156.40","1,203.00","1,205.10","1,203.20","1,197.80",△0.45,3.58
"선물환( NDF,1 월물)","1,114.90","1,155.40","1,202.90","1,204.80","1,203.00","1,197.50",△0.46,3.64
￦/ CNY,162.79,165.50,170.16,172.14,172.15,171.28,△0.51,3.49
￦/ Y100,"1,008.86","1,059.75","1,116.58","1,123.95","1,122.07","1,116.10",△0.53,5.32
Y/U$,110.59,109.12,107.74,107.22,107.23,107.32,0.08,△1.65
U$/EUR,1.1455,1.1194,1.1215,1.1383,1.1462,1.1444,△0.16,2.23
CNY/U$,6.8522,6.9848,7.0707,6.9980,6.9870,6.9913,0.06,0.09

[국제금리·주가·가산금리]
,‘18 말,‘19 말,‘20.6 말,7.17,7.20,7.21,전일비,19말비
"LIBOR ($, 3 월, %)",2.81,1.94,0.31,0.27,0.27,0.27,0,△1.67
DOW,"23,062","28,645","25,596","26,735","26,672","26,681",0.03%,△6.26%
NIKKEI,"20,015","23,657","22,389","22,696","22,717","22,884",0.73%,△3.27%
SHANGHAI COMP,"2,494","3,040","2,979","3,214","3,314","3,321",0.20%,9.36%
"외평채가산금리(23년물, bp)",63,37,59,49,49,50,1.00,14.00
"CDS (5 년, bp)",40,22,30,27,25,25,△0.36,2.63
"CRS (1 년, %)",1.21,0.83,△0.12,△0.06,△0.06,△0.04,0.02,△0.87

[유가·곡물·원자재]
,‘18 말,‘19 말,‘20.6 말,7.16,7.17,7.20,전일비,19말비
Dubai ($/ 배럴),52.86,67.27,42.07,43.37,42.86,42.72,△0.33%,△36.49%
WTI 선물 ($/배럴),45.33,61.06,39.27,40.75,40.59,40.81,0.54%,△33.16%
밀 (센트/부셀),512,559,492,535,535,522,△2.43%,△6.62%
옥수수 (센트/부셀),376,388,342,338,340,336,△1.18%,△13.40%
동 ($/톤),"6,018","6,156","6,038","6,385","6,445","6,417",△0.43%,4.24%
알루미늄 ($/톤),"1,881","1,800","1,602","1,627","1,618","1,621",0.19%,△9.94%

[반도체]
,‘18,‘19,‘20.4 월,5월,6월,7.16,7.17,7.20,7월 (~20)
"D 램(8 G) 현물가($, 기간평균)",8.14,3.93,3.51,3.17,2.93,2.67,2.67,2.67,2.70
"(%, YoY)",8.3,△51.7,△17.5,△15.1,△13.0,△25.2,△25.8,△28.6,△20.3
"낸드(128 G) 현물가($, 기간평균)",6.35,5.34,5.76,5.65,5.41,5.43,5.42,5.42,5.43
"(%, YoY)",△2.6,△15.9,16.0,11.4,7.3,4.6,2.8,2.2,4.3
