일일경제지표('20.6.15)
"data_date,2020-06-15"

[표]
일일경제지표 (20. 6. 15. 월) 17:30 현재

[금리]
,‘18 말,‘19 말,‘20.5 말,6.11,6.12,6.15,전일비,19말비
콜금리 (1일),1.82,1.31,0.49,0.49,0.49,0.46,△0.03,△0.85
CD (91 일),1.93,1.53,0.81,0.79,0.79,0.79,0,△0.74
국고채 (3년),1.82,1.36,0.83,0.84,0.84,0.86,0.02,△0.50
"회사채 (3년, AA-)",2.29,1.94,2.16,2.20,2.21,2.23,0.02,0.29
"외국인 채권 순매수 * (상장 , 억원)","△1,422",100,744,"2,516",△507,"9,624","10,131",-

[주가]
,‘18 말,‘19 말,‘20.5 말,6.11,6.12,6.15,전일비,19말비
KOSPI,"2,041.04","2,197.67","2,029.60","2,176.78","2,132.30","2,030.82",△4.76%,△7.59%
"- 거래대금 (억원, 일평균)","41,207","54,296","144,792","128,881","169,870","149,607",△11.93%,-
KOSDAQ,675.65,669.83,713.68,757.06,746.06,693.15,△7.09%,3.48%
"외국인순매수 (억원, 기간 중 * )","2,730","△2,816",△313,"△1,691","△1,341","△6,055",352,-

[환율]
,‘18 말,‘19 말,‘20.5 말,6.11,6.12,6.15,전일비,19말비
￦/ U$,"1,115.70","1,156.40","1,238.50","1,196.40","1,203.80","1,216.00",1.01,5.15
"선물환( NDF,1 월물)","1,114.90","1,155.40","1,237.70","1,196.30","1,203.80","1,215.30",0.96,5.18
￦/ CNY,162.79,165.50,173.13,169.25,170.14,171.42,0.75,3.58
￦/ Y100,"1,008.86","1,059.75","1,155.32","1,117.09","1,123.26","1,134.33",0.99,7.04
Y/U$,110.59,109.12,107.20,107.10,107.17,107.20,0.03,△1.76
U$/EUR,1.1455,1.1194,1.1095,1.1351,1.1304,1.1243,△0.54,0.44
CNY/U$,6.8522,6.9848,7.1492,7.0710,7.0809,7.0940,0.19,1.56

[국제금리·주가·가산금리]
,‘18 말,‘19 말,‘20.5 말,6.11,6.12,6.15,전일비,19말비
"LIBOR ($, 3 월, %)",2.81,1.94,0.36,0.31,0.32,0.32,0.00,△1.62
DOW,"23,062","28,645","25,401","26,990","25,128","25,606",1.90%,△10.04%
NIKKEI,"20,015","23,657","21,878","22,473","22,305","21,531",△3.47%,△8.99%
SHANGHAI COMP,"2,494","3,040","2,852","2,921","2,920","2,890",△1.02%,△4.83%
"외평채가산금리(23년물, bp)",63,37,66,61,60,60,0,24.00
"CDS (5 년, bp)",40,22,30,29,30,31,1.20,8.60
"CRS (1 년, %)",1.21,0.83,0.02,△0.10,△0.21,△0.28,△0.07,△1.11

[유가·곡물·원자재]
,‘18 말,‘19 말,‘20.5 말,6.10,6.11,6.12,전일비,19말비
Dubai ($/ 배럴),52.86,67.27,34.86,40.91,40.60,38.42,△5.37%,△42.89%
WTI 선물 ($/배럴),45.33,61.06,35.49,39.60,36.34,36.26,△0.22%,△40.62%
밀 (센트/부셀),512,559,521,506,499,502,0.60%,△10.20%
옥수수 (센트/부셀),376,388,326,326,330,330,0,△14.95%
동 ($/톤),"6,018","6,156","5,333","5,801","5,802","5,786",△0.28%,△6.01%
알루미늄 ($/톤),"1,881","1,800","1,515","1,614","1,582","1,560",△1.39%,△13.33%

[반도체]
,‘18,‘19,‘20.3 월,4월,5월,6.10,6.11,6.12,6월 (~12)
"D 램(8 G) 현물가($, 기간평균)",8.14,3.93,3.54,3.51,3.17,2.99,2.98,2.97,3.02
"(%, YoY)",8.3,△51.7,△29.8,△17.5,△15.1,△12.7,△12.4,△12.7,△10.4
"낸드(128 G) 현물가($, 기간평균)",6.35,5.34,6.00,5.76,5.65,5.41,5.41,5.40,5.42
"(%, YoY)",△2.6,△15.9,21.8,16.0,11.4,7.7,7.7,7.5,7.4
