일일경제지표('20.8.4)
"data_date,2020-08-04"

[표]
일일경제지표 (20. 8. 4. 화) 17:30 현재

[금리]
,‘18 말,‘19 말,‘20.7 말,7.31,8.3,8.4,전일비,19말비
콜금리 (1일),1.82,1.31,0.49,0.49,0.51,0.51,0,△0.80
CD (91 일),1.93,1.53,0.78,0.78,0.78,0.76,△0.02,△0.77
국고채 (3년),1.82,1.36,0.80,0.80,0.80,0.80,0.00,△0.56
"회사채 (3년, AA-)",2.29,1.94,2.18,2.18,2.18,2.18,0.00,0.24
"외국인 채권 순매수 * (상장 , 억원)","△1,422",100,"2,586","2,586","2,480",△441,"△2,921",-

[주가]
,‘18 말,‘19 말,‘20.7 말,7.31,8.3,8.4,전일비,19말비
KOSPI,"2,041.04","2,197.67","2,249.37","2,249.37","2,251.04","2,279.97",1.29%,3.74%
"- 거래대금 (억원, 일평균)","41,207","54,296","135,502","135,502","130,023","136,129",4.70%,-
KOSDAQ,675.65,669.83,815.30,815.30,827.57,835.35,0.94%,24.71%
"외국인순매수 (억원, 기간 중 * )","2,730","△2,816","△1,739","△1,739","△2,213","△1,286",△42,-

[환율]
,‘18 말,‘19 말,‘20.7 말,7.31,8.3,8.4,전일비,19말비
￦/ U$,"1,115.70","1,156.40","1,191.30","1,191.30","1,193.40","1,194.10",0.06,3.26
"선물환( NDF,1 월물)","1,114.90","1,155.40","1,190.90","1,190.90","1,193.50","1,194.00",0.04,3.34
￦/ CNY,162.79,165.50,170.41,170.41,171.02,171.01,△0.01,3.33
￦/ Y100,"1,008.86","1,059.75","1,141.42","1,141.42","1,126.70","1,126.19",△0.05,6.27
Y/U$,110.59,109.12,104.37,104.37,105.92,106.03,0.10,△2.83
U$/EUR,1.1455,1.1194,1.1885,1.1885,1.1754,1.1774,0.17,5.18
CNY/U$,6.8522,6.9848,6.9903,6.9903,6.9760,6.9795,0.05,△0.08

[국제금리·주가·가산금리]
,‘18 말,‘19 말,‘20.7 말,7.31,8.3,8.4,전일비,19말비
"LIBOR ($, 3 월, %)",2.81,1.94,0.26,0.26,0.25,0.25,0,△1.70
DOW,"23,062","28,645","26,314","26,314","26,428","26,664",0.89%,△6.32%
NIKKEI,"20,015","23,657","21,710","21,710","22,195","22,574",1.70%,△4.58%
SHANGHAI COMP,"2,494","3,040","3,310","3,310","3,368","3,372",0.11%,11.03%
"외평채가산금리(23년물, bp)",63,37,48,48,48,48,0,12.00
"CDS (5 년, bp)",40,22,24,24,24,23,△1.63,0.10
"CRS (1 년, %)",1.21,0.83,0,0,△0.00,0,0.00,△0.83

[유가·곡물·원자재]
,‘18 말,‘19 말,‘20.7 말,7.30,7.31,8.3,전일비,19말비
Dubai ($/ 배럴),52.86,67.27,0.00,43.14,0.00,42.48,-,△36.85%
WTI 선물 ($/배럴),45.33,61.06,40.27,39.92,40.27,41.01,1.84%,△32.84%
밀 (센트/부셀),512,559,531,530,531,521,△1.88%,△6.80%
옥수수 (센트/부셀),376,388,327,327,327,329,0.61%,△15.21%
동 ($/톤),"6,018","6,156","6,447","6,434","6,447","6,441",△0.09%,4.63%
알루미늄 ($/톤),"1,881","1,800","1,686","1,682","1,686","1,680",△0.36%,△6.67%

[반도체]
,‘18,‘19,‘20.5 월,6월,7월,7.30,7.31,8.3,8월 (~3)
"D 램(8 G) 현물가($, 기간평균)",8.14,3.93,3.17,2.93,2.68,2.62,2.62,2.62,2.62
"(%, YoY)",8.3,△51.7,△15.1,△13.0,△21.0,△27.9,△27.9,△27.9,△25.9
"낸드(128 G) 현물가($, 기간평균)",6.35,5.34,5.65,5.41,5.45,5.54,5.53,5.55,5.55
"(%, YoY)",△2.6,△15.9,11.4,7.3,4.6,4.5,4.4,4.8,2.5
