일일경제지표('21.4.29)
"data_date,2021-04-29"

[표]
일일경제지표 (21. 4. 29. 목) 17:30 현재

[금리]
,‘19 말,‘20 말,‘21.3 말,4.27,4.28,4.29,전일비,20말비
콜금리 (1일),1.31,0.57,0.49,0.47,0.47,0.48,0.01,△0.09
CD (91 일),1.53,0.66,0.75,0.73,0.73,0.73,0,0.07
국고채 (3년),1.36,0.98,1.13,1.10,1.11,1.12,0.02,0.15
"회사채 (3년, AA-)",1.94,2.21,2.06,1.89,1.89,1.90,0.01,△0.31
"외국인 채권 순매수 * (상장 , 억원)",100,"5,408","11,416",△975,"3,330",886,"△2,444",-

[주가]
,‘19 말,‘20 말,‘21.3 말,4.27,4.28,4.29,전일비,20말비
KOSPI,"2,197.67","2,873.47","3,061.42","3,215.42","3,181.47","3,174.07",△0.23%,10.46%
"- 거래대금 (억원, 일평균)","54,296","179,288","167,532","180,535","192,622","208,283",8.13%,-
KOSDAQ,669.83,968.42,956.17,"1,021.01",998.27,990.69,△0.76%,2.30%
"외국인순매수 (억원, 기간 중 * )","△2,816","1,840","△3,691","△4,625","△7,519",△39,△99,-

[환율]
,‘19 말,‘20 말,‘21.3 말,4.27,4.28,4.29,전일비,20말비
￦/ U$,"1,156.40","1,086.30","1,131.80","1,110.40","1,113.00","1,108.20",△0.43,2.02
"선물환( NDF,1 월물)","1,155.40","1,086.30","1,131.90","1,110.10","1,112.90","1,108.60",△0.39,2.05
￦/ CNY,165.50,166.04,172.69,171.12,171.63,171.37,△0.15,3.21
￦/ Y100,"1,059.75","1,051.19","1,022.22","1,026.40","1,021.50","1,019.30",△0.22,△3.03
Y/U$,109.12,103.34,110.72,108.18,108.96,108.72,△0.22,5.21
U$/EUR,1.1194,1.2279,1.1716,1.2069,1.2065,1.2127,0.51,△1.24
CNY/U$,6.9848,6.5305,6.5619,6.4823,6.4870,6.4698,△0.27,△0.93

[국제금리·주가·가산금리]
,‘19 말,‘20 말,‘21.3 말,4.27,4.28,4.29,전일비,20말비
"LIBOR ($, 3 월, %)",1.94,0.25,0.20,0.18,0.18,0.18,△0.01,△0.08
DOW,"28,645","30,410","33,067","33,982","33,985","33,820",△0.48%,11.22%
NIKKEI,"23,657","27,444","29,179","28,992","29,054","29,054",0,5.87%
SHANGHAI COMP,"3,040","3,473","3,442","3,443","3,457","3,475",0.52%,0.05%
"외평채가산금리(30년만기, bp)",50,32,23,22,21,22,1.00,△10.00
"CDS (5 년, bp)",22,22,23,22,21,20,△0.75,△2.29
"CRS (1 년, %)",0.83,0.24,0.21,0.17,0.18,0.19,0.01,△0.05

[유가·곡물·원자재]
,‘19 말,‘20 말,‘21.3 말,4.26,4.27,4.28,전일비,20말비
Dubai ($/ 배럴),67.27,51.14,63.36,62.37,63.27,63.57,0.47%,24.31%
WTI 선물 ($/배럴),61.06,48.52,59.16,61.91,62.94,63.86,1.46%,31.62%
밀 (센트/부셀),559,641,618,740,733,723,△1.36%,12.79%
옥수수 (센트/부셀),388,484,564,658,655,644,△1.68%,33.06%
동 ($/톤),"6,156","7,742","8,851","9,578","9,899","9,833",△0.67%,27.01%
알루미늄 ($/톤),"1,800","1,978","2,213","2,388","2,389","2,393",0.17%,20.98%

[반도체]
,‘19,‘20,‘21.1 월,2월,3월,4.26,4.27,4.28,4월 (~28)
"D 램(8 G) 현물가($, 기간평균)",3.93,3.07,3.48,3.87,4.37,4.45,4.63,4.65,4.39
"(%, YoY)",△51.7,△21.9,7.5,14.2,23.4,29.2,35.0,36.0,25.1
"낸드(128 G) 현물가($, 기간평균)",5.34,5.71,5.64,5.74,5.92,6.05,6.05,6.05,6.00
"(%, YoY)",△15.9,7.0,△7.2,△6.0,△1.4,5.6,5.6,5.6,4.1
