일일경제지표('16.9.13.)
"data_date,2016-09-13"

[표]
일일경제지표 (16. 9 . 13. 화 ) 17:30 현재

[표]
KOSPI 지수(0.72%상승) 달러 환율(0.48%상승)

[금리]
,‘14 말,‘15 말,‘16.8 말,9.9,9.12,9/13,전일비,‘15 말비
콜금리 (1일),2.01,1.49,1.24,1.25,1.25,1.24,△0.01,△0.25
CD (91 일),2.13,1.67,1.34,1.34,1.34,1.34,0.00,△0.33
국고채 (3년),2.10,1.66,1.31,1.33,1.36,1.35,△0.01,△0.31
국고채 (5년),2.28,1.81,1.35,1.38,1.40,1.41,0.00,△0.41
"회사채 (3년, AA-)",2.43,2.11,1.69,1.71,1.74,1.73,△0.00,△0.38
"외국인 채권 순매수 * (상장 , 억원)","46,746",830,"1,296","1,521","4,548","3,526","△1,022",-

[주가]
,‘14 말,‘15 말,‘16.8 말,9.9,9.12,9/13,전일비,‘15 말비(%)
KOSPI,"1,915.59","1,961.31","2,034.65","2,037.87","1,991.48","2,005.84",0.72%,2.27%
"- 거래대금 (억원, 일평균)","36,950","37,066","54,859","43,738","48,158","41,919","△6,239",-
KOSDAQ,542.97,682.35,663.69,664.99,652.91,659.18,0.96%,△3.40%
"외국인순매수 (억원, 기간 중 * )","1,546",△538,△45,△732,"△1,901","1,846","3,747",-

[환율]
,‘14 말,‘15 말,‘16.8 말,9.9,9.12,9/13,전일비,‘15 말비(%)
￦/ U$,"1,099.30","1,172.50","1,114.80","1,098.40","1,113.50","1,118.80",0.48,△4.58
"선물환( NDF,1 월물)","1,100.90","1,173.70","1,115.80","1,098.80","1,113.40","1,119.10",0.51,△4.65
￦/ CNY,177.21,180.70,166.91,164.45,166.69,167.13,0.26,△7.51
￦/ EUR,"1,333.89","1,281.54","1,242.44","1,238.34","1,252.02","1,256.97",0.40,△1.92
￦/ Y100,913.04,974.08,"1,080.65","1,075.60","1,086.24","1,097.83",1.07,12.70
Y/U$,120.40,120.37,103.16,102.12,102.51,101.91,△0.59,△15.34
U$/EUR,1.2134,1.0930,1.1145,1.1274,1.1244,1.1235,△0.08,2.79
CNY/U$,6.2210,6.4900,6.6787,6.6785,6.6789,6.6798,0.01,2.92

[국제금리·주가·가산금리]
,‘14 말,‘15 말,‘16.8 말,9.9,9.12,9/13,전일비,‘15 말비
"LIBOR (Dollar, 3 월, %)",0.26,0.61,0.84,0.85,0.85,-,0.02,0.24
"T/NOTE (10 년, %)",2.18,2.27,1.58,1.67,1.66,-,0.07,△0.60
DOW,"17,823","17,425","18,401","18,085","18,325",-,△0.84%,5.17%
NIKKEI,"17,464","19,034","16,887","16,966","16,673","16,743",0.42%,△12.04%
SHANGHAI COMP,"3,235","3,565","3,084","3,079","3,021","3,017",△0.12%,△15.38%
"외평채가산금리(23년물, bp)",48,43,19,19,19,-,△1,△24
"CDS (5 년, bp)",54,55,44,43,44,43,△1,△12
"CRS (1 년, %)",1.49,1.35,1.15,1.19,1.20,1.17,△0.03,△0.18

[유가·곡물·원자재]
,‘14 말,‘15 말,‘16.8 말,9.8,9.9,9/12,전일비,‘15 말비
Dubai ($/ 배럴),53.60,32.19,44.79,44.83,45.45,46.29,1.85%,43.80%
WTI 선물 ($/배럴),53.27,37.04,44.70,47.62,45.88,46.29,0.89%,24.97%
Brent 선물 ($/배럴),57.33,37.28,47.04,49.99,48.01,48.32,0.65%,29.61%
원당 (센트/파운드),14.52,15.24,20.06,20.22,19.99,20.24,1.25%,32.81%
밀 (센트/부셀),590,470,361,406,404,409,1.43%,△12.93%
콩 (센트/부셀),"1,019",871,960,977,980,964,△1.63%,10.67%
옥수수 (센트/부셀),397,359,302,339,341,340,△0.44%,△5.37%
동 ($/톤),"6,359","4,702","4,613","4,618","4,623","4,573",△1.07%,△2.74%
알루미늄 ($/톤),"1,832","1,508","1,601","1,566","1,568","1,546",△1.40%,2.52%
