일일경제지표('21.1.18)
"data_date,2021-01-18"

[표]
일일경제지표 (21. 1. 18. 월) 17:30 현재

[금리]
,‘18 말,‘19 말,‘20.12 말,1.14,1.15,1.18,전일비,20말비
콜금리 (1일),1.82,1.31,0.57,0.49,0.49,0.49,0,△0.08
CD (91 일),1.93,1.53,0.66,0.67,0.67,0.69,0.02,0.03
국고채 (3년),1.82,1.36,0.98,0.99,0.97,0.97,△0.01,△0.01
"회사채 (3년, AA-)",2.29,1.94,2.21,2.16,2.14,2.14,△0.01,△0.07
"외국인 채권 순매수 * (상장 , 억원)","△1,422",100,"5,408","1,395","△2,727","3,645","6,372",-

[주가]
,‘18 말,‘19 말,‘20.12 말,1.14,1.15,1.18,전일비,20말비
KOSPI,"2,041.04","2,197.67","2,873.47","3,149.93","3,085.90","3,013.93",△2.33%,4.89%
"- 거래대금 (억원, 일평균)","41,207","54,296","179,288","247,255","241,229","294,112",21.92%,-
KOSDAQ,675.65,669.83,968.42,980.29,964.44,944.67,△2.05%,△2.45%
"외국인순매수 (억원, 기간 중 * )","2,730","△2,816","1,840","7,264","△9,010","△2,067",△77,-

[환율]
,‘18 말,‘19 말,‘20.12 말,1.14,1.15,1.18,전일비,20말비
￦/ U$,"1,115.70","1,156.40","1,086.30","1,098.00","1,099.40","1,103.90",0.41,1.62
"선물환( NDF,1 월물)","1,114.90","1,155.40","1,086.30","1,098.30","1,099.30","1,103.90",0.42,1.62
￦/ CNY,162.79,165.50,166.04,169.77,169.86,170.18,0.19,2.49
￦/ Y100,"1,008.86","1,059.75","1,051.19","1,055.26","1,059.56","1,064.31",0.45,1.25
Y/U$,110.59,109.12,103.34,104.05,103.76,103.72,△0.04,0.37
U$/EUR,1.1455,1.1194,1.2279,1.2150,1.2138,1.2077,△0.50,△1.65
CNY/U$,6.8522,6.9848,6.5305,6.4694,6.4675,6.4826,0.23,△0.73

[국제금리·주가·가산금리]
,‘18 말,‘19 말,‘20.12 말,1.14,1.15,1.18,전일비,20말비
"LIBOR ($, 3 월, %)",2.81,1.94,0.25,0.23,0.24,0.22,△0.02,△0.03
DOW,"23,062","28,645","30,410","31,060","30,992","30,814",△0.57%,1.33%
NIKKEI,"20,015","23,657","27,444","28,698","28,519","28,242",△0.97%,2.91%
SHANGHAI COMP,"2,494","3,040","3,473","3,566","3,566","3,596",0.84%,3.55%
"외평채가산금리(23년물, bp)",63,37,15,36,36,35,△1.00,20.00
"CDS (5 년, bp)",40,22,22,25,25,25,△0.03,2.61
"CRS (1 년, %)",1.21,0.83,0.24,0.16,0.14,0.13,△0.02,△0.12

[유가·곡물·원자재]
,‘18 말,‘19 말,‘20.12 말,1.13,1.14,1.15,전일비,20말비
Dubai ($/ 배럴),52.86,67.27,51.14,56.44,55.70,55.39,△0.56%,8.31%
WTI 선물 ($/배럴),45.33,61.06,48.52,52.91,53.57,52.36,△2.26%,7.91%
밀 (센트/부셀),512,559,641,661,670,676,0.90%,5.46%
옥수수 (센트/부셀),376,388,484,525,534,532,△0.37%,9.92%
동 ($/톤),"6,018","6,156","7,742","7,961","8,003","7,980",△0.29%,3.07%
알루미늄 ($/톤),"1,881","1,800","1,978","2,010","2,011","2,001",△0.50%,1.16%

[반도체]
,‘19,‘20,‘20.10 월,11월,12월,1.13,1.14,1.15,1월 (~15)
"D 램(8 G) 현물가($, 기간평균)",3.93,3.07,2.92,2.82,3.17,3.43,3.43,3.45,3.45
"(%, YoY)",△51.7,△21.9,△3.0,0.3,8.7,7.0,6.5,5.6,6.5
"낸드(128 G) 현물가($, 기간평균)",5.34,5.71,5.65,5.64,5.61,5.64,5.64,5.64,5.63
"(%, YoY)",△15.9,7.0,△2.3,△4.4,△5.4,△7.2,△7.5,△7.5,△7.4
