일일경제지표('19.9.27)
"data_date,2019-09-27"

[표]
일일경제지표 (19. 9. 27. 금) 17:30 현재

[금리]
,‘17 말,‘18 말,‘19.8 말,9.25,9.26,9.27,전일비,18말비
콜금리 (1일),1.55,1.82,1.51,1.51,1.53,1.53,0,△0.29
CD (91 일),1.66,1.93,1.49,1.55,1.55,1.55,0,△0.38
국고채 (3년),2.14,1.82,1.17,1.30,1.30,1.30,0,△0.52
"회사채 (3년, AA-)",2.68,2.29,1.69,1.81,1.81,1.81,0,△0.48
"외국인 채권 순매수 * (상장 , 억원)",△66,"△1,422","2,328","8,590","△2,387","2,325","4,712",-

[주가]
,‘17 말,‘18 말,‘19.8 말,9.25,9.26,9.27,전일비,18말비
KOSPI,"2,467.49","2,041.04","1,967.79","2,073.39","2,074.52","2,049.93",△1.19%,0.44%
"- 거래대금 (억원, 일평균)","42,744","41,207","37,095","44,067","51,819","46,568",△10.13%,-
KOSDAQ,798.42,675.65,610.55,626.76,628.42,626.93,△0.24%,△7.21%
"외국인순매수 (억원, 기간 중 * )","1,409","2,730","2,528","△4,203",△317,△563,78,-

[환율]
,‘17 말,‘18 말,‘19.8 말,9.25,9.26,9.27,전일비,18말비
￦/ U$,"1,070.50","1,115.70","1,211.20","1,198.80","1,198.80","1,199.90",0.09,7.55
"선물환( NDF,1 월물)","1,070.00","1,114.90","1,210.50","1,197.90","1,197.90","1,199.41",0.13,7.58
￦/ CNY,163.90,162.79,169.65,168.30,168.07,168.27,0.12,3.37
￦/ Y100,949.28,"1,008.86","1,138.99","1,116.93","1,113.92","1,113.70",△0.02,10.39
Y/U$,112.77,110.59,106.34,107.33,107.62,107.74,0.11,△2.58
U$/EUR,1.1927,1.1455,1.1035,1.0994,1.0950,1.0912,△0.35,△4.74
CNY/U$,6.5426,6.8522,7.1539,7.1159,7.1280,7.1353,0.10,4.13

[국제금리·주가·가산금리]
,‘17 말,‘18 말,‘19.8 말,9.25,9.26,9.27,전일비,18말비
"LIBOR ($, 3 월, %)",1.69,2.81,2.12,2.11,2.11,2.10,△0.01,△0.70
DOW,"24,719","23,062","26,362","26,808","26,971","26,891",△0.30%,16.24%
NIKKEI,"22,765","20,015","20,704","22,020","22,048","21,879",△0.77%,9.31%
SHANGHAI COMP,"3,307","2,494","2,886","2,955","2,929","2,931",0.07%,17.53%
"외평채가산금리(23년물, bp)",76,63,34,38,38,37,1.00,△25.00
"CDS (5 년, bp)",56,40,33,35,34,34,0.09,△6.03
"CRS (1 년, %)",1.38,1.21,0.54,0.65,0.65,0.66,0.01,△0.56

[유가·곡물·원자재]
,‘17 말,‘18 말,‘19.8 말,9.24,9.25,9.26,전일비,18말비
Dubai ($/ 배럴),64.33,52.86,59.62,63.46,61.57,61.73,0.26%,16.78%
WTI 선물 ($/배럴),60.42,45.33,55.10,57.29,56.49,56.41,△0.14%,24.44%
밀 (센트/부셀),427,512,463,482,477,484,1.47%,△5.47%
옥수수 (센트/부셀),351,376,370,375,374,373,△0.27%,△0.80%
동 ($/톤),"7,157","6,018","5,678","5,761","5,719","5,757",0.66%,△4.34%
알루미늄 ($/톤),"2,242","1,881","1,713","1,752","1,736","1,724",△0.69%,△8.35%

[반도체]
,‘17,‘18,‘19.6 월,7월,8월,9.24,9.25,9.26,9월 (~26)
"D 램(8 G) 현물가($, 기간평균)",7.51,8.14,3.38,3.39,3.53,3.20,3.20,3.20,3.27
"(%, YoY)",41.6,8.3,△60.4,△57.6,△54.1,△56.5,△56.6,△56.6,△55.7
"낸드(128 G) 현물가($, 기간평균)",6.52,6.35,5.04,5.20,5.42,5.71,5.70,5.70,5.69
"(%, YoY)",33.8,△2.6,△24.5,△21.3,△14.3,△1.4,△1.6,△1.6,△2.6
