일일경제지표('20.3.31)
"data_date,2020-03-31"

[표]
일일경제지표 (20. 3. 31. 화) 17:30 현재

[금리]
,‘18 말,‘19 말,‘20.2 말,3.27,3.30,3.31,전일비,19말비
콜금리 (1일),1.82,1.31,1.23,0.73,0.75,0.76,0.01,△0.55
CD (91 일),1.93,1.53,1.41,1.10,1.10,1.10,0,△0.43
국고채 (3년),1.82,1.36,1.10,1.06,1.10,1.07,△0.03,△0.29
"회사채 (3년, AA-)",2.29,1.94,1.71,2.04,2.07,2.08,0.00,0.14
"외국인 채권 순매수 * (상장 , 억원)","△1,422",100,△492,"△5,396",△71,720,791,-

[주가]
,‘18 말,‘19 말,‘20.2 말,3.27,3.30,3.31,전일비,19말비
KOSPI,"2,041.04","2,197.67","1,987.01","1,717.73","1,717.12","1,754.64",2.19%,△20.16%
"- 거래대금 (억원, 일평균)","41,207","54,296","72,411","123,741","128,519","90,810",△29.34%,-
KOSDAQ,675.65,669.83,610.73,522.83,542.11,569.07,4.97%,△15.04%
"외국인순매수 (억원, 기간 중 * )","2,730","△2,816","△5,673","△4,869","△3,857","△1,724",△55,-

[환율]
,‘18 말,‘19 말,‘20.2 말,3.27,3.30,3.31,전일비,19말비
￦/ U$,"1,115.70","1,156.40","1,213.70","1,210.60","1,224.40","1,217.40",△0.57,5.27
"선물환( NDF,1 월물)","1,114.90","1,155.40","1,214.40","1,209.50","1,223.50","1,216.20",△0.60,5.26
￦/ CNY,162.79,165.50,173.39,170.75,172.46,171.87,△0.34,3.85
￦/ Y100,"1,008.86","1,059.75","1,114.82","1,113.50","1,136.55","1,123.48",△1.15,6.01
Y/U$,110.59,109.12,108.87,108.72,107.73,108.36,0.58,△0.70
U$/EUR,1.1455,1.1194,1.1001,1.1038,1.1086,1.1003,△0.75,△1.71
CNY/U$,6.8522,6.9848,7.0072,7.0768,7.0921,7.0927,0.01,1.54

[국제금리·주가·가산금리]
,‘18 말,‘19 말,‘20.2 말,3.27,3.30,3.31,전일비,19말비
"LIBOR ($, 3 월, %)",2.81,1.94,1.61,1.27,1.45,1.45,0,△0.49
DOW,"23,062","28,645","25,767","22,552","21,637","22,327",3.19%,△21.55%
NIKKEI,"20,015","23,657","21,143","19,389","19,085","18,917",△0.88%,△20.04%
SHANGHAI COMP,"2,494","3,040","2,880","2,772","2,747","2,750",0.11%,△9.43%
"외평채가산금리(23년물, bp)",63,37,42,45,57,59,2.00,23.00
"CDS (5 년, bp)",40,22,35,37,37,40,3.47,18.20
"CRS (1 년, %)",1.21,0.83,0.46,△0.36,△0.44,△0.53,△0.09,△1.35

[유가·곡물·원자재]
,‘18 말,‘19 말,‘20.2 말,3.26,3.27,3.30,전일비,19말비
Dubai ($/ 배럴),52.86,67.27,49.05,25.74,25.04,23.24,△7.19%,△65.45%
WTI 선물 ($/배럴),45.33,61.06,44.76,22.60,21.51,20.09,△6.60%,△67.10%
밀 (센트/부셀),512,559,525,569,571,570,△0.18%,1.97%
옥수수 (센트/부셀),376,388,368,349,346,341,△1.45%,△12.11%
동 ($/톤),"6,018","6,156","5,573","4,776","4,774","4,763",△0.23%,△22.63%
알루미늄 ($/톤),"1,881","1,800","1,663","1,508","1,506","1,495",△0.73%,△16.94%

[반도체]
,‘18,‘19,‘19.12 월,‘20.1 월,2월,3.26,3.27,3.30,3월 (~30)
"D 램(8 G) 현물가($, 기간평균)",8.14,3.93,2.91,3.24,3.39,3.50,3.50,3.50,3.54
"(%, YoY)",8.3,△51.7,△55.0,△45.6,△41.4,△24.0,△23.6,△23.5,△29.8
"낸드(128 G) 현물가($, 기간평균)",6.35,5.34,5.94,6.08,6.11,5.88,5.85,5.83,6.00
"(%, YoY)",△2.6,△15.9,7.3,17.2,22.7,19.5,18.9,18.7,21.9
