일일 경제지표('22.8.19)
"data_date,2022-08-19"

[표]
일일경제지표 (22. 8. 19. 금) 17:30 현재

[금리]
,’20 말,’21 말,’22.7 말,8/17,8/18,8/19,전일비,21말비
콜금리 (1일),0.57,1.11,2.14,2.17,2.17,2.20,0.03,1.09
CD (91 일),0.66,1.29,2.73,2.76,2.76,2.76,0,1.47
국고채 (3년),0.98,1.80,3.01,3.09,3.13,3.20,0.07,1.40
"회사채 (3년, AA-)",2.21,2.42,3.97,4.08,4.11,4.19,0.07,1.77
"외국인 채권 순매수 * (상장 , 억원)","5,408","1,858","5,560","△1,192",△705,△312,393,-

[주가]
,‘20 말,‘21 말,‘22.7 말,8/17,8/18,8/19,전일비,21말비
KOSPI,"2,873.47","2,977.65","2,451.50","2,516.47","2,508.05","2,492.69",△0.61%,△16.29%
"- 거래대금 (억원, 일평균)","179,288","132,923","121,356","111,096","110,324","103,523",△6.16%,-
KOSDAQ,968.42,"1,033.98",803.62,827.42,826.06,814.17,△1.44%,△21.26%
"외국인순매수 (억원, 기간 중 * )","1,840","△2,389","3,959",390,"3,015","△2,414",△180,-

[환율]
,‘20 말,‘21 말,‘22.7 말,8/17,8/18,8/19,전일비,21말비
￦/ U$,"1,086.30","1,188.80","1,299.10","1,310.30","1,320.70","1,325.90",0.39,11.53
"선물환( NDF,1 월물)","1,086.30","1,190.00","1,299.00","1,309.80","1,319.80","1,325.30",0.42,11.37
￦/ CNY,166.04,186.51,193.35,193.37,194.33,193.81,△0.27,3.91
￦/ Y100,"1,051.19","1,032.48",979.94,974.20,976.70,972.85,△0.39,△5.78
Y/U$,103.34,115.14,132.57,134.50,135.22,136.29,0.79,18.37
U$/EUR,1.2279,1.1318,1.0247,1.0169,1.0164,1.0084,△0.79,△10.90
CNY/U$,6.5305,6.3681,6.7419,6.7746,6.7925,6.8033,0.16,6.83

[국제금리·주가·가산금리]
,’20 말,’21 말,’22.7 말,8/17,8/18,8/19,전일비,21말비
"LIBOR ($, 3 월, %)",0.25,0.22,2.78,2.96,2.98,2.98,0.01,2.77
DOW,"30,410","36,489","32,530","34,152","33,980","33,999",0.06%,△6.82%
NIKKEI,"27,444","28,792","27,802","29,223","28,942","28,930",△0.04%,0.48%
SHANGHAI COMP,"3,473","3,619","3,253","3,293","3,278","3,258",△0.59%,△9.98%
"외평채가산금리(30년만기, bp)",32,15,41,41,40,40,0,25.00
"CDS (5 년, bp)",22,21,43,35,36,35,△0.89,13.92
"CRS (1 년, %)",0.24,1.00,2.61,2.78,2.76,2.77,0.01,1.77

[유가·곡물·원자재]
,‘20 말,’21 말,’22.7 말,8/16,8/17,8/18,전일비,21말비
Dubai ($/ 배럴),51.14,77.12,107.23,92.12,90.45,92.85,2.65%,20.40%
WTI 선물 ($/배럴),48.52,75.21,98.62,86.53,88.11,90.50,2.71%,20.33%
밀 (센트/부셀),641,771,808,803,781,749,△4.10%,△2.85%
옥수수 (센트/부셀),484,593,620,610,612,616,0.65%,3.88%
동 ($/톤),"7,742","9,692","7,801","7,992","7,955","8,020",0.82%,△17.25%
알루미늄 ($/톤),"1,978","2,806","2,452","2,442","2,414","2,412",△0.08%,△14.04%

[반도체]
,’20,‘21,‘22.5 월,6월,7월,8/16,8/17,8/18,8월 (~18)
"D 램(8 G) 현물가($, 기간평균)",3.07,3.42,3.42,3.37,3.11,2.75,2.73,2.72,2.84
"(%, YoY)",△21.9,8.0,△23.6,△25.4,△31.6,△34.9,△35.1,△35.4,△32.1
"낸드(128 G) 현물가($, 기간평균)",5.71,7.45,8.25,8.01,6.83,6.58,6.58,6.58,6.57
"(%, YoY)",7.0,32.8,33.7,23.0,1.4,△4.2,△4.0,△4.0,△3.8
