일일경제지표('19.7.24)
"data_date,2019-07-24"

[표]
일일경제지표 (19. 7. 24 수) 17:30 현재

[금리]
,‘17 말,‘18 말,‘19.6 말,7.22,7.23,7.24,전일비,18말비
콜금리 (1일),1.55,1.82,1.76,1.49,1.48,1.48,0,△0.34
CD (91 일),1.66,1.93,1.78,1.59,1.59,1.56,△0.03,△0.37
국고채 (3년),2.14,1.82,1.47,1.33,1.34,1.32,△0.02,△0.50
"회사채 (3년, AA-)",2.68,2.29,1.97,1.84,1.84,1.83,△0.01,△0.46
"외국인 채권 순매수 * (상장 , 억원)",△66,"△1,422","4,334","2,786","△3,326","2,278","5,604",-

[주가]
,‘17 말,‘18 말,‘19.6 말,7.22,7.23,7.24,전일비,18말비
KOSPI,"2,467.49","2,041.04","2,130.62","2,094.34","2,101.45","2,082.30",△0.91%,2.02%
"- 거래대금 (억원, 일평균)","42,744","41,207","51,224","41,984","32,062","46,010",43.50%,-
KOSDAQ,798.42,675.65,690.53,674.78,668.65,659.83,△1.32%,△2.34%
"외국인순매수 (억원, 기간 중 * )","1,409","2,730","2,888","2,102","1,846",591,△68,-

[환율]
,‘17 말,‘18 말,‘19.6 말,7.22,7.23,7.24,전일비,18말비
￦/ U$,"1,070.50","1,115.70","1,154.70","1,178.30","1,178.90","1,177.90",△0.08,5.57
"선물환( NDF,1 월물)","1,070.00","1,114.90","1,153.80","1,177.30","1,177.90","1,176.70",△0.10,5.54
￦/ CNY,163.90,162.79,168.31,171.27,171.41,171.16,△0.15,5.14
￦/ Y100,949.28,"1,008.86","1,072.24","1,091.12","1,090.36","1,089.44",△0.08,7.99
Y/U$,112.77,110.59,107.69,107.99,108.12,108.12,0,△2.23
U$/EUR,1.1927,1.1455,1.1369,1.1210,1.1189,1.1149,△0.36,△2.67
CNY/U$,6.5426,6.8522,6.8609,6.8798,6.8801,6.8813,0.02,0.42

[국제금리·주가·가산금리]
,‘17 말,‘18 말,‘19.6 말,7.22,7.23,7.24,전일비,18말비
"LIBOR ($, 3 월, %)",1.69,2.81,2.33,2.26,2.26,2.28,△0.34,0.55
DOW,"24,719","23,062","26,527","27,154","27,172","27,349",5.24%,17.82%
NIKKEI,"22,765","20,015","21,276","21,417","21,621","21,710",0.41%,8.47%
SHANGHAI COMP,"3,307","2,494","2,979","2,887","2,900","2,923",0.80%,17.22%
"외평채가산금리(23년물, bp)",76,63,32,31,30,30,16.00,△33.00
"CDS (5 년, bp)",56,40,33,32,31,30,0.59,△9.83
"CRS (1 년, %)",1.38,1.21,0.83,0.77,0.76,0.73,0.03,△0.49

[유가·곡물·원자재]
,‘17 말,‘18 말,‘19.6 말,7.19,7.22,7.23,전일비,18말비
Dubai ($/ 배럴),64.33,52.86,64.88,61.55,65.74,62.11,△5.52%,17.50%
WTI 선물 ($/배럴),60.42,45.33,58.47,55.63,56.22,56.77,0.98%,25.24%
밀 (센트/부셀),427,512,527,503,487,487,0,△4.88%
옥수수 (센트/부셀),351,376,432,436,427,432,1.17%,14.89%
동 ($/톤),"7,157","6,018","5,972","6,066","6,008","5,969",△0.65%,△0.81%
알루미늄 ($/톤),"2,242","1,881","1,774","1,833","1,808","1,795",△0.72%,△4.57%

[반도체]
,‘17,‘18,19. 4월,5월,6월,7.19,7.22,7.23,7월 (~23)
"D 램(8 G) 현물가($, 기간평균)",7.51,8.14,4.25,3.74,3.38,3.74,3.74,3.69,3.30
"(%, YoY)",41.6,8.3,△52.6,△57.5,△60.4,△53.2,△53.2,△53.8,△58.7
"낸드(128 G) 현물가($, 기간평균)",6.52,6.35,4.96,5.07,5.04,5.30,5.30,5.30,5.17
"(%, YoY)",33.8,△2.6,△26.7,△24.6,△24.5,△19.6,△19.6,△19.6,△21.9
