일일경제지표('19.8.9)
"data_date,2019-08-09"

[표]
일일경제지표 (19. 8. 9. 금) 17:30 현재

[금리]
,‘17 말,‘18 말,‘19.7 말,8.7,8.8,8.9,전일비,18말비
콜금리 (1일),1.55,1.82,1.52,1.49,1.49,1.49,0,△0.33
CD (91 일),1.66,1.93,1.50,1.49,1.49,1.49,0,△0.44
국고채 (3년),2.14,1.82,1.29,1.15,1.17,1.19,0.02,△0.63
"회사채 (3년, AA-)",2.68,2.29,1.80,1.68,1.69,1.71,0.02,△0.58
"외국인 채권 순매수 * (상장 , 억원)",△66,"△1,422","2,141","5,741","3,748","2,868",△880,-

[주가]
,‘17 말,‘18 말,‘19.7 말,8.7,8.8,8.9,전일비,18말비
KOSPI,"2,467.49","2,041.04","2,024.55","1,909.71","1,920.61","1,937.75",0.89%,△5.06%
"- 거래대금 (억원, 일평균)","42,744","41,207","38,774","71,790","48,436","67,695",39.76%,-
KOSDAQ,798.42,675.65,630.18,564.64,585.44,590.04,0.79%,△12.67%
"외국인순매수 (억원, 기간 중 * )","1,409","2,730",△212,△244,"△1,919","△1,006",△48,-

[환율]
,‘17 말,‘18 말,‘19.7 말,8.7,8.8,8.9,전일비,18말비
￦/ U$,"1,070.50","1,115.70","1,183.10","1,214.90","1,209.20","1,210.50",0.11,8.50
"선물환( NDF,1 월물)","1,070.00","1,114.90","1,181.80","1,213.90","1,211.30","1,209.10",△0.18,8.45
￦/ CNY,163.90,162.79,171.80,172.50,171.62,171.60,△0.01,5.41
￦/ Y100,949.28,"1,008.86","1,090.21","1,143.76","1,139.25","1,142.95",0.32,13.29
Y/U$,112.77,110.59,108.52,106.22,106.14,105.91,△0.22,△4.23
U$/EUR,1.1927,1.1455,1.1157,1.1202,1.1204,1.1187,△0.15,△2.34
CNY/U$,6.5426,6.8522,6.8859,7.0463,7.0431,7.0491,0.09,2.87

[국제금리·주가·가산금리]
,‘17 말,‘18 말,‘19.7 말,8.7,8.8,8.9,전일비,18말비
"LIBOR ($, 3 월, %)",1.69,2.81,2.26,2.21,2.19,2.18,△0.41,0.52
DOW,"24,719","23,062","27,198","26,030","26,007","26,378",0.73%,12.77%
NIKKEI,"22,765","20,015","21,522","20,517","20,593","20,685",0.44%,3.35%
SHANGHAI COMP,"3,307","2,494","2,933","2,769","2,795","2,775",△0.71%,11.26%
"외평채가산금리(23년물, bp)",76,63,30,34,34,34,17.00,△29.00
"CDS (5 년, bp)",56,40,29,33,33,32,0.37,△8.08
"CRS (1 년, %)",1.38,1.21,0.70,0.48,0.48,0.47,0.01,△0.74

[유가·곡물·원자재]
,‘17 말,‘18 말,‘19.7 말,8.6,8.7,8.8,전일비,18말비
Dubai ($/ 배럴),64.33,52.86,64.57,58.75,57.89,56.83,△1.83%,7.51%
WTI 선물 ($/배럴),60.42,45.33,58.58,53.63,51.09,52.54,2.84%,15.91%
밀 (센트/부셀),427,512,487,484,488,499,2.25%,△2.54%
옥수수 (센트/부셀),351,376,410,413,414,418,0.97%,11.17%
동 ($/톤),"7,157","6,018","5,926","5,667","5,674","5,723",0.86%,△4.90%
알루미늄 ($/톤),"2,242","1,881","1,777","1,741","1,728","1,738",0.58%,△7.60%

[반도체]
,‘17,‘18,19. 5월,6월,7월,8.6,8.7,8.8,8월 (~8)
"D 램(8 G) 현물가($, 기간평균)",7.51,8.14,3.74,3.38,3.39,3.64,3.64,3.62,3.63
"(%, YoY)",41.6,8.3,△57.5,△60.4,△57.6,△54.0,△54.0,△53.9,△52.9
"낸드(128 G) 현물가($, 기간평균)",6.52,6.35,5.07,5.04,5.20,5.30,5.30,5.30,5.30
"(%, YoY)",33.8,△2.6,△24.6,△24.5,△21.3,△19.3,△19.3,△19.3,△16.2
