일일경제지표('20.11.23)
"data_date,2020-11-23"

[표]
일일경제지표 (20. 11. 23. 월) 17:30 현재

[금리]
,‘18 말,‘19 말,‘20.10 말,11.19,11.20,11.23,전일비,19말비
콜금리 (1일),1.82,1.31,0.48,0.48,0.49,0.49,0,△0.82
CD (91 일),1.93,1.53,0.63,0.66,0.66,0.66,0,△0.87
국고채 (3년),1.82,1.36,0.94,0.96,0.96,0.96,△0.01,△0.41
"회사채 (3년, AA-)",2.29,1.94,2.25,2.24,2.23,2.22,△0.02,0.28
"외국인 채권 순매수 * (상장 , 억원)","△1,422",100,"2,012","△3,386","3,677","7,262","3,585",-

[주가]
,‘18 말,‘19 말,‘20.10 말,11.19,11.20,11.23,전일비,19말비
KOSPI,"2,041.04","2,197.67","2,267.15","2,547.42","2,553.50","2,602.59",1.92%,18.42%
"- 거래대금 (억원, 일평균)","41,207","54,296","103,577","135,540","125,150","122,661",△1.99%,-
KOSDAQ,675.65,669.83,792.65,859.94,870.18,873.29,0.36%,30.37%
"외국인순매수 (억원, 기간 중 * )","2,730","△2,816","△12,846","1,182","2,424","9,415",288,-

[환율]
,‘18 말,‘19 말,‘20.10 말,11.19,11.20,11.23,전일비,19말비
￦/ U$,"1,115.70","1,156.40","1,135.10","1,115.60","1,114.30","1,110.40",△0.35,△3.98
"선물환( NDF,1 월물)","1,114.90","1,155.40","1,134.80","1,115.50","1,114.40","1,110.60",△0.34,△3.88
￦/ CNY,162.79,165.50,169.07,169.66,169.48,169.02,△0.27,2.13
￦/ Y100,"1,008.86","1,059.75","1,088.82","1,073.93","1,074.23","1,070.37",△0.36,1.00
Y/U$,110.59,109.12,104.25,103.88,103.73,103.74,0.01,△4.93
U$/EUR,1.1455,1.1194,1.1683,1.1848,1.1888,1.1874,△0.12,6.07
CNY/U$,6.8522,6.9848,6.6927,6.5772,6.5706,6.5630,△0.12,△6.04

[국제금리·주가·가산금리]
,‘18 말,‘19 말,‘20.10 말,11.19,11.20,11.23,전일비,19말비
"LIBOR ($, 3 월, %)",2.81,1.94,0.21,0.23,0.22,0.20,△0.02,△1.74
DOW,"23,062","28,645","26,659","29,438","29,483","29,263",△0.75%,2.82%
NIKKEI,"20,015","23,657","22,977","25,634","25,527","25,527",0,7.91%
SHANGHAI COMP,"2,494","3,040","3,225","3,363","3,378","3,414",1.09%,12.44%
"외평채가산금리(23년물, bp)",63,37,31,24,24,24,0,△12.00
"CDS (5 년, bp)",40,22,25,22,22,22,△0.17,0.06
"CRS (1 년, %)",1.21,0.83,0.10,0.23,0.22,0.21,△0.01,△0.62

[유가·곡물·원자재]
,‘18 말,‘19 말,‘20.10 말,11.18,11.19,11.20,전일비,19말비
Dubai ($/ 배럴),52.86,67.27,37.18,43.78,44.00,44.19,0.43%,△34.31%
WTI 선물 ($/배럴),45.33,61.06,35.79,41.82,41.74,42.15,0.98%,△30.97%
밀 (센트/부셀),512,559,599,598,592,600,1.35%,7.33%
옥수수 (센트/부셀),376,388,399,431,428,428,0,10.31%
동 ($/톤),"6,018","6,156","6,695","7,083","7,028","7,179",2.15%,16.62%
알루미늄 ($/톤),"1,881","1,800","1,821","1,978","1,983","1,984",0.05%,10.22%

[반도체]
,‘18,‘19,’20.8 월,9월,10월,11.18,11.19,11.20,11월 (~20)
"D 램(8 G) 현물가($, 기간평균)",8.14,3.93,2.58,2.90,2.92,2.81,2.81,2.80,2.83
"(%, YoY)",8.3,△51.7,△27.0,△11.2,△3.0,0.1,0.5,0.3,0.8
"낸드(128 G) 현물가($, 기간평균)",6.35,5.34,5.57,5.64,5.65,5.63,5.64,5.64,5.64
"(%, YoY)",△2.6,△15.9,2.9,△0.9,△2.3,△4.8,△4.8,△4.9,△4.2
