일일경제지표('19.9.5)
"data_date,2019-09-05"

[표]
일일경제지표 (19. 9. 5. 목) 17:30 현재

[금리]
,‘17 말,‘18 말,‘19.8 말,9.3,9.4,9.5,전일비,18말비
콜금리 (1일),1.55,1.82,1.51,1.50,1.50,1.49,△0.01,△0.40
CD (91 일),1.66,1.93,1.49,1.49,1.50,1.53,0.03,△0.40
국고채 (3년),2.14,1.82,1.17,1.23,1.24,1.26,0.02,△0.54
"회사채 (3년, AA-)",2.68,2.29,1.69,1.73,1.74,1.76,0.02,△0.51
"외국인 채권 순매수 * (상장 , 억원)",△66,"△1,422","2,328","△1,181","8,895","4,204","△4,691",-

[주가]
,‘17 말,‘18 말,‘19.8 말,9.3,9.4,9.5,전일비,18말비
KOSPI,"2,467.49","2,041.04","1,967.79","1,965.69","1,988.53","2,004.75",0.82%,△1.78%
"- 거래대금 (억원, 일평균)","42,744","41,207","37,095","29,242","39,160","41,336",5.56%,-
KOSDAQ,798.42,675.65,610.55,620.02,629.31,632.99,0.58%,△6.31%
"외국인순매수 (억원, 기간 중 * )","1,409","2,730","2,528","△3,571","△2,905","1,660",△157,-

[환율]
,‘17 말,‘18 말,‘19.8 말,9.3,9.4,9.5,전일비,18말비
￦/ U$,"1,070.50","1,115.70","1,211.20","1,215.60","1,208.20","1,200.20",△0.66,7.57
"선물환( NDF,1 월물)","1,070.00","1,114.90","1,210.50","1,214.70","1,207.10","1,199.30",△0.65,7.57
￦/ CNY,163.90,162.79,169.65,169.37,168.81,168.03,△0.46,3.22
￦/ Y100,949.28,"1,008.86","1,138.99","1,143.77","1,137.45","1,127.16",△0.90,11.73
Y/U$,112.77,110.59,106.34,106.28,106.22,106.48,0.24,△3.72
U$/EUR,1.1927,1.1455,1.1035,1.0941,1.0977,1.1022,0.41,△3.78
CNY/U$,6.5426,6.8522,7.1539,7.1818,7.1621,7.1396,△0.31,4.19

[국제금리·주가·가산금리]
,‘17 말,‘18 말,‘19.8 말,9.3,9.4,9.5,전일비,18말비
"LIBOR ($, 3 월, %)",1.69,2.81,2.12,2.14,2.13,2.13,△0.47,0.52
DOW,"24,719","23,062","26,362","26,403","26,118","26,355",1.16%,13.25%
NIKKEI,"22,765","20,015","20,704","20,625","20,649","21,086",2.12%,5.35%
SHANGHAI COMP,"3,307","2,494","2,886","2,930","2,957","2,986",0.96%,19.73%
"외평채가산금리(23년물, bp)",76,63,34,34,35,35,17.00,△28.00
"CDS (5 년, bp)",56,40,33,33,32,30,2.21,△10.36
"CRS (1 년, %)",1.38,1.21,0.54,0.57,0.55,0.57,0.01,△0.65

[유가·곡물·원자재]
,‘17 말,‘18 말,‘19.8 말,9.2,9.3,9.4,전일비,18말비
Dubai ($/ 배럴),64.33,52.86,59.62,57.62,56.48,56.72,0.42%,7.30%
WTI 선물 ($/배럴),60.42,45.33,55.10,55.10,53.94,56.26,4.30%,24.11%
밀 (센트/부셀),427,512,463,463,454,461,1.54%,△9.96%
옥수수 (센트/부셀),351,376,370,370,361,359,△0.55%,△4.52%
동 ($/톤),"7,157","6,018","5,678","5,611","5,537","5,663",2.28%,△5.90%
알루미늄 ($/톤),"2,242","1,881","1,713","1,717","1,715","1,735",1.17%,△7.76%

[반도체]
,‘17,‘18,‘19.6 월,7월,8월,9.2,9.3,9.4,9월 (~4)
"D 램(8 G) 현물가($, 기간평균)",7.51,8.14,3.38,3.39,3.53,3.38,3.37,3.36,3.37
"(%, YoY)",41.6,8.3,△60.4,△57.6,△54.1,△55.1,△55.2,△55.4,△54.3
"낸드(128 G) 현물가($, 기간평균)",6.52,6.35,5.04,5.20,5.42,5.61,5.61,5.63,5.61
"(%, YoY)",33.8,△2.6,△24.5,△21.3,△14.3,△5.3,△5.3,△5.0,△3.8
