일일경제지표('20.12.2)
"data_date,2020-12-02"

[표]
일일경제지표 (20. 12. 2. 수) 17:30 현재

[금리]
,‘18 말,‘19 말,‘20.11 말,11.30,12.1,12.2,전일비,19말비
콜금리 (1일),1.82,1.31,0.52,0.52,0.60,0.51,△0.09,△0.80
CD (91 일),1.93,1.53,0.66,0.66,0.66,0.66,0,△0.87
국고채 (3년),1.82,1.36,0.98,0.98,0.98,0.98,0,△0.38
"회사채 (3년, AA-)",2.29,1.94,2.24,2.24,2.23,2.23,0.00,0.30
"외국인 채권 순매수 * (상장 , 억원)","△1,422",100,"3,586","3,586","4,823","1,580","△3,243",-

[주가]
,‘18 말,‘19 말,‘20.11 말,11.30,12.1,12.2,전일비,19말비
KOSPI,"2,041.04","2,197.67","2,591.34","2,591.34","2,634.25","2,675.90",1.58%,21.76%
"- 거래대금 (억원, 일평균)","41,207","54,296","126,416","126,416","212,318","159,472",△24.89%,-
KOSDAQ,675.65,669.83,886.11,886.11,891.29,899.34,0.90%,34.26%
"외국인순매수 (억원, 기간 중 * )","2,730","△2,816","△24,831","△24,831",714,"5,428",660,-

[환율]
,‘18 말,‘19 말,‘20.11 말,11.30,12.1,12.2,전일비,19말비
￦/ U$,"1,115.70","1,156.40","1,106.50","1,106.50","1,106.20","1,100.80",△0.49,△4.81
"선물환( NDF,1 월물)","1,114.90","1,155.40","1,106.80","1,106.80","1,106.40","1,100.60",△0.52,△4.74
￦/ CNY,162.79,165.50,168.02,168.02,168.33,167.57,△0.45,1.25
￦/ Y100,"1,008.86","1,059.75","1,065.17","1,065.17","1,060.29","1,054.10",△0.58,△0.53
Y/U$,110.59,109.12,103.88,103.88,104.33,104.43,0.10,△4.30
U$/EUR,1.1455,1.1194,1.1973,1.1973,1.1958,1.2074,0.97,7.86
CNY/U$,6.8522,6.9848,6.5892,6.5892,6.5706,6.5545,△0.25,△6.16

[국제금리·주가·가산금리]
,‘18 말,‘19 말,‘20.11 말,11.30,12.1,12.2,전일비,19말비
"LIBOR ($, 3 월, %)",2.81,1.94,0.23,0.23,0.23,0.23,0.00,△1.72
DOW,"23,062","28,645","29,910","29,910","29,639","29,824",0.63%,4.78%
NIKKEI,"20,015","23,657","26,434","26,434","26,788","26,801",0.05%,13.29%
SHANGHAI COMP,"2,494","3,040","3,392","3,392","3,452","3,449",△0.07%,13.59%
"외평채가산금리(23년물, bp)",63,37,20,20,19,17,△2.00,△19.00
"CDS (5 년, bp)",40,22,22,22,22,22,△0.22,△0.73
"CRS (1 년, %)",1.21,0.83,0.27,0.27,0.28,0.29,0.02,△0.54

[유가·곡물·원자재]
,‘18 말,‘19 말,‘20.11 말,11.27,11.30,12.1,전일비,19말비
Dubai ($/ 배럴),52.86,67.27,47.02,47.13,47.02,47.59,1.21%,△29.26%
WTI 선물 ($/배럴),45.33,61.06,45.34,45.53,45.34,44.55,△1.74%,△27.04%
밀 (센트/부셀),512,559,585,606,585,577,△1.37%,3.22%
옥수수 (센트/부셀),376,388,426,434,426,421,△1.17%,8.51%
동 ($/톤),"6,018","6,156","7,675","7,462","7,675","7,644",△0.40%,24.17%
알루미늄 ($/톤),"1,881","1,800","2,015","1,975","2,015","2,046",1.54%,13.67%

[반도체]
,‘18,‘19,’20.9 월,10월,11월,11.27,11.30,12.1,12월 (~1)
"D 램(8 G) 현물가($, 기간평균)",8.14,3.93,2.90,2.92,2.82,2.77,2.77,2.77,2.77
"(%, YoY)",8.3,△51.7,△11.2,△3.0,0.3,0.9,0.8,0.8,△5.0
"낸드(128 G) 현물가($, 기간평균)",6.35,5.34,5.64,5.65,5.64,5.61,5.61,5.61,5.61
"(%, YoY)",△2.6,△15.9,△0.9,△2.3,△4.4,△5.6,△5.7,△5.8,△5.4
