일일경제지표('19.10.8)
"data_date,2019-10-08"

[표]
일일경제지표 (19. 10. 8. 화) 17:30 현재

[금리]
,‘17 말,‘18 말,‘19.9 말,10.4,10.7,10.8,전일비,18말비
콜금리 (1일),1.55,1.82,1.54,1.51,1.52,1.46,△0.06,△0.36
CD (91 일),1.66,1.93,1.55,1.55,1.55,1.55,0,△0.38
국고채 (3년),2.14,1.82,1.30,1.21,1.23,1.26,0.03,△0.55
"회사채 (3년, AA-)",2.68,2.29,1.80,1.72,1.74,1.77,0.03,△0.52
"외국인 채권 순매수 * (상장 , 억원)",△66,"△1,422","2,797","9,801","3,267",40,"△3,227",-

[주가]
,‘17 말,‘18 말,‘19.9 말,10.4,10.7,10.8,전일비,18말비
KOSPI,"2,467.49","2,041.04","2,063.05","2,020.69","2,021.73","2,046.25",1.21%,0.26%
"- 거래대금 (억원, 일평균)","42,744","41,207","34,892","39,339","39,632","34,120",△13.91%,-
KOSDAQ,798.42,675.65,621.76,621.84,627.21,635.41,1.31%,△5.96%
"외국인순매수 (억원, 기간 중 * )","1,409","2,730",△534,"△1,681",507,"1,856",266,-

[환율]
,‘17 말,‘18 말,‘19.9 말,10.4,10.7,10.8,전일비,18말비
￦/ U$,"1,070.50","1,115.70","1,196.20","1,196.80","1,196.60","1,193.10",△0.29,6.94
"선물환( NDF,1 월물)","1,070.00","1,114.90","1,195.50","1,196.00","1,195.90","1,192.70",△0.27,6.98
￦/ CNY,163.90,162.79,167.55,167.39,167.40,167.36,△0.02,2.81
￦/ Y100,949.28,"1,008.86","1,109.54","1,120.70","1,119.78","1,111.10",△0.78,10.13
Y/U$,112.77,110.59,107.81,106.79,106.86,107.38,0.49,△2.90
U$/EUR,1.1927,1.1455,1.0935,1.0973,1.0976,1.0981,0.05,△4.14
CNY/U$,6.5426,6.8522,7.1255,7.1477,7.1477,7.1216,△0.37,3.93

[국제금리·주가·가산금리]
,‘17 말,‘18 말,‘19.9 말,10.4,10.7,10.8,전일비,18말비
"LIBOR ($, 3 월, %)",1.69,2.81,2.10,2.06,2.03,2.03,0,△0.75
DOW,"24,719","23,062","26,820","26,201","26,574","26,478",△0.36%,14.81%
NIKKEI,"22,765","20,015","21,756","21,410","21,375","21,588",0.99%,7.86%
SHANGHAI COMP,"3,307","2,494","2,905","2,905","2,905","2,914",0.29%,16.83%
"외평채가산금리(23년물, bp)",76,63,38,37,38,37,1.00,△26.00
"CDS (5 년, bp)",56,40,34,34,34,34,0.35,△6.27
"CRS (1 년, %)",1.38,1.21,0.66,0.62,0.62,0.64,0.02,△0.58

[유가·곡물·원자재]
,‘17 말,‘18 말,‘19.9 말,10.2,10.4,10.7,전일비,18말비
Dubai ($/ 배럴),64.33,52.86,60.94,57.44,57.84,58.24,0.69%,10.18%
WTI 선물 ($/배럴),60.42,45.33,54.07,52.45,52.81,52.75,△0.11%,16.37%
밀 (센트/부셀),427,512,496,489,491,489,△0.41%,△4.49%
옥수수 (센트/부셀),351,376,388,389,385,387,0.52%,2.93%
동 ($/톤),"7,157","6,018","5,728","5,626","5,599","5,626",0.48%,△6.51%
알루미늄 ($/톤),"2,242","1,881","1,704","1,697","1,702","1,713",0.65%,△8.93%

[반도체]
,‘17,‘18,‘19.7 월,8월,9월,10.3,10.4,10.7,10월 (~7)
"D 램(8 G) 현물가($, 기간평균)",7.51,8.14,3.39,3.53,3.26,3.12,3.09,3.08,3.12
"(%, YoY)",41.6,8.3,△57.6,△54.1,△55.8,△56.7,△57.0,△57.3,△56.0
"낸드(128 G) 현물가($, 기간평균)",6.52,6.35,5.20,5.42,5.69,5.74,5.76,5.78,5.74
"(%, YoY)",33.8,△2.6,△21.3,△14.3,△2.5,△0.3,0.0,0.3,△1.4
