일일 경제지표('24.11.22)
"data_date,2024-11-22"

[표]
일일경제지표 (24. 11. 22 금) 17:30 현재

[금리]
,’ 22말,’ 23말,’ 24.10말,11/20,11/21,11/22,전일비,23말비
콜금리 (1일.%),3.21,3.55,3.26,3.26,3.26,3.27,0.01,△0.28
"CD (91 일, %)",3.98,3.83,3.43,3.44,3.44,3.44,0,△0.39
"국고채 (3년, %)",3.72,3.15,2.94,2.87,2.83,2.82,△0.01,△0.34
"회사채 (3년, AA-, %)",5.23,3.90,3.50,3.44,3.40,3.39,△0.01,△0.51
"외국인 채권 순매수 * (상장, 억원)","△2,319",△406,"3,898","△3,843","1,039","△4,238","△5,277",-

[주가]
,’ 22말,’ 23말,’ 24.10말,11/20,11/21,11/22,전일비,23말비
KOSPI,"2,236.40","2,655.28","2,556.15","2,482.29","2,480.63","2,501.24",0.83%,△5.80%
- 거래대금 (억원),"60,365","103,597","109,806","78,200","83,564","80,171","△3,393",-
KOSDAQ,679.29,866.57,743.06,682.91,680.67,677.01,△0.54%,△21.87%
"외국인순매수 (억원, 기간 중 * )","△2,792","6,937","△7,138","△2,406","△3,368","2,072","5,440",-

[환율]
,’ 22말,’ 23말,’ 24.10말,11/20,11/21,11/22,전일비,23말비
￦/ U$,"1,264.50","1,288.00","1,379.90","1,390.90","1,397.50","1,401.80",0.31,8.84
"선물환( NDF,1 월물)","1,265.30","1,286.80","1,378.40","1,389.60","1,395.80","1,400.40",0.33,8.83
￦/ CNY,181.44,181.37,193.56,192.65,193.15,192.85,△0.16,6.33
￦/ Y100,945.56,912.25,903.55,895.10,902.72,905.20,0.27,△0.77
Y/U$,133.73,141.19,152.72,155.39,154.81,154.86,0.03,9.68
U$/EUR,1.0617,1.1105,1.0850,1.0588,1.0548,1.0466,△0.78,△5.75
CNY/U$,6.9630,7.1092,7.1200,7.2425,7.2390,7.2373,△0.02,1.80

[국제금리·주가·가산금리]
,’ 22말,’ 23말,’ 24.10말,11/20,11/21,11/22,전일비,23말비
"SOFR ($, 3 월, %)",4.75,5.61,4.57,4.52,4.51,4.52,0.01,△1.09
DOW,"33,221","37,657","42,142","43,269","43,408","43,870",1.06%,16.50%
NIKKEI,"26,095","33,540","39,081","38,352","38,026","38,284",0.68%,14.15%
SHANGHAI COMP,"3,089","2,955","3,280","3,368","3,370","3,267",△3.06%,10.58%
"외평채가산금리(30년만기, bp)",43,34,23,23,23,23,0,△11.00
"CDS (5 년, bp)",55,28,34,34,34,34,△0.38,6.11
"CRS SOFR (1 년, %)",2.81,2.83,2.44,2.47,2.46,2.45,△0.01,△0.39

[유가·곡물·원자재]
,’ 22말,’ 23말,’ 24.10말,11/19,11/20,11/21,전일비,23말비
Dubai ($/ 배럴),78.77,77.08,72.02,72.27,72.83,72.82,△0.01%,△5.53%
WTI 선물 ($/배럴),80.26,71.65,69.26,69.39,68.87,70.10,1.79%,△2.16%
밀 (센트/부셀),792,628,571,550,572,570,△0.35%,△9.24%
옥수수 (센트/부셀),679,471,411,427,430,427,△0.70%,△9.34%
동 ($/톤),"8,387","8,476","9,427","8,920","9,022","8,946",△0.84%,5.55%
알루미늄 ($/톤),"2,361","2,336","2,618","2,584","2,655","2,591",△2.41%,10.92%

[반도체]
,’ 22말,’ 23말,’ 24.8말,’ 24.9말,’ 24.10말,11/19,11/20,11/21,11월( ∼21)
"D 램(8 G) 현물가($, 기간평균)",3.07,1.74,1.98,1.96,1.91,1.83,1.83,1.83,1.84
"(%, YoY)",△23.0,△14.8,35.8,33.0,23.4,9.6,9.0,9.0,11.0
"낸드(128 G) 현물가($, 기간평균)",7.25,6.38,6.32,6.71,6.75,6.65,6.65,6.65,6.69
"(%, YoY)",10.7,△2.3,0.0,6.1,5.4,3.5,3.5,3.5,4.2
