일일 경제지표('23.7.20)
"data_date,2023-07-20"

[표]
일일경제지표 (23. 7. 20 목) 17:30 현재

[금리]
,’21 말,’22 말,’23.6 말,7/18,7/19,7/20,전일비,22말비
콜금리 (1일),1.11,3.21,3.53,3.50,3.51,3.50,△0.01,0.29
CD (91 일),1.29,3.98,3.75,3.75,3.75,3.75,0,0.54
국고채 (3년),1.80,3.72,3.66,3.60,3.54,3.58,0.04,0.37
"회사채 (3년, AA-)",2.42,5.23,4.47,4.40,4.34,4.38,0.04,1.17
"외국인 채권 순매수 * (상장 , 억원)","1,858","△2,319","5,594","3,426","3,744","1,342","△2,402",-

[주가]
,‘21 말,’22 말,’23.6 말,7/18,7/19,7/20,전일비,22말비
KOSPI,"2,977.65","2,236.40","2,564.28","2,607.62","2,608.24","2,600.23",△0.31%,16.27%
- 거래대금 (억원),"87,274","60,365","82,091","117,321","120,038","112,316",△6.43%,-
KOSDAQ,"1,033.98",679.29,868.24,914.14,923.72,931.60,0.85%,37.14%
"외국인순매수 (억원, 기간 중 * )","△2,389","△2,792","△1,863","3,045","△1,104",839,"1,943",-

[환율]
,‘21 말,’22. 말,’23.6 말,7/18,7/19,7/20,전일비,22말비
￦/ U$,"1,188.80","1,264.50","1,317.70","1,260.40","1,265.60","1,269.90",0.34,0.43
"선물환( NDF,1 월물)","1,190.00","1,265.30","1,316.10","1,258.40","1,263.80","1,267.60",0.30,0.18
￦/ CNY,186.51,181.44,181.05,175.80,175.28,176.62,0.76,△2.66
￦/ Y100,"1,032.48",945.56,911.40,910.17,907.96,909.87,0.21,△3.77
Y/U$,115.14,133.73,144.58,138.48,139.39,139.57,0.13,4.37
U$/EUR,1.1318,1.0617,1.0857,1.1246,1.1216,1.1210,△0.05,5.59
CNY/U$,6.3681,6.9630,7.2539,7.1745,7.2145,7.1810,△0.46,3.13

[국제금리·주가·가산금리]
,’21 말,’22 말,’23.6 말,7/18,7/19,7/20,전일비,22말비
"LIBOR ($, 3 월, %)",0.22,4.75,5.53,5.58,5.59,5.60,0.01,0.84
DOW,"36,489","33,221","34,122","34,585","34,952","35,061",0.31%,5.54
NIKKEI,"28,792","26,095","33,189","32,494","32,896","32,491",△1.23%,24.51
SHANGHAI COMP,"3,619","3,089","3,202","3,198","3,199","3,170",△0.92%,2.60
"외평채가산금리(30년만기, bp)",15,43,34,33,33,32,△1.00,△11.00
"CDS (5 년, bp)",21,55,33,32,31,31,△0.23,△23.33
"CRS SOFR (1 년, %)",1.00,3.53,3.36,2.95,2.99,3.05,0.05,△0.50

[유가·곡물·원자재]
,’21 말,’22 말,’23.6 말,7/17,7/18,7/19,전일비,22말비
Dubai ($/ 배럴),77.12,78.77,76.63,79.47,79.59,80.99,1.76%,2.82%
WTI 선물 ($/배럴),75.21,80.26,70.64,74.15,75.75,75.35,△0.53%,△6.12%
밀 (센트/부셀),771,792,651,654,671,728,8.49%,△8.08%
옥수수 (센트/부셀),593,679,495,506,535,553,3.36%,△18.56%
동 ($/톤),"9,692","8,387","8,210","8,461","8,410","8,354",△0.67%,△0.39%
알루미늄 ($/톤),"2,806","2,361","2,097","2,195","2,170","2,142",△1.29%,△9.28%

[반도체]
,’21,‘22,‘23.4 월,‘23.5 월,‘23.6 월,7/17,7/18,7/19,7월 (~19)
"D 램(8 G) 현물가($, 기간평균)",3.99,3.07,1.63,1.58,1.51,1.49,1.49,1.49,1.50
"(%, YoY)",29.9,△23.0,△54.8,△53.9,△55.2,△49.2,△49.1,△49.0,△51.9
"낸드(128 G) 현물가($, 기간평균)",6.55,7.25,6.40,6.39,6.33,6.31,6.31,6.31,6.30
"(%, YoY)",14.7,10.7,△20.9,△22.6,△20.9,△4.1,△3.9,△3.9,△7.7
