일일경제지표('19.8.27)
"data_date,2019-08-27"

[표]
일일경제지표 (19. 8. 27. 화) 17:30 현재

[금리]
,‘17 말,‘18 말,‘19.7 말,8.23,8.26,8.27,전일비,18말비
콜금리 (1일),1.55,1.82,1.52,1.52,1.53,1.53,0,△0.29
CD (91 일),1.66,1.93,1.50,1.49,1.49,1.49,0,△0.44
국고채 (3년),2.14,1.82,1.29,1.17,1.12,1.17,0.05,△0.65
"회사채 (3년, AA-)",2.68,2.29,1.80,1.69,1.65,1.70,0.05,△0.59
"외국인 채권 순매수 * (상장 , 억원)",△66,"△1,422","2,141",192,"5,108","△18,650","△23,758",-

[주가]
,‘17 말,‘18 말,‘19.7 말,8.23,8.26,8.27,전일비,18말비
KOSPI,"2,467.49","2,041.04","2,024.55","1,948.30","1,916.31","1,924.60",0.43%,△5.70%
"- 거래대금 (억원, 일평균)","42,744","41,207","38,774","40,951","34,984","26,189",△25.14%,-
KOSDAQ,798.42,675.65,630.18,608.98,582.91,588.32,0.93%,△12.93%
"외국인순매수 (억원, 기간 중 * )","1,409","2,730",△212,420,"△2,542","△1,777",△30,-

[환율]
,‘17 말,‘18 말,‘19.7 말,8.23,8.26,8.27,전일비,18말비
￦/ U$,"1,070.50","1,115.70","1,183.10","1,210.60","1,217.80","1,211.20",△0.54,8.56
"선물환( NDF,1 월물)","1,070.00","1,114.90","1,181.80","1,209.80","1,216.90","1,210.30",△0.54,8.56
￦/ CNY,163.90,162.79,171.80,170.85,170.32,169.09,△0.72,3.87
￦/ Y100,949.28,"1,008.86","1,090.21","1,135.65","1,157.05","1,146.54",△0.91,13.65
Y/U$,112.77,110.59,108.52,106.60,105.25,105.64,0.37,△4.48
U$/EUR,1.1927,1.1455,1.1157,1.1065,1.1149,1.1098,△0.46,△3.12
CNY/U$,6.5426,6.8522,6.8859,7.0736,7.0857,7.1600,0.20,4.49

[국제금리·주가·가산금리]
,‘17 말,‘18 말,‘19.7 말,8.23,8.26,8.27,전일비,18말비
"LIBOR ($, 3 월, %)",1.69,2.81,2.26,2.15,2.14,2.14,△0.45,0.52
DOW,"24,719","23,062","27,198","26,252","25,629","25,899",△0.74%,11.13%
NIKKEI,"22,765","20,015","21,522","20,711","20,261","20,456",0.96%,2.20%
SHANGHAI COMP,"3,307","2,494","2,933","2,897","2,864","2,902",1.35%,16.37%
"외평채가산금리(23년물, bp)",76,63,30,33,34,35,17.00,△29.00
"CDS (5 년, bp)",56,40,29,31,34,34,0.52,△6.16
"CRS (1 년, %)",1.38,1.21,0.70,0.53,0.48,0.49,0.02,△0.72

[유가·곡물·원자재]
,‘17 말,‘18 말,‘19.7 말,8.22,8.23,8.26,전일비,18말비
Dubai ($/ 배럴),64.33,52.86,64.57,60.29,59.43,58.59,△1.41%,10.84%
WTI 선물 ($/배럴),60.42,45.33,58.58,55.35,54.17,53.64,△0.98%,18.33%
밀 (센트/부셀),427,512,487,472,478,475,△0.55%,△7.15%
옥수수 (센트/부셀),351,376,410,371,368,368,0,△2.13%
동 ($/톤),"7,157","6,018","5,926","5,668","5,675","5,675",0,△5.70%
알루미늄 ($/톤),"2,242","1,881","1,777","1,739","1,746","1,746",0,△7.18%

[반도체]
,‘17,‘18,19. 5월,6월,7월,8.22,8.23,8.26,8월 (~26)
"D 램(8 G) 현물가($, 기간평균)",7.51,8.14,3.74,3.38,3.39,3.50,3.48,3.47,3.56
"(%, YoY)",41.6,8.3,△57.5,△60.4,△57.6,△54.8,△54.2,△53.8,△53.8
"낸드(128 G) 현물가($, 기간평균)",6.52,6.35,5.07,5.04,5.20,5.46,5.46,5.48,5.38
"(%, YoY)",33.8,△2.6,△24.6,△24.5,△21.3,△16.0,△11.3,△10.8,△14.8
