일일경제지표('20.5.28)
"data_date,2020-05-28"

[표]
일일경제지표 (20. 5. 28. 목) 17:30 현재

[금리]
,‘18 말,‘19 말,‘20.4 말,5.26,5.27,5.28,전일비,19말비
콜금리 (1일),1.82,1.31,0.73,0.72,0.72,0.74,0.02,△0.57
CD (91 일),1.93,1.53,1.10,1.02,1.02,0.81,△0.21,△0.72
국고채 (3년),1.82,1.36,1.01,0.84,0.86,0.82,△0.05,△0.54
"회사채 (3년, AA-)",2.29,1.94,2.22,2.18,2.20,2.16,△0.04,0.22
"외국인 채권 순매수 * (상장 , 억원)","△1,422",100,"3,926",△847,"3,480",509,"△2,971",-

[주가]
,‘18 말,‘19 말,‘20.4 말,5.26,5.27,5.28,전일비,19말비
KOSPI,"2,041.04","2,197.67","1,947.56","2,029.78","2,031.20","2,028.54",△0.13%,△7.70%
"- 거래대금 (억원, 일평균)","41,207","54,296","103,750","79,603","125,453","126,350",0.72%,-
KOSDAQ,675.65,669.83,645.18,729.11,724.59,708.75,△2.19%,5.81%
"외국인순매수 (억원, 기간 중 * )","2,730","△2,816","2,131",△211,"△5,068",29,△101,-

[환율]
,‘18 말,‘19 말,‘20.4 말,5.26,5.27,5.28,전일비,19말비
￦/ U$,"1,115.70","1,156.40","1,218.20","1,234.30","1,234.40","1,239.60",0.42,7.19
"선물환( NDF,1 월물)","1,114.90","1,155.40","1,218.90","1,234.60","1,234.60","1,239.60",0.40,7.29
￦/ CNY,162.79,165.50,172.31,172.94,172.42,173.19,0.45,4.65
￦/ Y100,"1,008.86","1,059.75","1,143.31","1,144.25","1,147.85","1,149.69",0.16,8.49
Y/U$,110.59,109.12,106.55,107.87,107.54,107.82,0.26,△1.19
U$/EUR,1.1455,1.1194,1.0843,1.0925,1.0954,1.1021,0.61,△1.55
CNY/U$,6.8522,6.9848,7.0792,7.1318,7.1563,7.1526,△0.05,2.40

[국제금리·주가·가산금리]
,‘18 말,‘19 말,‘20.4 말,5.26,5.27,5.28,전일비,19말비
"LIBOR ($, 3 월, %)",2.81,1.94,0.84,0.37,0.37,0.37,0.00,△1.57
DOW,"23,062","28,645","24,102","24,465","24,995","25,548",2.21%,△10.24%
NIKKEI,"20,015","23,657","19,771","21,271","21,419","21,916",2.32%,△7.36%
SHANGHAI COMP,"2,494","3,040","2,822","2,847","2,837","2,846",0.33%,△6.27%
"외평채가산금리(23년물, bp)",63,37,70,69,66,65,△1.00,29.00
"CDS (5 년, bp)",40,22,36,29,29,29,△0.29,6.59
"CRS (1 년, %)",1.21,0.83,△0.39,0.09,0.07,0.05,△0.03,△0.78

[유가·곡물·원자재]
,‘18 말,‘19 말,‘20.4 말,5.25,5.26,5.27,전일비,19말비
Dubai ($/ 배럴),52.86,67.27,20.73,32.62,34.81,34.48,△0.95%,△48.74%
WTI 선물 ($/배럴),45.33,61.06,18.84,33.25,34.35,32.81,△4.48%,△46.27%
밀 (센트/부셀),512,559,524,509,507,505,△0.39%,△9.66%
옥수수 (센트/부셀),376,388,320,318,319,321,0.63%,△17.27%
동 ($/톤),"6,018","6,156","5,231","5,243","5,342","5,309",△0.62%,△13.76%
알루미늄 ($/톤),"1,881","1,800","1,461","1,473","1,486","1,504",1.21%,△16.44%

[반도체]
,‘18,‘19,‘20.2 월,3월,4월,5.25,5.26,5.27,5월 (~27)
"D 램(8 G) 현물가($, 기간평균)",8.14,3.93,3.39,3.54,3.51,3.11,3.09,3.09,3.19
"(%, YoY)",8.3,△51.7,△41.4,△29.8,△17.5,△15.0,△14.7,△14.7,△14.8
"낸드(128 G) 현물가($, 기간평균)",6.35,5.34,6.11,6.00,5.76,5.50,5.49,5.47,5.67
"(%, YoY)",△2.6,△15.9,22.7,21.8,16.0,9.1,8.5,8.2,11.9
