일일 경제지표('23.12.19)
"data_date,2023-12-19"

[표]
일일경제지표 (23. 12. 19 화) 17:30 현재

[금리]
,’21 말,’22 말,’23.11 말,12/15,12/18,12/19,전일비,22말비
콜금리 (1일.%),1.11,3.21,3.59,3.67,3.64,3.69,0.05,0.48
"CD (91 일, %)",1.29,3.98,3.84,3.83,3.83,3.83,0,△0.15
"국고채 (3년, %)",1.80,3.72,3.58,3.28,3.28,3.30,0.02,△0.43
"회사채 (3년, AA-, %)",2.42,5.23,4.32,4.01,4.01,4.02,0.02,△1.21
"외국인 채권 순매수 * (상장 , 억원)","1,858","△2,319","1,022",△499,952,△83,"△1,035",-

[주가]
,‘21 말,’22 말,’23.11 말,12/15,12/18,12/19,전일비,22말비
KOSPI,"2,977.65","2,236.40","2,535.29","2,563.56","2,566.86","2,568.55",0.07%,14.85%
- 거래대금 (억원),"87,274","60,365","94,282","129,606","128,732","101,815",△20.91%,-
KOSDAQ,"1,033.98",679.29,831.68,838.31,850.96,858.30,0.86%,26.35%
"외국인순매수 (억원, 기간 중 * )","△2,389","△2,792","2,435","9,476","2,395","△1,285","△3,679",-

[환율]
,‘21 말,’22. 말,’23.11 말,12/15,12/18,12/19,전일비,22말비
￦/ U$,"1,188.80","1,264.50","1,290.00","1,296.50","1,297.20","1,307.80",0.82,3.42
"선물환( NDF,1 월물)","1,190.00","1,265.30","1,287.80","1,293.10","1,294.90","1,305.50",0.82,3.18
￦/ CNY,186.51,181.44,180.90,181.50,181.90,183.06,0.64,0.89
￦/ Y100,"1,032.48",945.56,877.79,912.84,911.20,909.96,△0.14,△3.76
Y/U$,115.14,133.73,146.96,142.03,142.28,143.72,1.01,7.47
U$/EUR,1.1318,1.0617,1.0974,1.0981,1.0915,1.0926,0.10,2.91
CNY/U$,6.3681,6.9630,7.1244,7.1097,7.1293,7.1458,0.23,2.63

[국제금리·주가·가산금리]
,’21 말,’22 말,’23.11 말,12/15,12/18,12/19,전일비,22말비
"LIBOR ($, 3 월, %)",0.22,4.75,5.64,5.64,5.63,5.63,0.01,0.88
DOW,"36,489","33,221","35,430","37,248","37,305","37,306",0.00%,12.30
NIKKEI,"28,792","26,095","33,487","32,971","32,759","33,219",1.41%,27.30
SHANGHAI COMP,"3,619","3,089","3,030","2,943","2,931","2,932",0.05%,△5.08
"외평채가산금리(30년만기, bp)",15,43,34,35,34,36,2.00,△7.00
"CDS (5 년, bp)",21,55,29,26,28,28,△0.07,△26.84
"CRS SOFR (1 년, %)",1.00,3.53,2.86,3.04,2.67,2.68,0.01,△0.87

[유가·곡물·원자재]
,’21 말,’22 말,’23.11 말,12/14,12/15,12/18,전일비,22말비
Dubai ($/ 배럴),77.12,78.77,85.38,74.38,76.16,76.17,0.01%,△3.30%
WTI 선물 ($/배럴),75.21,80.26,75.96,71.58,71.43,72.47,1.46%,△9.71%
밀 (센트/부셀),771,792,598,616,629,617,△1.91%,△22.10%
옥수수 (센트/부셀),593,679,483,479,483,477,△1.24%,△29.75%
동 ($/톤),"9,692","8,387","8,332","8,462","8,471","8,423",△0.57%,0.43%
알루미늄 ($/톤),"2,806","2,361","2,158","2,137","2,196","2,213",0.77%,△6.27%

[반도체]
,’21,‘22,‘23.9 월,‘23.10 월,‘23.11 월,12/14,12/15,12/18,12월 (~18)
"D 램(8 G) 현물가($, 기간평균)",3.99,3.07,1.48,1.55,1.66,1.75,1.75,1.75,1.74
"(%, YoY)",29.9,△23.0,△41.3,△35.6,△23.1,△13.9,△13.1,△13.0,△15.1
"낸드(128 G) 현물가($, 기간평균)",6.55,7.25,6.32,6.40,6.42,6.38,6.38,6.38,6.40
"(%, YoY)",14.7,10.7,△3.8,△2.6,△1.7,△2.4,△2.5,△2.5,△2.0
